Orthogroup	c_variabilis_genome_proteins	c_sorokiniana_genome_proteins
OG0006543	XP_005847838.1	PRW33804.1
OG0006544	XP_005847848.1	PRW33806.1
OG0006545	XP_005847837.1	PRW33837.1
OG0006548	XP_005847660.1	PRW33891.1
OG0006549	XP_005844226.1	PRW33900.1
OG0006550	XP_005849039.1	PRW33913.1
OG0006551	XP_005850751.1	PRW55956.1
OG0006551	XP_005846984.1	PRW33930.1
OG0006552	XP_005849086.1	PRW33983.1
OG0006553	XP_005849089.1	PRW33992.1
OG0006554	XP_005844247.1	PRW33997.1
OG0006555	XP_005844163.1	PRW34016.1
OG0006556	XP_005844246.1	PRW34036.1
OG0006557	XP_005849090.1	PRW34049.1
OG0006558	XP_005847686.1	PRW34055.1
OG0006559	XP_005847683.1	PRW34100.1
OG0006560	XP_005851653.1	PRW39060.1
OG0006561	XP_005846037.1	PRW39063.1
OG0006562	XP_005846175.1	PRW39073.1
OG0006563	XP_005847038.1	PRW39090.1, PRW57037.1
OG0006564	XP_005844919.1	PRW39108.1
OG0006565	XP_005845981.1	PRW39119.1
OG0006566	XP_005846192.1	PRW39128.1
OG0006567	XP_005846050.1	PRW39137.1
OG0006568	XP_005846069.1	PRW39178.1
OG0006569	XP_005844906.1	PRW39191.1
OG0006570	XP_005844888.1	PRW39200.1
OG0006571	XP_005846121.1, XP_005846122.1	PRW39202.1
OG0006572	XP_005842711.1	PRW39219.1
OG0006573	XP_005846581.1	PRW39259.1
OG0006574	XP_005846179.1	PRW39269.1
OG0006575	XP_005846202.1	PRW39275.1
OG0006576	XP_005846104.1	PRW39284.1
OG0006577	XP_005846012.1	PRW39301.1
OG0006578	XP_005846117.1	PRW39330.1
OG0006579	XP_005846146.1	PRW39332.1
OG0006580	XP_005845017.1	PRW39334.1
OG0006581	XP_005846007.1	PRW39354.1
OG0006582	XP_005845982.1	PRW39368.1
OG0006583	XP_005846158.1	PRW39391.1
OG0006584	XP_005847326.1	PRW44242.1
OG0006585	XP_005847389.1	PRW44279.1
OG0006586	XP_005847305.1	PRW44286.1
OG0006588	XP_005847393.1	PRW44299.1
OG0006589	XP_005847331.1	PRW44305.1
OG0006590	XP_005847510.1	PRW44330.1
OG0006591	XP_005847340.1	PRW44338.1
OG0006592	XP_005847350.1	PRW44374.1
OG0006593	XP_005847252.1	PRW44406.1
OG0006594	XP_005847258.1	PRW44409.1
OG0006595	XP_005847396.1	PRW44412.1
OG0006596	XP_005845147.1	PRW44443.1
OG0006597	XP_005847481.1	PRW44445.1
OG0006598	XP_005847269.1	PRW44463.1
OG0006599	XP_005847361.1	PRW44481.1
OG0006600	XP_005847438.1	PRW44510.1
OG0006601	XP_005847275.1	PRW44514.1
OG0006602	XP_005847229.1	PRW44525.1
OG0006604	XP_005847408.1	PRW44570.1
OG0006605	XP_005847273.1	PRW44590.1
OG0006608	XP_005848315.1	PRW44874.1
OG0006610	XP_005848358.1	PRW44956.1
OG0006611	XP_005848404.1	PRW44971.1
OG0006612	XP_005848274.1	PRW44997.1, PRW44996.1
OG0006613	XP_005848393.1	PRW45008.1
OG0006614	XP_005848566.1	PRW45034.1
OG0006615	XP_005848302.1	PRW45044.1
OG0006616	XP_005848387.1	PRW45063.1
OG0006617	XP_005848203.1	PRW45073.1
OG0006618	XP_005848523.1	PRW45102.1
OG0006619	XP_005848533.1	PRW45111.1
OG0006620	XP_005845556.1	PRW45126.1
OG0006621	XP_005846046.1	PRW45129.1
OG0006622	XP_005848459.1	PRW45135.1
OG0006623	XP_005848265.1	PRW45160.1
OG0006624	XP_005848347.1	PRW45164.1
OG0006625	XP_005848557.1	PRW45170.1
OG0006626	XP_005848496.1	PRW45176.1
OG0006627	XP_005846719.1	PRW60583.1, PRW45218.1
OG0006628	XP_005848427.1	PRW45227.1
OG0006629	XP_005848477.1	PRW45241.1
OG0006630	XP_005848317.1	PRW45255.1
OG0006632	XP_005845104.1	PRW45325.1
OG0006633	XP_005846835.1	PRW45331.1
OG0006634	XP_005842542.1	PRW45336.1
OG0006635	XP_005846637.1	PRW45338.1
OG0006636	XP_005846645.1	PRW45344.1
OG0006637	XP_005850076.1	PRW45345.1, PRW50957.1, PRW45746.1
OG0006638	XP_005845173.1	PRW45352.1
OG0006639	XP_005842859.1	PRW45360.1, PRW45585.1
OG0006640	XP_005845232.1	PRW45362.1
OG0006641	XP_005846621.1	PRW45365.1
OG0006642	XP_005844802.1	PRW45367.1
OG0006643	XP_005852210.1	PRW45368.1
OG0006645	XP_005846695.1	PRW45376.1
OG0006646	XP_005845122.1	PRW45386.1
OG0006647	XP_005845192.1	PRW45388.1
OG0006648	XP_005845207.1	PRW45400.1
OG0006649	XP_005845179.1	PRW45430.1
OG0006650	XP_005846686.1	PRW45436.1
OG0006651	XP_005846635.1	PRW45438.1
OG0006652	XP_005850035.1	PRW45439.1
OG0006653	XP_005845156.1	PRW45443.1
OG0006654	XP_005845139.1	PRW45453.1
OG0006655	XP_005845032.1	PRW45475.1
OG0006656	XP_005845142.1	PRW45487.1
OG0006657	XP_005845083.1	PRW45493.1
OG0006658	XP_005846638.1	PRW45494.1
OG0006660	XP_005845027.1	PRW45505.1
OG0006661	XP_005845145.1	PRW45515.1
OG0006663	XP_005845166.1	PRW45539.1
OG0006664	XP_005846787.1	PRW45543.1
OG0006665	XP_005845103.1	PRW45576.1
OG0006666	XP_005845183.1	PRW45612.1
OG0006667	XP_005846764.1	PRW45626.1
OG0006670	XP_005845241.1, XP_005844363.1	PRW45686.1
OG0006671	XP_005846785.1	PRW45723.1
OG0006672	XP_005845198.1	PRW45729.1
OG0006673	XP_005845076.1	PRW45744.1
OG0006674	XP_005843069.1	PRW45745.1, PRW60337.1
OG0006676	XP_005848690.1	PRW50751.1
OG0006677	XP_005848759.1	PRW50770.1
OG0006678	XP_005846420.1, XP_005842873.1, XP_005842885.1	PRW50776.1
OG0006679	XP_005845462.1	PRW50793.1
OG0006680	XP_005848953.1	PRW50800.1
OG0006681	XP_005848686.1	PRW50806.1
OG0006682	XP_005848988.1	PRW50816.1
OG0006683	XP_005848854.1	PRW50822.1
OG0006684	XP_005843688.1, XP_005850360.1	PRW50834.1
OG0006685	XP_005848780.1	PRW50859.1
OG0006687	XP_005848891.1	PRW56760.1, PRW50931.1
OG0006689	XP_005848783.1	PRW50969.1
OG0006690	XP_005848908.1	PRW50970.1
OG0006691	XP_005848708.1	PRW50980.1
OG0006692	XP_005848634.1	PRW50988.1
OG0006693	XP_005848816.1	PRW50998.1
OG0006694	XP_005848664.1	PRW51018.1
OG0006695	XP_005848914.1	PRW51022.1
OG0006696	XP_005848969.1	PRW51035.1
OG0006697	XP_005848901.1	PRW51050.1
OG0006698	XP_005848630.1	PRW51169.1
OG0006699	XP_005848977.1	PRW51179.1
OG0006701	XP_005850643.1	PRW55916.1
OG0006702	XP_005845581.1	PRW55920.1
OG0006703	XP_005850687.1	PRW55926.1
OG0006704	XP_005850679.1	PRW55943.1
OG0006705	XP_005850599.1	PRW55957.1
OG0006706	XP_005850926.1	PRW55960.1
OG0006707	XP_005850694.1	PRW55963.1
OG0006708	XP_005851003.1	PRW55964.1
OG0006709	XP_005850736.1	PRW56008.1
OG0006710	XP_005850989.1	PRW56025.1
OG0006712	XP_005845638.1	PRW61023.1, PRW56080.1
OG0006713	XP_005850999.1	PRW56088.1
OG0006714	XP_005850731.1	PRW56099.1
OG0006715	XP_005850928.1	PRW56104.1
OG0006716	XP_005850655.1	PRW56134.1
OG0006717	XP_005850846.1	PRW56164.1
OG0006718	XP_005850863.1	PRW56199.1
OG0006720	XP_005850596.1	PRW56231.1
OG0006721	XP_005850671.1	PRW56281.1
OG0006722	XP_005850919.1	PRW56290.1
OG0006723	XP_005850617.1	PRW56291.1
OG0006724	XP_005850648.1	PRW56301.1
OG0006725	XP_005850947.1	PRW56313.1
OG0006726	XP_005851046.1, XP_005851045.1	PRW56320.1
OG0006727	XP_005843994.1	PRW56335.1
OG0006728	XP_005850283.1	PRW56418.1
OG0006729	XP_005850168.1	PRW56451.1
OG0006730	XP_005850326.1	PRW56477.1
OG0006731	XP_005850069.1	PRW56478.1
OG0006732	XP_005850132.1	PRW56483.1
OG0006733	XP_005850190.1	PRW56485.1
OG0006734	XP_005850354.1	PRW56532.1
OG0006735	XP_005850382.1	PRW56535.1
OG0006736	XP_005850237.1	PRW56568.1
OG0006737	XP_005850177.1	PRW56569.1
OG0006738	XP_005850139.1	PRW56586.1
OG0006739	XP_005849977.1	PRW56616.1
OG0006740	XP_005850104.1	PRW56631.1
OG0006741	XP_005850337.1	PRW56641.1
OG0006742	XP_005850144.1	PRW56670.1
OG0006743	XP_005849988.1	PRW56712.1
OG0006744	XP_005850446.1	PRW56716.1
OG0006745	XP_005850353.1	PRW56719.1
OG0006746	XP_005850230.1	PRW56737.1
OG0006747	XP_005850295.1	PRW56748.1, PRW56749.1
OG0006748	XP_005850133.1	PRW56764.1
OG0006750	XP_005850319.1	PRW56795.1
OG0006751	XP_005843677.1	PRW56829.1
OG0006752	XP_005845554.1	PRW56844.1
OG0006753	XP_005849723.1	PRW56909.1
OG0006754	XP_005846968.1	PRW56910.1
OG0006755	XP_005847084.1	PRW56924.1
OG0006756	XP_005847019.1	PRW56925.1
OG0006758	XP_005847055.1	PRW56927.1
OG0006759	XP_005847872.1	PRW56944.1
OG0006760	XP_005846898.1	PRW56946.1
OG0006761	XP_005847134.1	PRW56961.1
OG0006762	XP_005848071.1	PRW56965.1
OG0006763	XP_005849716.1	PRW56966.1
OG0006764	XP_005847900.1	PRW56971.1
OG0006765	XP_005847113.1	PRW56972.1
OG0006766	XP_005847871.1	PRW56975.1
OG0006767	XP_005847158.1	PRW56978.1
OG0006768	XP_005846994.1	PRW56992.1
OG0006769	XP_005848087.1	PRW57005.1
OG0006770	XP_005848036.1	PRW57030.1
OG0006771	XP_005848066.1	PRW57031.1
OG0006772	XP_005847034.1	PRW57039.1, PRW57038.1
OG0006773	XP_005846919.1	PRW57054.1
OG0006774	XP_005846982.1	PRW57064.1
OG0006776	XP_005849440.1	PRW57069.1
OG0006777	XP_005846887.1	PRW57085.1
OG0006778	XP_005847150.1	PRW57089.1
OG0006779	XP_005846840.1	PRW57090.1
OG0006780	XP_005849721.1	PRW57104.1
OG0006781	XP_005848094.1	PRW57109.1
OG0006782	XP_005846981.1	PRW57125.1
OG0006783	XP_005847920.1	PRW57126.1
OG0006784	XP_005847894.1	PRW57132.1
OG0006785	XP_005846896.1	PRW57179.1
OG0006786	XP_005847870.1	PRW57210.1
OG0006787	XP_005846881.1	PRW57217.1
OG0006788	XP_005847008.1	PRW57223.1
OG0006789	XP_005848751.1, XP_005845798.1	PRW57258.1
OG0006790	XP_005847026.1	PRW57307.1
OG0006791	XP_005848084.1	PRW57346.1
OG0006793	XP_005847014.1	PRW57385.1
OG0006794	XP_005846986.1	PRW57400.1
OG0006795	XP_005842667.1	PRW57412.1
OG0006796	XP_005847099.1	PRW57426.1
OG0006797	XP_005848057.1	PRW57451.1
OG0006798	XP_005846862.1	PRW57454.1
OG0006799	XP_005846891.1	PRW57479.1
OG0006800	XP_005847083.1	PRW57492.1
OG0006801	XP_005847185.1	PRW57499.1
OG0006802	XP_005847028.1	PRW57501.1
OG0006803	XP_005848058.1	PRW57522.1
OG0006804	XP_005848051.1	PRW57533.1
OG0006805	XP_005848361.1	PRW57540.1
OG0006806	XP_005847741.1	PRW57547.1
OG0006808	XP_005849202.1	PRW57559.1
OG0006809	XP_005849370.1	PRW57561.1
OG0006810	XP_005847798.1	PRW57578.1
OG0006811	XP_005849388.1	PRW57593.1
OG0006812	XP_005847601.1	PRW57598.1
OG0006813	XP_005847768.1	PRW57602.1
OG0006815	XP_005847602.1	PRW57621.1
OG0006816	XP_005849142.1	PRW57733.1
OG0006817	XP_005847918.1	PRW57746.1
OG0006818	XP_005849168.1	PRW57771.1
OG0006819	XP_005849115.1	PRW57777.1
OG0006820	XP_005847612.1	PRW57814.1
OG0006821	XP_005847534.1	PRW57822.1
OG0006823	XP_005849217.1	PRW57859.1
OG0006824	XP_005847804.1	PRW57866.1
OG0006825	XP_005849222.1	PRW57929.1
OG0006826	XP_005849163.1	PRW57961.1
OG0006827	XP_005849424.1	PRW57988.1
OG0006828	XP_005849152.1	PRW57989.1
OG0006829	XP_005849332.1	PRW57996.1
OG0006830	XP_005847574.1	PRW58005.1
OG0006831	XP_005847648.1	PRW58024.1
OG0006832	XP_005847556.1	PRW58049.1
OG0006834	XP_005851408.1, XP_005851407.1	PRW58091.1
OG0006835	XP_005851638.1	PRW58094.1
OG0006836	XP_005851264.1	PRW58114.1
OG0006838	XP_005847577.1	PRW58143.1
OG0006840	XP_005851283.1	PRW58150.1
OG0006841	XP_005851591.1	PRW58151.1, PRW58152.1
OG0006842	XP_005851156.1	PRW58171.1
OG0006843	XP_005851138.1	PRW58173.1
OG0006845	XP_005851178.1	PRW58196.1
OG0006846	XP_005851298.1	PRW58214.1
OG0006847	XP_005851457.1	PRW58219.1
OG0006848	XP_005851443.1	PRW58242.1
OG0006849	XP_005851224.1	PRW58245.1
OG0006850	XP_005851226.1	PRW58249.1
OG0006851	XP_005851255.1	PRW58294.1
OG0006852	XP_005851299.1	PRW58295.1
OG0006854	XP_005851639.1	PRW58321.1
OG0006855	XP_005850285.1	PRW58339.1
OG0006856	XP_005851344.1	PRW58341.1
OG0006857	XP_005851066.1	PRW58347.1
OG0006858	XP_005851197.1	PRW58350.1
OG0006859	XP_005851301.1	PRW58363.1
OG0006860	XP_005851390.1	PRW58409.1
OG0006861	XP_005851623.1	PRW58419.1
OG0006862	XP_005851425.1	PRW58432.1
OG0006863	XP_005849605.1	PRW58447.1
OG0006864	XP_005851513.1	PRW58448.1
OG0006865	XP_005851098.1	PRW58464.1
OG0006866	XP_005851320.1	PRW58485.1
OG0006867	XP_005851575.1	PRW58508.1
OG0006868	XP_005851172.1	PRW58522.1
OG0006869	XP_005845153.1	PRW58523.1
OG0006870	XP_005851574.1	PRW58528.1
OG0006871	XP_005851019.1	PRW58548.1
OG0006872	XP_005851271.1	PRW58567.1
OG0006873	XP_005851621.1	PRW58577.1
OG0006874	XP_005851492.1	PRW58579.1
OG0006875	XP_005846812.1, XP_005846813.1	PRW58600.1
OG0006876	XP_005851330.1	PRW58609.1
OG0006877	XP_005851187.1	PRW58615.1
OG0006878	XP_005851131.1	PRW58636.1
OG0006879	XP_005851546.1	PRW58656.1
OG0006880	XP_005851207.1	PRW58687.1
OG0006881	XP_005851429.1	PRW58689.1
OG0006882	XP_005849882.1	PRW58736.1
OG0006884	XP_005849681.1	PRW58754.1
OG0006885	XP_005843445.1	PRW58758.1
OG0006886	XP_005843154.1	PRW58782.1
OG0006888	XP_005849941.1	PRW58795.1
OG0006889	XP_005849674.1	PRW58811.1
OG0006890	XP_005849836.1	PRW58848.1
OG0006891	XP_005849923.1	PRW58853.1
OG0006892	XP_005845186.1	PRW58862.1
OG0006893	XP_005849545.1	PRW58873.1
OG0006894	XP_005849502.1	PRW58874.1
OG0006895	XP_005843792.1	PRW58890.1
OG0006896	XP_005849900.1	PRW58906.1
OG0006898	XP_005849523.1	PRW58965.1
OG0006899	XP_005843791.1	PRW59049.1
OG0006900	XP_005849499.1	PRW59062.1
OG0006901	XP_005849519.1	PRW59079.1, PRW59357.1
OG0006902	XP_005849733.1	PRW59107.1
OG0006903	XP_005849765.1	PRW59129.1
OG0006904	XP_005849825.1	PRW59134.1
OG0006905	XP_005849576.1	PRW59135.1
OG0006906	XP_005849850.1	PRW59137.1
OG0006907	XP_005849890.1	PRW59138.1
OG0006908	XP_005849550.1	PRW59153.1
OG0006909	XP_005849901.1	PRW59181.1
OG0006910	XP_005849838.1	PRW59231.1
OG0006911	XP_005849650.1	PRW59252.1
OG0006912	XP_005849970.1	PRW59273.1
OG0006913	XP_005843763.1	PRW59299.1
OG0006914	XP_005849585.1	PRW59305.1
OG0006915	XP_005844563.1	PRW59316.1
OG0006916	XP_005849774.1	PRW59348.1
OG0006917	XP_005849727.1	PRW59353.1
OG0006918	XP_005849639.1	PRW59368.1
OG0006919	XP_005843423.1	PRW59402.1
OG0006920	XP_005849466.1	PRW59409.1
OG0006922	XP_005843755.1	PRW59421.1
OG0006923	XP_005849870.1	PRW59422.1
OG0006924	XP_005847692.1, XP_005849757.1	PRW59430.1
OG0006925	XP_005849924.1	PRW59438.1
OG0006927	XP_005845294.1	PRW59473.1
OG0006928	XP_005842805.1	PRW59474.1
OG0006930	XP_005846259.1	PRW59551.1
OG0006932	XP_005845452.1	PRW59612.1
OG0006933	XP_005846350.1	PRW59625.1
OG0006934	XP_005845380.1	PRW59661.1
OG0006935	XP_005843033.1	PRW59668.1
OG0006936	XP_005846338.1	PRW59675.1
OG0006937	XP_005846437.1	PRW59712.1
OG0006938	XP_005846485.1	PRW59723.1
OG0006939	XP_005846262.1	PRW59769.1
OG0006940	XP_005843023.1	PRW59809.1
OG0006941	XP_005845394.1	PRW59812.1
OG0006942	XP_005846522.1	PRW59817.1
OG0006943	XP_005845404.1	PRW59818.1
OG0006944	XP_005846431.1	PRW59830.1
OG0006945	XP_005846304.1	PRW59837.1
OG0006947	XP_005845497.1	PRW59843.1
OG0006948	XP_005846474.1	PRW59845.1
OG0006949	XP_005846360.1	PRW59850.1
OG0006950	XP_005845461.1	PRW59889.1
OG0006951	XP_005846460.1	PRW59919.1
OG0006952	XP_005846461.1	PRW59920.1
OG0006953	XP_005845460.1	PRW59921.1
OG0006954	XP_005845289.1	PRW59924.1
OG0006955	XP_005845305.1	PRW59928.1
OG0006956	XP_005846547.1	PRW59939.1
OG0006957	XP_005846539.1	PRW59968.1
OG0006958	XP_005845429.1	PRW59970.1
OG0006959	XP_005846386.1	PRW59982.1
OG0006960	XP_005846494.1	PRW60015.1
OG0006961	XP_005846319.1	PRW60028.1
OG0006962	XP_005846532.1	PRW60038.1
OG0006963	XP_005842997.1	PRW60089.1
OG0006964	XP_005845725.1	PRW60092.1, PRW60093.1
OG0006965	XP_005846483.1	PRW60099.1
OG0006966	XP_005845280.1	PRW60113.1
OG0006967	XP_005846438.1	PRW60124.1
OG0006968	XP_005845390.1	PRW60138.1
OG0006969	XP_005846247.1	PRW60139.1
OG0006970	XP_005845254.1	PRW60161.1
OG0006971	XP_005842815.1	PRW60185.1
OG0006972	XP_005843345.1	PRW60188.1
OG0006973	XP_005851811.1	PRW60193.1
OG0006974	XP_005851906.1	PRW60210.1
OG0006975	XP_005852162.1	PRW60219.1
OG0006976	XP_005852154.1	PRW60224.1
OG0006977	XP_005851717.1	PRW60242.1
OG0006978	XP_005852197.1	PRW60244.1
OG0006980	XP_005852143.1	PRW60258.1
OG0006981	XP_005851791.1	PRW60267.1
OG0006982	XP_005852014.1	PRW60274.1
OG0006983	XP_005852222.1	PRW60282.1
OG0006984	XP_005851971.1	PRW60292.1
OG0006985	XP_005851823.1	PRW60293.1
OG0006986	XP_005852163.1	PRW60299.1
OG0006987	XP_005851863.1	PRW60317.1
OG0006988	XP_005851892.1	PRW60324.1
OG0006989	XP_005851749.1	PRW60353.1
OG0006990	XP_005852176.1	PRW60356.1
OG0006991	XP_005852074.1	PRW60370.1
OG0006993	XP_005848490.1	PRW60409.1
OG0006994	XP_005851779.1	PRW60434.1
OG0006995	XP_005852198.1	PRW60487.1
OG0006996	XP_005852092.1	PRW60495.1
OG0006997	XP_005851764.1	PRW60528.1
OG0006998	XP_005850170.1, XP_005852258.1	PRW60532.1
OG0007000	XP_005851683.1	PRW60558.1
OG0007001	XP_005851842.1	PRW60569.1
OG0007002	XP_005852283.1	PRW60603.1
OG0007004	XP_005852073.1, XP_005851731.1	PRW60617.1
OG0007005	XP_005851820.1	PRW60628.1
OG0007006	XP_005851728.1	PRW60663.1
OG0007007	XP_005848744.1	PRW60685.1
OG0007008	XP_005851846.1	PRW60729.1
OG0007009	XP_005852093.1	PRW60764.1
OG0007010	XP_005851841.1	PRW60787.1
OG0007011	XP_005851875.1	PRW60816.1
OG0007012	XP_005852131.1	PRW60826.1
OG0007013	XP_005844594.1	PRW60830.1, PRW60829.1
OG0007014	XP_005852066.1	PRW60841.1
OG0007015	XP_005852038.1	PRW60845.1
OG0007016	XP_005852104.1, XP_005845127.1	PRW60869.1
OG0007017	XP_005844212.1	PRW60880.1
OG0007018	XP_005843548.1	PRW60890.1
OG0007019	XP_005850845.1	PRW60900.1
OG0007020	XP_005844933.1	PRW60908.1
OG0007021	XP_005844374.1	PRW60914.1
OG0007022	XP_005845520.1	PRW60938.1
OG0007023	XP_005845552.1	PRW60953.1
OG0007024	XP_005845523.1	PRW60955.1
OG0007025	XP_005848946.1	PRW60960.1
OG0007026	XP_005843544.1	PRW60962.1
OG0007027	XP_005843622.1	PRW60970.1
OG0007028	XP_005844384.1	PRW60975.1
OG0007029	XP_005844308.1	PRW60992.1
OG0007030	XP_005844202.1	PRW61003.1
OG0007031	XP_005844302.1	PRW61015.1
OG0007032	XP_005844285.1	PRW61017.1
OG0007033	XP_005844345.1	PRW61032.1
OG0007034	XP_005844256.1	PRW61042.1
OG0007035	XP_005844250.1	PRW61061.1
OG0007036	XP_005849293.1	PRW61075.1
OG0007037	XP_005844178.1	PRW61077.1
OG0007038	XP_005846576.1	PRW61092.1
OG0007039	XP_005845537.1	PRW61103.1
OG0007040	XP_005843497.1	PRW61117.1
OG0007041	XP_005844206.1	PRW61118.1
OG0007042	XP_005848476.1	PRW61129.1
OG0007044	XP_005847578.1	PRW61169.1
OG0007045	XP_005843607.1	PRW61182.1
OG0007046	XP_005844417.1	PRW61197.1
OG0007047	XP_005845624.1	PRW61203.1
OG0007048	XP_005844313.1, XP_005842594.1	PRW61206.1
OG0007049	XP_005843097.1	PRW61210.1
OG0007050	XP_005848861.1	PRW61281.1
OG0007051	XP_005842841.1	PRW61282.1
OG0007052	XP_005847349.1	PRW61333.1
OG0007053	XP_005845557.1	PRW61341.1
OG0007054	XP_005842848.1	PRW61359.1
OG0007055	XP_005851484.1	PRW61377.1
OG0007056	XP_005844307.1	PRW61380.1
OG0007057	XP_005848621.1	PRW61388.1
OG0007058	XP_005848866.1, XP_005848876.1	PRW61493.1
OG0007059	XP_005844198.1	PRW61524.1
OG0007060	XP_005844265.1	PRW61537.1
OG0007061	XP_005844180.1	PRW61550.1
OG0007062	XP_005843493.1	PRW61553.1
OG0007063	XP_005845618.1	PRW61554.1
OG0007064	XP_005842842.1	PRW61570.1
OG0007065	XP_005844065.1, XP_005842553.1, XP_005842912.1	PRW61608.1
OG0007066	XP_005842845.1	PRW61614.1
OG0007179	XP_005843754.1	PRW59015.1
OG0007226	XP_005850323.1	PRW56439.1
OG0007233	XP_005846829.1	PRW45332.1
OG0007237	XP_005845152.1	PRW20927.1
OG0007244	XP_005850182.1	PRW56857.1
OG0007250	XP_005851714.1	PRW39265.1
OG0007253	XP_005850697.1	PRW56042.1
OG0007277	XP_005844766.1	PRW55891.1
OG0007278	XP_005848709.1	PRW51166.1
OG0007300	XP_005848800.1	PRW50801.1
OG0007317	XP_005848320.1	PRW44887.1
OG0007319	XP_005843068.1	PRW18393.1
OG0007333	XP_005849792.1	PRW59248.1
OG0007342	XP_005847526.1	PRW44471.1
OG0007350	XP_005844908.1	PRW39161.1
OG0007351	XP_005851111.1	PRW58420.1
OG0007358	XP_005851501.1	PRW58529.1
OG0007366	XP_005843962.1	PRW20697.1
OG0007392	XP_005846371.1	PRW59497.1
OG0007395	XP_005846276.1	PRW60157.1
OG0007398	XP_005846308.1	PRW59848.1
OG0007415	XP_005845702.1	PRW61236.1
OG0007434	XP_005848583.1	PRW45015.1
OG0007472	XP_005848991.1	PRW05832.1
OG0007478	XP_005850777.1	PRW18295.1
OG0007480	XP_005842648.1	PRW20190.1
OG0007481	XP_005844017.1	PRW20200.1
OG0007483	XP_005844125.1	PRW20244.1
OG0007488	XP_005843101.1	PRW20376.1
OG0007492	XP_005844616.1	PRW20457.1
OG0007493	XP_005844519.1	PRW20480.1
OG0007494	XP_005845351.1	PRW20486.1
OG0007495	XP_005844604.1	PRW20511.1
OG0007496	XP_005844505.1	PRW20532.1
OG0007499	XP_005844620.1	PRW20578.1
OG0007500	XP_005850524.1	PRW20587.1
OG0007503	XP_005851585.1	PRW20723.1
OG0007505	XP_005842907.1	PRW20748.1
OG0007508	XP_005843868.1	PRW20775.1
OG0007509	XP_005848154.1	PRW20789.1
OG0007514	XP_005850735.1	PRW20852.1
OG0007519	XP_005848122.1	PRW20928.1
OG0007521	XP_005847952.1	PRW20936.1
OG0007522	XP_005846755.1	PRW32487.1
OG0007526	XP_005848309.1	PRW32549.1
OG0007527	XP_005842869.1	PRW32600.1
OG0007528	XP_005842882.1	PRW32608.1
OG0007529	XP_005846583.1	PRW32615.1
OG0007530	XP_005846612.1	PRW32654.1
OG0007531	XP_005846587.1	PRW32668.1
OG0007538	XP_005845569.1	PRW33026.1, PRW60815.1
OG0007539	XP_005843361.1	PRW33040.1
OG0007540	XP_005843376.1	PRW33053.1
OG0007541	XP_005843391.1	PRW33061.1
OG0007544	XP_005842926.1	PRW33150.1
OG0007545	XP_005843244.1	PRW33154.1
OG0007546	XP_005843283.1	PRW33173.1
OG0007551	XP_005844932.1	PRW33250.1
OG0007553	XP_005842946.1	PRW33276.1
OG0007555	XP_005843268.1	PRW33304.1
OG0007556	XP_005844870.1	PRW33312.1
OG0007557	XP_005843267.1	PRW33328.1
OG0007559	XP_005845817.1	PRW33529.1
OG0007561	XP_005845782.1	PRW33556.1
OG0007566	XP_005845900.1	PRW33621.1
OG0007567	XP_005845877.1	PRW33625.1
OG0007571	XP_005845836.1	PRW33719.1
OG0007572	XP_005845895.1	PRW33722.1
OG0007573	XP_005845801.1	PRW33738.1
OG0007575	XP_005849031.1	PRW33785.1
OG0007577	XP_005844231.1	PRW33812.1
OG0007578	XP_005847832.1	PRW33839.1
OG0007579	XP_005849297.1	PRW33845.1
OG0007580	XP_005847827.1	PRW33880.1
OG0007582	XP_005847653.1	PRW33916.1
OG0007584	XP_005849342.1	PRW33963.1
OG0007586	XP_005846178.1	PRW39088.1
OG0007589	XP_005849987.1, XP_005846201.1	PRW39148.1
OG0007592	XP_005845018.1	PRW39168.1
OG0007593	XP_005842984.1	PRW39173.1
OG0007597	XP_005843013.1	PRW39227.1
OG0007599	XP_005846162.1	PRW39254.1
OG0007600	XP_005846180.1	PRW39260.1
OG0007601	XP_005849464.1	PRW39295.1
OG0007602	XP_005846111.1	PRW39315.1
OG0007606	XP_005847313.1	PRW44241.1
OG0007610	XP_005845741.1, XP_005847474.1	PRW44344.1
OG0007614	XP_005847295.1	PRW44452.1
OG0007616	XP_005847246.1	PRW44490.1
OG0007623	XP_005847407.1	PRW44582.1
OG0007624	XP_005847306.1	PRW44588.1
OG0007626	XP_005847381.1	PRW44608.1
OG0007627	XP_005850002.1	PRW44629.1
OG0007630	XP_005848300.1	PRW44906.1
OG0007634	XP_005848290.1	PRW59678.1, PRW45062.1
OG0007635	XP_005848209.1	PRW45067.1
OG0007638	XP_005848511.1	PRW45092.1
OG0007639	XP_005848348.1	PRW45105.1
OG0007643	XP_005848435.1	PRW45184.1
OG0007646	XP_005845077.1	PRW45333.1
OG0007650	XP_005845070.1	PRW45429.1
OG0007652	XP_005846633.1	PRW45474.1
OG0007653	XP_005846773.1	PRW45502.1
OG0007658	XP_005852182.1, XP_005843832.1	PRW45552.1
OG0007659	XP_005845054.1	PRW45577.1
OG0007661	XP_005845066.1	PRW45595.1
OG0007663	XP_005846655.1	PRW45632.1
OG0007664	XP_005846656.1	PRW45654.1
OG0007665	XP_005845109.1	PRW45655.1
OG0007666	XP_005846799.1	PRW45671.1
OG0007667	XP_005845144.1	PRW45672.1
OG0007668	XP_005846678.1	PRW45684.1
