Orthogroup	c_variabilis_genome_proteins	m_conductrix_genome_proteins
OG0006406	XP_005842920.1	PSC70673.1
OG0006407	XP_005843976.1	PSC68815.1, PSC68814.1
OG0006409	XP_005842929.1	PSC70779.1
OG0006410	XP_005843663.1	PSC74707.1
OG0006411	XP_005843684.1	PSC74417.1
OG0006413	XP_005843689.1	PSC74651.1
OG0006415	XP_005851743.1	PSC71568.1
OG0006417	XP_005844551.1	PSC70229.1
OG0006418	XP_005844651.1	PSC70235.1
OG0006419	XP_005844580.1	PSC69998.1
OG0006420	XP_005844579.1	PSC69171.1
OG0006421	XP_005850972.1	PSC70301.1, PSC70477.1
OG0006422	XP_005844583.1	PSC70007.1
OG0006423	XP_005844520.1	PSC68108.1
OG0006425	XP_005844497.1	PSC70124.1
OG0006426	XP_005844484.1	PSC69117.1
OG0006427	XP_005844649.1	PSC70275.1
OG0006429	XP_005844603.1	PSC67978.1
OG0006430	XP_005847738.1	PSC69639.1
OG0006431	XP_005847568.1	PSC69624.1
OG0006433	XP_005842756.1	PSC76684.1, PSC76685.1
OG0006434	XP_005842899.1	PSC67205.1
OG0006435	XP_005847566.1	PSC69627.1
OG0006436	XP_005843923.1	PSC68777.1
OG0006437	XP_005843425.1	PSC71760.1
OG0006439	XP_005848003.1	PSC75204.1
OG0006441	XP_005845575.1	PSC73128.1
OG0006442	XP_005847953.1	PSC69566.1
OG0006443	XP_005848121.1	PSC69487.1
OG0006445	XP_005848189.1	PSC76712.1
OG0006446	XP_005848001.1	PSC76569.1
OG0006447	XP_005848182.1	PSC76193.1
OG0006449	XP_005848172.1	PSC74921.1
OG0006450	XP_005848136.1	PSC76547.1
OG0006451	XP_005848133.1	PSC69567.1
OG0006452	XP_005844776.1	PSC71783.1
OG0006453	XP_005844792.1	PSC71720.1
OG0006454	XP_005844761.1	PSC71690.1
OG0006455	XP_005844759.1	PSC71683.1
OG0006456	XP_005844662.1	PSC71827.1
OG0006457	XP_005844717.1	PSC71739.1
OG0006458	XP_005844684.1	PSC71821.1
OG0006462	XP_005842931.1	PSC70741.1
OG0006464	XP_005844715.1	PSC71680.1
OG0006465	XP_005844663.1	PSC71671.1
OG0006466	XP_005842968.1	PSC71721.1
OG0006467	XP_005844749.1	PSC71793.1
OG0006469	XP_005844772.1	PSC71687.1
OG0006470	XP_005844703.1	PSC71804.1
OG0006471	XP_005842932.1	PSC71754.1
OG0006473	XP_005846577.1	PSC75846.1
OG0006474	XP_005842592.1	PSC76048.1
OG0006477	XP_005846758.1	PSC73401.1
OG0006478	XP_005846597.1	PSC68680.1
OG0006479	XP_005847482.1	PSC73084.1
OG0006480	XP_005842872.1	PSC76331.1
OG0006481	XP_005846585.1	PSC75678.1
OG0006482	XP_005846586.1	PSC75387.1
OG0006484	XP_005846744.1	PSC68664.1
OG0006485	XP_005843043.1	PSC76402.1
OG0006486	XP_005846702.1	PSC76791.1
OG0006487	XP_005843418.1	PSC73170.1
OG0006489	XP_005844097.1	PSC74847.1, PSC75130.1
OG0006490	XP_005844560.1	PSC73119.1
OG0006491	XP_005843365.1	PSC76064.1
OG0006492	XP_005844564.1	PSC69091.1
OG0006494	XP_005843997.1	PSC71365.1
OG0006495	XP_005843360.1	PSC76359.1
OG0006496	XP_005844569.1	PSC67168.1
OG0006497	XP_005843348.1	PSC72962.1
OG0006498	XP_005844072.1	PSC77058.1
OG0006500	XP_005843409.1	PSC73011.1
OG0006503	XP_005844934.1	PSC71263.1
OG0006504	XP_005844929.1	PSC69194.1
OG0006505	XP_005851736.1	PSC71755.1
OG0006506	XP_005844862.1	PSC68694.1
OG0006507	XP_005844836.1	PSC69216.1
OG0006509	XP_005847565.1	PSC69573.1
OG0006510	XP_005843291.1	PSC69200.1, PSC69199.1
OG0006511	XP_005844955.1	PSC71308.1
OG0006512	XP_005843259.1	PSC69293.1
OG0006513	XP_005844825.1	PSC69297.1
OG0006514	XP_005844860.1	PSC68704.1
OG0006515	XP_005843251.1	PSC69230.1
OG0006516	XP_005844848.1	PSC68112.1
OG0006517	XP_005845875.1	PSC74958.1
OG0006519	XP_005845717.1	PSC75045.1
OG0006520	XP_005845869.1	PSC67378.1
OG0006521	XP_005845735.1	PSC74887.1
OG0006522	XP_005845864.1	PSC67376.1
OG0006524	XP_005845803.1	PSC70123.1
OG0006525	XP_005845764.1	PSC74934.1
OG0006527	XP_005845737.1	PSC74850.1
OG0006528	XP_005845893.1	PSC70107.1
OG0006530	XP_005845887.1	PSC74812.1
OG0006531	XP_005845772.1	PSC74824.1, PSC74825.1
OG0006532	XP_005850539.1	PSC74427.1
OG0006533	XP_005844130.1	PSC67368.1
OG0006534	XP_005845743.1	PSC74867.1
OG0006535	XP_005845776.1	PSC70043.1
OG0006537	XP_005845905.1	PSC70108.1
OG0006538	XP_005849051.1	PSC76153.1
OG0006539	XP_005844239.1	PSC73620.1
OG0006540	XP_005849280.1	PSC76865.1
OG0006541	XP_005847674.1	PSC70188.1
OG0006542	XP_005848579.1	PSC68015.1
OG0006543	XP_005847838.1	PSC70204.1
OG0006544	XP_005847848.1	PSC70195.1, PSC70194.1
OG0006545	XP_005847837.1	PSC70288.1
OG0006548	XP_005847660.1	PSC69413.1
OG0006549	XP_005844226.1	PSC70295.1
OG0006550	XP_005849039.1	PSC76433.1
OG0006552	XP_005849086.1	PSC76312.1
OG0006553	XP_005849089.1	PSC76392.1
OG0006554	XP_005844247.1	PSC67736.1
OG0006555	XP_005844163.1	PSC67754.1
OG0006556	XP_005844246.1	PSC67748.1
OG0006557	XP_005849090.1	PSC76845.1
OG0006558	XP_005847686.1	PSC70206.1
OG0006559	XP_005847683.1	PSC70138.1
OG0006560	XP_005851653.1	PSC67254.1
OG0006561	XP_005846037.1	PSC71933.1
OG0006562	XP_005846175.1	PSC71896.1
OG0006563	XP_005847038.1	PSC72321.1
OG0006564	XP_005844919.1	PSC67668.1
OG0006565	XP_005845981.1	PSC71900.1
OG0006566	XP_005846192.1	PSC67868.1
OG0006567	XP_005846050.1	PSC71983.1
OG0006568	XP_005846069.1	PSC67675.1
OG0006569	XP_005844906.1	PSC73260.1
OG0006570	XP_005844888.1	PSC67579.1
OG0006572	XP_005842711.1	PSC67645.1
OG0006573	XP_005846581.1	PSC72017.1
OG0006574	XP_005846179.1	PSC71958.1
OG0006575	XP_005846202.1	PSC67677.1
OG0006576	XP_005846104.1	PSC71870.1
OG0006577	XP_005846012.1	PSC71861.1
OG0006578	XP_005846117.1	PSC71937.1
OG0006579	XP_005846146.1	PSC71902.1
OG0006580	XP_005845017.1	PSC67650.1
OG0006581	XP_005846007.1	PSC72043.1
OG0006582	XP_005845982.1	PSC72008.1
OG0006583	XP_005846158.1	PSC71938.1
OG0006584	XP_005847326.1	PSC69899.1
OG0006585	XP_005847389.1	PSC75791.1
OG0006586	XP_005847305.1	PSC70835.1
OG0006588	XP_005847393.1	PSC75447.1
OG0006589	XP_005847331.1	PSC69976.1
OG0006590	XP_005847510.1	PSC69851.1
OG0006591	XP_005847340.1	PSC69920.1
OG0006592	XP_005847350.1	PSC69937.1
OG0006593	XP_005847252.1	PSC75989.1
OG0006594	XP_005847258.1	PSC75875.1
OG0006595	XP_005847396.1	PSC75649.1
OG0006596	XP_005845147.1	PSC68943.1
OG0006597	XP_005847481.1	PSC69936.1
OG0006598	XP_005847269.1	PSC70891.1
OG0006599	XP_005847361.1	PSC67151.1
OG0006600	XP_005847438.1	PSC70999.1
OG0006601	XP_005847275.1	PSC70905.1
OG0006602	XP_005847229.1	PSC75259.1
OG0006604	XP_005847408.1	PSC70922.1
OG0006605	XP_005847273.1	PSC70863.1
OG0006608	XP_005848315.1	PSC70443.1
OG0006610	XP_005848358.1	PSC70857.1
OG0006611	XP_005848404.1	PSC67515.1
OG0006613	XP_005848393.1	PSC67526.1
OG0006614	XP_005848566.1	PSC70985.1
OG0006615	XP_005848302.1	PSC70456.1
OG0006616	XP_005848387.1	PSC67745.1
OG0006617	XP_005848203.1	PSC67522.1
OG0006618	XP_005848523.1	PSC70459.1
OG0006619	XP_005848533.1	PSC70858.1
OG0006620	XP_005845556.1	PSC74464.1
OG0006621	XP_005846046.1	PSC70830.1
OG0006622	XP_005848459.1	PSC70451.1
OG0006623	XP_005848265.1	PSC70360.1
OG0006624	XP_005848347.1	PSC70837.1
OG0006625	XP_005848557.1	PSC70852.1
OG0006626	XP_005848496.1	PSC70309.1
OG0006627	XP_005846719.1	PSC75861.1
OG0006628	XP_005848427.1	PSC73248.1
OG0006629	XP_005848477.1	PSC70389.1
OG0006630	XP_005848317.1	PSC70348.1
OG0006632	XP_005845104.1	PSC68583.1
OG0006633	XP_005846835.1	PSC68604.1
OG0006634	XP_005842542.1	PSC72561.1
OG0006635	XP_005846637.1	PSC69364.1
OG0006636	XP_005846645.1	PSC72407.1
OG0006638	XP_005845173.1	PSC73649.1
OG0006639	XP_005842859.1	PSC74411.1
OG0006640	XP_005845232.1	PSC68575.1
OG0006641	XP_005846621.1	PSC69355.1
OG0006642	XP_005844802.1	PSC68208.1
OG0006643	XP_005852210.1	PSC71381.1
OG0006645	XP_005846695.1	PSC68644.1
OG0006646	XP_005845122.1	PSC68613.1
OG0006647	XP_005845192.1	PSC73716.1
OG0006648	XP_005845207.1	PSC73618.1
OG0006649	XP_005845179.1	PSC73569.1
OG0006650	XP_005846686.1	PSC68974.1
OG0006651	XP_005846635.1	PSC69427.1
OG0006652	XP_005850035.1	PSC73219.1
OG0006653	XP_005845156.1	PSC68229.1
OG0006654	XP_005845139.1	PSC67327.1
OG0006655	XP_005845032.1	PSC67323.1
OG0006656	XP_005845142.1	PSC68212.1
OG0006657	XP_005845083.1	PSC73602.1
OG0006658	XP_005846638.1	PSC71767.1
OG0006660	XP_005845027.1	PSC67319.1
OG0006661	XP_005845145.1	PSC68231.1
OG0006663	XP_005845166.1	PSC73825.1
OG0006664	XP_005846787.1	PSC72513.1
OG0006665	XP_005845103.1	PSC73558.1
OG0006666	XP_005845183.1	PSC73845.1
OG0006667	XP_005846764.1	PSC69416.1
OG0006671	XP_005846785.1	PSC69422.1
OG0006672	XP_005845198.1	PSC73600.1
OG0006673	XP_005845076.1	PSC73911.1
OG0006674	XP_005843069.1	PSC69601.1
OG0006676	XP_005848690.1	PSC75938.1
OG0006677	XP_005848759.1	PSC75404.1
OG0006679	XP_005845462.1	PSC76842.1
OG0006680	XP_005848953.1	PSC75561.1
OG0006681	XP_005848686.1	PSC75777.1
OG0006682	XP_005848988.1	PSC75231.1
OG0006683	XP_005848854.1	PSC75735.1
OG0006685	XP_005848780.1	PSC75470.1
OG0006689	XP_005848783.1	PSC68079.1
OG0006690	XP_005848908.1	PSC77046.1
OG0006691	XP_005848708.1	PSC76363.1
OG0006693	XP_005848816.1	PSC73841.1
OG0006694	XP_005848664.1	PSC75640.1
OG0006695	XP_005848914.1	PSC76662.1
OG0006696	XP_005848969.1	PSC75276.1
OG0006697	XP_005848901.1	PSC75724.1
OG0006698	XP_005848630.1	PSC75823.1
OG0006699	XP_005848977.1	PSC75507.1
OG0006701	XP_005850643.1	PSC71591.1
OG0006702	XP_005845581.1	PSC71794.1
OG0006703	XP_005850687.1	PSC72600.1
OG0006704	XP_005850679.1	PSC72713.1
OG0006705	XP_005850599.1	PSC71465.1
OG0006706	XP_005850926.1	PSC71482.1
OG0006707	XP_005850694.1	PSC72633.1
OG0006708	XP_005851003.1	PSC69067.1
OG0006709	XP_005850736.1	PSC69045.1
OG0006710	XP_005850989.1	PSC72909.1
OG0006713	XP_005850999.1	PSC72858.1
OG0006714	XP_005850731.1	PSC68994.1
OG0006715	XP_005850928.1	PSC71659.1
OG0006716	XP_005850655.1	PSC72830.1
OG0006717	XP_005850846.1	PSC67451.1
OG0006718	XP_005850863.1	PSC72620.1
OG0006720	XP_005850596.1	PSC71509.1
OG0006721	XP_005850671.1	PSC72916.1
OG0006722	XP_005850919.1	PSC71454.1
OG0006723	XP_005850617.1	PSC71655.1
OG0006724	XP_005850648.1	PSC71612.1
OG0006725	XP_005850947.1	PSC71521.1
OG0006727	XP_005843994.1	PSC69020.1
OG0006728	XP_005850283.1	PSC72469.1
OG0006729	XP_005850168.1	PSC69725.1
OG0006730	XP_005850326.1	PSC72546.1
OG0006731	XP_005850069.1	PSC72545.1
OG0006732	XP_005850132.1	PSC71545.1
OG0006733	XP_005850190.1	PSC69839.1
OG0006734	XP_005850354.1	PSC72624.1
OG0006735	XP_005850382.1	PSC71475.1
OG0006736	XP_005850237.1	PSC72556.1
OG0006737	XP_005850177.1	PSC69793.1
OG0006738	XP_005850139.1	PSC71559.1
OG0006739	XP_005849977.1	PSC72392.1
OG0006740	XP_005850104.1	PSC72865.1
OG0006741	XP_005850337.1	PSC72474.1
OG0006742	XP_005850144.1	PSC71613.1
OG0006743	XP_005849988.1	PSC72489.1
OG0006744	XP_005850446.1	PSC69712.1
OG0006745	XP_005850353.1	PSC72824.1
OG0006746	XP_005850230.1	PSC72418.1
OG0006748	XP_005850133.1	PSC71450.1
OG0006752	XP_005845554.1	PSC74050.1
OG0006753	XP_005849723.1	PSC76455.1
OG0006754	XP_005846968.1	PSC71153.1
OG0006755	XP_005847084.1	PSC72332.1
OG0006756	XP_005847019.1	PSC72145.1
OG0006758	XP_005847055.1	PSC72191.1
OG0006759	XP_005847872.1	PSC70667.1
OG0006760	XP_005846898.1	PSC72181.1
OG0006761	XP_005847134.1	PSC72326.1
OG0006762	XP_005848071.1	PSC70812.1
OG0006763	XP_005849716.1	PSC68219.1
OG0006764	XP_005847900.1	PSC70777.1
OG0006765	XP_005847113.1	PSC72257.1
OG0006766	XP_005847871.1	PSC70694.1
OG0006767	XP_005847158.1	PSC71047.1
OG0006768	XP_005846994.1	PSC71072.1
OG0006769	XP_005848087.1	PSC69449.1
OG0006770	XP_005848036.1	PSC70809.1
OG0006771	XP_005848066.1	PSC70782.1
OG0006772	XP_005847034.1	PSC72327.1
OG0006773	XP_005846919.1	PSC72225.1
OG0006774	XP_005846982.1	PSC71070.1
OG0006776	XP_005849440.1	PSC68207.1
OG0006777	XP_005846887.1	PSC72169.1
OG0006779	XP_005846840.1	PSC72138.1
OG0006780	XP_005849721.1	PSC73775.1
OG0006781	XP_005848094.1	PSC69498.1
OG0006782	XP_005846981.1	PSC71124.1
OG0006783	XP_005847920.1	PSC69569.1
OG0006784	XP_005847894.1	PSC70706.1
OG0006785	XP_005846896.1	PSC72114.1
OG0006786	XP_005847870.1	PSC70733.1
OG0006787	XP_005846881.1	PSC72296.1
OG0006788	XP_005847008.1	PSC71113.1
OG0006790	XP_005847026.1	PSC72126.1
OG0006791	XP_005848084.1	PSC69515.1
OG0006793	XP_005847014.1	PSC72201.1
OG0006794	XP_005846986.1	PSC71033.1
OG0006795	XP_005842667.1	PSC72175.1
OG0006796	XP_005847099.1	PSC72058.1
OG0006797	XP_005848057.1	PSC70651.1
OG0006798	XP_005846862.1	PSC72285.1
OG0006799	XP_005846891.1	PSC72173.1
OG0006800	XP_005847083.1	PSC72151.1
OG0006801	XP_005847185.1	PSC71193.1
OG0006802	XP_005847028.1	PSC72153.1
OG0006803	XP_005848058.1	PSC70816.1
OG0006804	XP_005848051.1	PSC70713.1
OG0006805	XP_005848361.1	PSC68250.1
OG0006806	XP_005847741.1	PSC74575.1
OG0006808	XP_005849202.1	PSC73118.1
OG0006809	XP_005849370.1	PSC73030.1
OG0006810	XP_005847798.1	PSC74691.1
OG0006812	XP_005847601.1	PSC74767.1
OG0006813	XP_005847768.1	PSC74402.1
OG0006815	XP_005847602.1	PSC74741.1
OG0006816	XP_005849142.1	PSC72950.1
OG0006817	XP_005847918.1	PSC67460.1
OG0006818	XP_005849168.1	PSC73120.1
OG0006819	XP_005849115.1	PSC76678.1
OG0006820	XP_005847612.1	PSC74701.1
OG0006821	XP_005847534.1	PSC73599.1
OG0006823	XP_005849217.1	PSC69128.1
OG0006824	XP_005847804.1	PSC75059.1
OG0006825	XP_005849222.1	PSC69161.1
OG0006826	XP_005849163.1	PSC73191.1
OG0006827	XP_005849424.1	PSC69126.1
OG0006828	XP_005849152.1	PSC72968.1
OG0006829	XP_005849332.1	PSC73149.1
OG0006830	XP_005847574.1	PSC74357.1
OG0006831	XP_005847648.1	PSC75076.1
OG0006832	XP_005847556.1	PSC73838.1
OG0006835	XP_005851638.1	PSC76259.1
OG0006836	XP_005851264.1	PSC73763.1
OG0006838	XP_005847577.1	PSC73968.1
OG0006840	XP_005851283.1	PSC76639.1
OG0006842	XP_005851156.1	PSC75768.1
OG0006843	XP_005851138.1	PSC75842.1
OG0006845	XP_005851178.1	PSC68865.1
OG0006846	XP_005851298.1	PSC76122.1
OG0006847	XP_005851457.1	PSC67366.1
OG0006848	XP_005851443.1	PSC67362.1
OG0006849	XP_005851224.1	PSC68244.1
OG0006850	XP_005851226.1	PSC68263.1
OG0006851	XP_005851255.1	PSC73679.1
OG0006852	XP_005851299.1	PSC76838.1, PSC76656.1
OG0006854	XP_005851639.1	PSC76361.1
OG0006855	XP_005850285.1	PSC72501.1
OG0006856	XP_005851344.1	PSC68709.1
OG0006857	XP_005851066.1	PSC75931.1
OG0006858	XP_005851197.1	PSC68847.1
OG0006859	XP_005851301.1	PSC76438.1
OG0006860	XP_005851390.1	PSC75816.1
OG0006861	XP_005851623.1	PSC76803.1
OG0006862	XP_005851425.1	PSC75928.1
OG0006863	XP_005849605.1	PSC69670.1
OG0006864	XP_005851513.1	PSC68259.1
OG0006865	XP_005851098.1	PSC75543.1
OG0006866	XP_005851320.1	PSC76316.1
OG0006867	XP_005851575.1	PSC73807.1
OG0006868	XP_005851172.1	PSC67359.1
OG0006869	XP_005845153.1	PSC75852.1, PSC75853.1
OG0006870	XP_005851574.1	PSC73914.1
OG0006871	XP_005851019.1	PSC70586.1
OG0006872	XP_005851271.1	PSC73821.1
OG0006873	XP_005851621.1	PSC76418.1
OG0006874	XP_005851492.1	PSC68894.1
OG0006876	XP_005851330.1	PSC76936.1
OG0006877	XP_005851187.1	PSC68899.1
OG0006878	XP_005851131.1	PSC75525.1, PSC75526.1
OG0006879	XP_005851546.1	PSC73754.1
OG0006880	XP_005851207.1	PSC74837.1
OG0006881	XP_005851429.1	PSC75515.1
OG0006882	XP_005849882.1	PSC76023.1
OG0006884	XP_005849681.1	PSC75949.1
OG0006885	XP_005843445.1	PSC67922.1
OG0006886	XP_005843154.1	PSC69719.1
OG0006888	XP_005849941.1	PSC73267.1
OG0006889	XP_005849674.1	PSC75945.1
OG0006890	XP_005849836.1	PSC75841.1
OG0006891	XP_005849923.1	PSC75851.1
OG0006892	XP_005845186.1	PSC73913.1
OG0006893	XP_005849545.1	PSC76037.1
OG0006894	XP_005849502.1	PSC75492.1
OG0006895	XP_005843792.1	PSC75810.1
OG0006896	XP_005849900.1	PSC76947.1
OG0006898	XP_005849523.1	PSC73786.1
OG0006899	XP_005843791.1	PSC75257.1
OG0006900	XP_005849499.1	PSC75338.1
OG0006901	XP_005849519.1	PSC76764.1
OG0006902	XP_005849733.1	PSC76303.1
OG0006903	XP_005849765.1	PSC75651.1
OG0006904	XP_005849825.1	PSC67876.1
OG0006905	XP_005849576.1	PSC75844.1
OG0006906	XP_005849850.1	PSC75656.1
OG0006907	XP_005849890.1	PSC76886.1
OG0006908	XP_005849550.1	PSC68006.1
OG0006910	XP_005849838.1	PSC75498.1
OG0006911	XP_005849650.1	PSC76653.1
OG0006912	XP_005849970.1	PSC67963.1
OG0006913	XP_005843763.1	PSC73240.1
OG0006914	XP_005849585.1	PSC75413.1
OG0006915	XP_005844563.1	PSC69088.1
OG0006916	XP_005849774.1	PSC75711.1
OG0006917	XP_005849727.1	PSC76052.1
OG0006918	XP_005849639.1	PSC76444.1
OG0006919	XP_005843423.1	PSC67886.1
OG0006920	XP_005849466.1	PSC76307.1
OG0006922	XP_005843755.1	PSC72475.1
OG0006923	XP_005849870.1	PSC76924.1
OG0006925	XP_005849924.1	PSC75668.1
OG0006927	XP_005845294.1	PSC76867.1
OG0006928	XP_005842805.1	PSC71127.1
OG0006930	XP_005846259.1	PSC71340.1
OG0006932	XP_005845452.1	PSC76148.1
OG0006933	XP_005846350.1	PSC69652.1
OG0006934	XP_005845380.1	PSC73171.1
OG0006935	XP_005843033.1	PSC67403.1
OG0006936	XP_005846338.1	PSC69691.1
OG0006937	XP_005846437.1	PSC71353.1
OG0006938	XP_005846485.1	PSC68352.1
OG0006939	XP_005846262.1	PSC71276.1
OG0006940	XP_005843023.1	PSC70855.1
OG0006941	XP_005845394.1	PSC73209.1
OG0006942	XP_005846522.1	PSC69635.1
OG0006943	XP_005845404.1	PSC76542.1
OG0006944	XP_005846431.1	PSC71306.1
OG0006945	XP_005846304.1	PSC68340.1
OG0006947	XP_005845497.1	PSC76879.1
OG0006948	XP_005846474.1	PSC68389.1
OG0006949	XP_005846360.1	PSC69655.1
OG0006950	XP_005845461.1	PSC77063.1
OG0006951	XP_005846460.1	PSC71375.1
OG0006952	XP_005846461.1	PSC71374.1
OG0006953	XP_005845460.1	PSC76195.1
OG0006954	XP_005845289.1	PSC76809.1
OG0006955	XP_005845305.1	PSC76828.1
OG0006956	XP_005846547.1	PSC69658.1
OG0006957	XP_005846539.1	PSC69600.1
OG0006958	XP_005845429.1	PSC76077.1
OG0006959	XP_005846386.1	PSC69614.1
OG0006960	XP_005846494.1	PSC68384.1
OG0006961	XP_005846319.1	PSC68323.1
OG0006962	XP_005846532.1	PSC69572.1
OG0006963	XP_005842997.1	PSC70844.1
OG0006964	XP_005845725.1	PSC71339.1
OG0006965	XP_005846483.1	PSC68317.1
OG0006967	XP_005846438.1	PSC71233.1
OG0006968	XP_005845390.1	PSC73196.1
OG0006969	XP_005846247.1	PSC71400.1
OG0006970	XP_005845254.1	PSC73110.1
OG0006971	XP_005842815.1	PSC71097.1
OG0006972	XP_005843345.1	PSC73168.1
OG0006973	XP_005851811.1	PSC74881.1
OG0006974	XP_005851906.1	PSC74201.1
OG0006975	XP_005852162.1	PSC67925.1
OG0006976	XP_005852154.1	PSC69374.1
OG0006977	XP_005851717.1	PSC68168.1
OG0006978	XP_005852197.1	PSC67562.1
OG0006980	XP_005852143.1	PSC74864.1
OG0006981	XP_005851791.1	PSC75133.1
OG0006982	XP_005852014.1	PSC68427.1
OG0006983	XP_005852222.1	PSC74293.1
OG0006984	XP_005851971.1	PSC68500.1
OG0006985	XP_005851823.1	PSC69384.1
OG0006986	XP_005852163.1	PSC67897.1
OG0006987	XP_005851863.1	PSC67549.1
OG0006988	XP_005851892.1	PSC74220.1
OG0006989	XP_005851749.1	PSC74901.1
OG0006990	XP_005852176.1	PSC69357.1
OG0006991	XP_005852074.1	PSC75201.1
OG0006993	XP_005848490.1	PSC71809.1
OG0006994	XP_005851779.1	PSC75056.1
OG0006995	XP_005852198.1	PSC67567.1
OG0006996	XP_005852092.1	PSC75145.1
OG0006997	XP_005851764.1	PSC75148.1
OG0007000	XP_005851683.1	PSC68416.1
OG0007001	XP_005851842.1	PSC69383.1
OG0007002	XP_005852283.1	PSC68498.1
OG0007005	XP_005851820.1	PSC69397.1
OG0007006	XP_005851728.1	PSC68177.1
OG0007007	XP_005848744.1	PSC75905.1
OG0007008	XP_005851846.1	PSC69415.1
OG0007009	XP_005852093.1	PSC75015.1
OG0007010	XP_005851841.1	PSC69330.1
OG0007011	XP_005851875.1	PSC68927.1
OG0007012	XP_005852131.1	PSC74951.1
OG0007013	XP_005844594.1	PSC76938.1
OG0007014	XP_005852066.1	PSC68164.1
OG0007015	XP_005852038.1	PSC68469.1
OG0007017	XP_005844212.1	PSC74292.1
OG0007018	XP_005843548.1	PSC74722.1
OG0007019	XP_005850845.1	PSC73970.1
OG0007021	XP_005844374.1	PSC73394.1
OG0007022	XP_005845520.1	PSC74334.1
OG0007023	XP_005845552.1	PSC74000.1
OG0007024	XP_005845523.1	PSC74238.1
OG0007025	XP_005848946.1	PSC74353.1
OG0007026	XP_005843544.1	PSC74777.1
OG0007027	XP_005843622.1	PSC74239.1
OG0007028	XP_005844384.1	PSC73303.1
OG0007029	XP_005844308.1	PSC73481.1
OG0007030	XP_005844202.1	PSC70565.1
OG0007031	XP_005844302.1	PSC73533.1
OG0007032	XP_005844285.1	PSC70490.1
OG0007033	XP_005844345.1	PSC70598.1
OG0007034	XP_005844256.1	PSC73462.1
OG0007035	XP_005844250.1	PSC73241.1
OG0007036	XP_005849293.1	PSC74859.1
OG0007037	XP_005844178.1	PSC73406.1
OG0007038	XP_005846576.1	PSC69035.1
OG0007039	XP_005845537.1	PSC74149.1
OG0007040	XP_005843497.1	PSC74294.1
OG0007042	XP_005848476.1	PSC74114.1
OG0007044	XP_005847578.1	PSC74250.1
OG0007045	XP_005843607.1	PSC70506.1
OG0007046	XP_005844417.1	PSC73485.1
OG0007047	XP_005845624.1	PSC74262.1
OG0007048	XP_005844313.1, XP_005842594.1	PSC73257.1
OG0007049	XP_005843097.1	PSC70577.1
OG0007050	XP_005848861.1	PSC73448.1
OG0007051	XP_005842841.1	PSC74527.1
OG0007052	XP_005847349.1	PSC74964.1
OG0007053	XP_005845557.1	PSC74161.1
OG0007054	XP_005842848.1	PSC74297.1
OG0007055	XP_005851484.1	PSC73495.1
OG0007056	XP_005844307.1	PSC70629.1
OG0007057	XP_005848621.1	PSC70576.1
OG0007059	XP_005844198.1	PSC67277.1
OG0007060	XP_005844265.1	PSC73261.1
OG0007061	XP_005844180.1	PSC73329.1
OG0007062	XP_005843493.1	PSC74159.1
OG0007063	XP_005845618.1	PSC74311.1
OG0007064	XP_005842842.1	PSC74570.1
OG0007066	XP_005842845.1	PSC74660.1
OG0007070	XP_005842739.1, XP_005844779.1	PSC69722.1
OG0007071	XP_005842930.1	PSC74952.1, PSC74956.1
OG0007073	XP_005843433.1	PSC75894.1, PSC75893.1
OG0007076	XP_005848400.1, XP_005843705.1	PSC67955.1
OG0007077	XP_005843712.1	PSC74608.1, PSC74609.1
OG0007079	XP_005843764.1	PSC72495.1, PSC73268.1
OG0007080	XP_005844019.1	PSC68271.1, PSC67341.1
OG0007081	XP_005844297.1	PSC73279.1
OG0007085	XP_005845635.1	PSC74059.1
OG0007086	XP_005845645.1	PSC75714.1
OG0007087	XP_005846156.1, XP_005846157.1	PSC71908.1
OG0007088	XP_005846345.1, XP_005852301.1	PSC69681.1
OG0007089	XP_005847030.1	PSC72334.1
OG0007092	XP_005848157.1	PSC76344.1, PSC76345.1
OG0007093	XP_005848225.1	PSC70168.1, PSC70169.1
OG0007097	XP_005849302.1	PSC68072.1, PSC67806.1, PSC67762.1
OG0007098	XP_005849481.1	PSC71912.1, PSC67162.1
OG0007099	XP_005849548.1	PSC73524.1
OG0007100	XP_005849657.1	PSC76016.1, PSC76015.1
OG0007101	XP_005849725.1	PSC76612.1, PSC76613.1
OG0007103	XP_005850313.1	PSC73055.1, PSC73056.1, PSC74480.1
OG0007104	XP_005850350.1	PSC72691.1
OG0007105	XP_005850702.1	PSC72653.1
OG0007106	XP_005851578.1	PSC76328.1, PSC76327.1
OG0007107	XP_005851800.1	PSC75994.1
OG0007108	XP_005852268.1, XP_005851953.1	PSC68514.1
OG0007156	XP_005845286.1	PSC76189.1
OG0007169	XP_005843276.1	PSC69244.1
OG0007204	XP_005846781.1	PSC70189.1
OG0007219	XP_005843867.1	PSC74769.1
OG0007231	XP_005850116.1	PSC72849.1
OG0007243	XP_005846067.1	PSC67679.1
OG0007247	XP_005850388.1	PSC71651.1
OG0007267	XP_005846228.1	PSC71350.1
OG0007285	XP_005852079.1	PSC74889.1
OG0007298	XP_005849298.1	PSC76367.1
OG0007328	XP_005843309.1	PSC72120.1
OG0007349	XP_005843918.1	PSC67705.1
OG0007356	XP_005845909.1	PSC76603.1
OG0007365	XP_005845059.1	PSC73148.1
