Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_variabilis_genome_proteins
OG0006510	PSC69230.1	XP_005843251.1
OG0006511	PSC68112.1	XP_005844848.1
OG0006512	PSC74958.1	XP_005845875.1
OG0006514	PSC75045.1	XP_005845717.1
OG0006515	PSC67378.1	XP_005845869.1
OG0006516	PSC74887.1	XP_005845735.1
OG0006517	PSC67376.1	XP_005845864.1
OG0006519	PSC70123.1	XP_005845803.1
OG0006520	PSC74934.1	XP_005845764.1
OG0006522	PSC74850.1	XP_005845737.1
OG0006523	PSC70107.1	XP_005845893.1
OG0006525	PSC74812.1	XP_005845887.1
OG0006526	PSC74825.1, PSC74824.1	XP_005845772.1
OG0006527	PSC74427.1	XP_005850539.1
OG0006528	PSC67368.1	XP_005844130.1
OG0006529	PSC74867.1	XP_005845743.1
OG0006530	PSC70043.1	XP_005845776.1
OG0006532	PSC70108.1	XP_005845905.1
OG0006533	PSC76153.1	XP_005849051.1
OG0006534	PSC73620.1	XP_005844239.1
OG0006535	PSC76865.1	XP_005849280.1
OG0006536	PSC70188.1	XP_005847674.1
OG0006537	PSC68015.1	XP_005848579.1
OG0006538	PSC70204.1	XP_005847838.1
OG0006539	PSC70194.1, PSC70195.1	XP_005847848.1
OG0006540	PSC70288.1	XP_005847837.1
OG0006543	PSC69413.1	XP_005847660.1
OG0006544	PSC70295.1	XP_005844226.1
OG0006545	PSC76433.1	XP_005849039.1
OG0006547	PSC76312.1	XP_005849086.1
OG0006548	PSC76392.1	XP_005849089.1
OG0006549	PSC67736.1	XP_005844247.1
OG0006550	PSC67754.1	XP_005844163.1
OG0006551	PSC67748.1	XP_005844246.1
OG0006552	PSC76845.1	XP_005849090.1
OG0006553	PSC70206.1	XP_005847686.1
OG0006554	PSC70138.1	XP_005847683.1
OG0006555	PSC67254.1	XP_005851653.1
OG0006556	PSC71933.1	XP_005846037.1
OG0006557	PSC71896.1	XP_005846175.1
OG0006558	PSC72321.1	XP_005847038.1
OG0006559	PSC67668.1	XP_005844919.1
OG0006560	PSC71900.1	XP_005845981.1
OG0006561	PSC67868.1	XP_005846192.1
OG0006562	PSC71983.1	XP_005846050.1
OG0006563	PSC67675.1	XP_005846069.1
OG0006564	PSC73260.1	XP_005844906.1
OG0006565	PSC67579.1	XP_005844888.1
OG0006567	PSC67645.1	XP_005842711.1
OG0006568	PSC72017.1	XP_005846581.1
OG0006569	PSC71958.1	XP_005846179.1
OG0006570	PSC67677.1	XP_005846202.1
OG0006571	PSC71870.1	XP_005846104.1
OG0006572	PSC71861.1	XP_005846012.1
OG0006573	PSC71937.1	XP_005846117.1
OG0006574	PSC71902.1	XP_005846146.1
OG0006575	PSC67650.1	XP_005845017.1
OG0006576	PSC72043.1	XP_005846007.1
OG0006577	PSC72008.1	XP_005845982.1
OG0006578	PSC71938.1	XP_005846158.1
OG0006579	PSC69899.1	XP_005847326.1
OG0006580	PSC75791.1	XP_005847389.1
OG0006581	PSC70835.1	XP_005847305.1
OG0006583	PSC75447.1	XP_005847393.1
OG0006584	PSC69976.1	XP_005847331.1
OG0006585	PSC69851.1	XP_005847510.1
OG0006586	PSC69920.1	XP_005847340.1
OG0006587	PSC69937.1	XP_005847350.1
OG0006588	PSC75989.1	XP_005847252.1
OG0006589	PSC75875.1	XP_005847258.1
OG0006590	PSC75649.1	XP_005847396.1
OG0006591	PSC68943.1	XP_005845147.1
OG0006592	PSC69936.1	XP_005847481.1
OG0006593	PSC70891.1	XP_005847269.1
OG0006594	PSC67151.1	XP_005847361.1
OG0006595	PSC70999.1	XP_005847438.1
OG0006596	PSC70905.1	XP_005847275.1
OG0006597	PSC75259.1	XP_005847229.1
OG0006599	PSC70922.1	XP_005847408.1
OG0006600	PSC70863.1	XP_005847273.1
OG0006603	PSC70443.1	XP_005848315.1
OG0006605	PSC70857.1	XP_005848358.1
OG0006606	PSC67515.1	XP_005848404.1
OG0006608	PSC67526.1	XP_005848393.1
OG0006609	PSC70985.1	XP_005848566.1
OG0006610	PSC70456.1	XP_005848302.1
OG0006611	PSC67745.1	XP_005848387.1
OG0006612	PSC67522.1	XP_005848203.1
OG0006613	PSC70459.1	XP_005848523.1
OG0006614	PSC70858.1	XP_005848533.1
OG0006615	PSC74464.1	XP_005845556.1
OG0006616	PSC70830.1	XP_005846046.1
OG0006617	PSC70451.1	XP_005848459.1
OG0006618	PSC70360.1	XP_005848265.1
OG0006619	PSC70837.1	XP_005848347.1
OG0006620	PSC70852.1	XP_005848557.1
OG0006621	PSC70309.1	XP_005848496.1
OG0006622	PSC75861.1	XP_005846719.1
OG0006623	PSC73248.1	XP_005848427.1
OG0006624	PSC70389.1	XP_005848477.1
OG0006625	PSC70348.1	XP_005848317.1
OG0006627	PSC68583.1	XP_005845104.1
OG0006628	PSC68604.1	XP_005846835.1
OG0006629	PSC72561.1	XP_005842542.1
OG0006630	PSC69364.1	XP_005846637.1
OG0006631	PSC72407.1	XP_005846645.1
OG0006633	PSC73649.1	XP_005845173.1
OG0006634	PSC74411.1	XP_005842859.1
OG0006635	PSC68575.1	XP_005845232.1
OG0006636	PSC69355.1	XP_005846621.1
OG0006637	PSC68208.1	XP_005844802.1
OG0006638	PSC71381.1	XP_005852210.1
OG0006640	PSC68644.1	XP_005846695.1
OG0006641	PSC68613.1	XP_005845122.1
OG0006642	PSC73716.1	XP_005845192.1
OG0006643	PSC73618.1	XP_005845207.1
OG0006644	PSC73569.1	XP_005845179.1
OG0006645	PSC68974.1	XP_005846686.1
OG0006646	PSC69427.1	XP_005846635.1
OG0006647	PSC73219.1	XP_005850035.1
OG0006648	PSC68229.1	XP_005845156.1
OG0006649	PSC67327.1	XP_005845139.1
OG0006650	PSC67323.1	XP_005845032.1
OG0006651	PSC68212.1	XP_005845142.1
OG0006652	PSC73602.1	XP_005845083.1
OG0006653	PSC71767.1	XP_005846638.1
OG0006655	PSC68226.1	XP_005845149.1
OG0006656	PSC67319.1	XP_005845027.1
OG0006657	PSC68231.1	XP_005845145.1
OG0006659	PSC73825.1	XP_005845166.1
OG0006660	PSC72513.1	XP_005846787.1
OG0006661	PSC73558.1	XP_005845103.1
OG0006662	PSC73845.1	XP_005845183.1
OG0006663	PSC69416.1	XP_005846764.1
OG0006667	PSC69422.1	XP_005846785.1
OG0006668	PSC73600.1	XP_005845198.1
OG0006669	PSC73911.1	XP_005845076.1
OG0006670	PSC69601.1	XP_005843069.1
OG0006672	PSC75938.1	XP_005848690.1
OG0006673	PSC75404.1	XP_005848759.1
OG0006675	PSC76842.1	XP_005845462.1
OG0006676	PSC75561.1	XP_005848953.1
OG0006677	PSC75777.1	XP_005848686.1
OG0006678	PSC75231.1	XP_005848988.1
OG0006679	PSC75735.1	XP_005848854.1
OG0006684	PSC68079.1	XP_005848783.1
OG0006685	PSC77046.1	XP_005848908.1
OG0006686	PSC76363.1	XP_005848708.1
OG0006688	PSC73841.1	XP_005848816.1
OG0006689	PSC75640.1	XP_005848664.1
OG0006690	PSC76662.1	XP_005848914.1
OG0006691	PSC75276.1	XP_005848969.1
OG0006692	PSC75724.1	XP_005848901.1
OG0006693	PSC75823.1	XP_005848630.1
OG0006694	PSC75507.1	XP_005848977.1
OG0006696	PSC71591.1	XP_005850643.1
OG0006697	PSC71794.1	XP_005845581.1
OG0006698	PSC72600.1	XP_005850687.1
OG0006699	PSC72713.1	XP_005850679.1
OG0006700	PSC71465.1	XP_005850599.1
OG0006701	PSC71482.1	XP_005850926.1
OG0006702	PSC72633.1	XP_005850694.1
OG0006703	PSC69067.1	XP_005851003.1
OG0006704	PSC69045.1	XP_005850736.1
OG0006705	PSC72909.1	XP_005850989.1
OG0006708	PSC72858.1	XP_005850999.1
OG0006709	PSC68994.1	XP_005850731.1
OG0006710	PSC71659.1	XP_005850928.1
OG0006711	PSC72830.1	XP_005850655.1
OG0006712	PSC67451.1	XP_005850846.1
OG0006713	PSC72620.1	XP_005850863.1
OG0006715	PSC71509.1	XP_005850596.1
OG0006716	PSC72916.1	XP_005850671.1
OG0006717	PSC71454.1	XP_005850919.1
OG0006718	PSC71655.1	XP_005850617.1
OG0006719	PSC71612.1	XP_005850648.1
OG0006720	PSC71521.1	XP_005850947.1
OG0006722	PSC69020.1	XP_005843994.1
OG0006723	PSC72469.1	XP_005850283.1
OG0006724	PSC69725.1	XP_005850168.1
OG0006725	PSC72546.1	XP_005850326.1
OG0006726	PSC72545.1	XP_005850069.1
OG0006727	PSC71545.1	XP_005850132.1
OG0006728	PSC69839.1	XP_005850190.1
OG0006729	PSC72624.1	XP_005850354.1
OG0006730	PSC71475.1	XP_005850382.1
OG0006731	PSC72556.1	XP_005850237.1
OG0006732	PSC69793.1	XP_005850177.1
OG0006733	PSC71559.1	XP_005850139.1
OG0006734	PSC72392.1	XP_005849977.1
OG0006735	PSC72865.1	XP_005850104.1
OG0006736	PSC72474.1	XP_005850337.1
OG0006737	PSC71613.1	XP_005850144.1
OG0006738	PSC72489.1	XP_005849988.1
OG0006739	PSC69712.1	XP_005850446.1
OG0006740	PSC72824.1	XP_005850353.1
OG0006741	PSC72418.1	XP_005850230.1
OG0006743	PSC71450.1	XP_005850133.1
OG0006747	PSC74050.1	XP_005845554.1
OG0006748	PSC76455.1	XP_005849723.1
OG0006749	PSC71153.1	XP_005846968.1
OG0006750	PSC72332.1	XP_005847084.1
OG0006751	PSC72145.1	XP_005847019.1
OG0006753	PSC72191.1	XP_005847055.1
OG0006754	PSC70667.1	XP_005847872.1
OG0006755	PSC72181.1	XP_005846898.1
OG0006756	PSC72326.1	XP_005847134.1
OG0006757	PSC70812.1	XP_005848071.1
OG0006758	PSC68219.1	XP_005849716.1
OG0006759	PSC70777.1	XP_005847900.1
OG0006760	PSC72257.1	XP_005847113.1
OG0006761	PSC70694.1	XP_005847871.1
OG0006762	PSC71047.1	XP_005847158.1
OG0006763	PSC71072.1	XP_005846994.1
OG0006764	PSC69449.1	XP_005848087.1
OG0006765	PSC70809.1	XP_005848036.1
OG0006766	PSC70782.1	XP_005848066.1
OG0006767	PSC72327.1	XP_005847034.1
OG0006768	PSC72225.1	XP_005846919.1
OG0006769	PSC71070.1	XP_005846982.1
OG0006771	PSC68207.1	XP_005849440.1
OG0006772	PSC72169.1	XP_005846887.1
OG0006774	PSC72138.1	XP_005846840.1
OG0006775	PSC73775.1	XP_005849721.1
OG0006776	PSC69498.1	XP_005848094.1
OG0006777	PSC71124.1	XP_005846981.1
OG0006778	PSC69569.1	XP_005847920.1
OG0006779	PSC70706.1	XP_005847894.1
OG0006780	PSC72114.1	XP_005846896.1
OG0006781	PSC70733.1	XP_005847870.1
OG0006782	PSC72296.1	XP_005846881.1
OG0006783	PSC71113.1	XP_005847008.1
OG0006785	PSC72126.1	XP_005847026.1
OG0006786	PSC69515.1	XP_005848084.1
OG0006788	PSC72201.1	XP_005847014.1
OG0006789	PSC71033.1	XP_005846986.1
OG0006790	PSC72175.1	XP_005842667.1
OG0006791	PSC72058.1	XP_005847099.1
OG0006792	PSC70651.1	XP_005848057.1
OG0006793	PSC72285.1	XP_005846862.1
OG0006794	PSC72173.1	XP_005846891.1
OG0006795	PSC72151.1	XP_005847083.1
OG0006796	PSC71193.1	XP_005847185.1
OG0006797	PSC72153.1	XP_005847028.1
OG0006798	PSC70816.1	XP_005848058.1
OG0006799	PSC70713.1	XP_005848051.1
OG0006800	PSC68250.1	XP_005848361.1
OG0006801	PSC74575.1	XP_005847741.1
OG0006803	PSC73118.1	XP_005849202.1
OG0006804	PSC73030.1	XP_005849370.1
OG0006805	PSC74691.1	XP_005847798.1
OG0006807	PSC74767.1	XP_005847601.1
OG0006808	PSC74402.1	XP_005847768.1
OG0006810	PSC74741.1	XP_005847602.1
OG0006811	PSC72950.1	XP_005849142.1
OG0006812	PSC67460.1	XP_005847918.1
OG0006813	PSC73120.1	XP_005849168.1
OG0006814	PSC76678.1	XP_005849115.1
OG0006815	PSC74701.1	XP_005847612.1
OG0006816	PSC73599.1	XP_005847534.1
OG0006818	PSC69128.1	XP_005849217.1
OG0006819	PSC75059.1	XP_005847804.1
OG0006820	PSC69161.1	XP_005849222.1
OG0006821	PSC73191.1	XP_005849163.1
OG0006822	PSC69126.1	XP_005849424.1
OG0006823	PSC72968.1	XP_005849152.1
OG0006824	PSC73149.1	XP_005849332.1
OG0006825	PSC74357.1	XP_005847574.1
OG0006826	PSC75076.1	XP_005847648.1
OG0006827	PSC73838.1	XP_005847556.1
OG0006830	PSC76259.1	XP_005851638.1
OG0006831	PSC73763.1	XP_005851264.1
OG0006833	PSC73968.1	XP_005847577.1
OG0006835	PSC76639.1	XP_005851283.1
OG0006837	PSC75768.1	XP_005851156.1
OG0006838	PSC75842.1	XP_005851138.1
OG0006840	PSC68865.1	XP_005851178.1
OG0006841	PSC76122.1	XP_005851298.1
OG0006842	PSC67366.1	XP_005851457.1
OG0006843	PSC67362.1	XP_005851443.1
OG0006844	PSC68244.1	XP_005851224.1
OG0006845	PSC68263.1	XP_005851226.1
OG0006846	PSC73679.1	XP_005851255.1
OG0006847	PSC76838.1, PSC76656.1	XP_005851299.1
OG0006849	PSC76361.1	XP_005851639.1
OG0006850	PSC72501.1	XP_005850285.1
OG0006851	PSC68709.1	XP_005851344.1
OG0006852	PSC75931.1	XP_005851066.1
OG0006853	PSC68847.1	XP_005851197.1
OG0006854	PSC76438.1	XP_005851301.1
OG0006855	PSC75816.1	XP_005851390.1
OG0006856	PSC76803.1	XP_005851623.1
OG0006857	PSC75928.1	XP_005851425.1
OG0006858	PSC69670.1	XP_005849605.1
OG0006859	PSC68259.1	XP_005851513.1
OG0006860	PSC75543.1	XP_005851098.1
OG0006861	PSC76316.1	XP_005851320.1
OG0006862	PSC73807.1	XP_005851575.1
OG0006863	PSC67359.1	XP_005851172.1
OG0006864	PSC75852.1, PSC75853.1	XP_005845153.1
OG0006865	PSC73914.1	XP_005851574.1
OG0006866	PSC70586.1	XP_005851019.1
OG0006867	PSC73821.1	XP_005851271.1
OG0006868	PSC76418.1	XP_005851621.1
OG0006869	PSC68894.1	XP_005851492.1
OG0006871	PSC76936.1	XP_005851330.1
OG0006872	PSC68899.1	XP_005851187.1
OG0006873	PSC75525.1, PSC75526.1	XP_005851131.1
OG0006874	PSC73754.1	XP_005851546.1
OG0006875	PSC74837.1	XP_005851207.1
OG0006876	PSC75515.1	XP_005851429.1
OG0006877	PSC76023.1	XP_005849882.1
OG0006879	PSC75949.1	XP_005849681.1
OG0006880	PSC67922.1	XP_005843445.1
OG0006881	PSC69719.1	XP_005843154.1
OG0006883	PSC73267.1	XP_005849941.1
OG0006884	PSC75945.1	XP_005849674.1
OG0006885	PSC75841.1	XP_005849836.1
OG0006886	PSC75851.1	XP_005849923.1
OG0006887	PSC73913.1	XP_005845186.1
OG0006888	PSC76037.1	XP_005849545.1
OG0006889	PSC75492.1	XP_005849502.1
OG0006890	PSC75810.1	XP_005843792.1
OG0006891	PSC76947.1	XP_005849900.1
OG0006893	PSC73786.1	XP_005849523.1
OG0006894	PSC75257.1	XP_005843791.1
OG0006895	PSC75338.1	XP_005849499.1
OG0006896	PSC76303.1	XP_005849733.1
OG0006897	PSC75651.1	XP_005849765.1
OG0006898	PSC67876.1	XP_005849825.1
OG0006899	PSC75844.1	XP_005849576.1
OG0006900	PSC75656.1	XP_005849850.1
OG0006901	PSC76886.1	XP_005849890.1
OG0006902	PSC68006.1	XP_005849550.1
OG0006904	PSC75498.1	XP_005849838.1
OG0006905	PSC76653.1	XP_005849650.1
OG0006906	PSC67963.1	XP_005849970.1
OG0006907	PSC73240.1	XP_005843763.1
OG0006908	PSC75413.1	XP_005849585.1
OG0006909	PSC69088.1	XP_005844563.1
OG0006910	PSC75711.1	XP_005849774.1
OG0006911	PSC76052.1	XP_005849727.1
OG0006912	PSC76444.1	XP_005849639.1
OG0006914	PSC67886.1	XP_005843423.1
OG0006915	PSC76307.1	XP_005849466.1
OG0006917	PSC72475.1	XP_005843755.1
OG0006918	PSC76924.1	XP_005849870.1
OG0006920	PSC75668.1	XP_005849924.1
OG0006922	PSC76867.1	XP_005845294.1
OG0006923	PSC71127.1	XP_005842805.1
OG0006925	PSC71340.1	XP_005846259.1
OG0006927	PSC76148.1	XP_005845452.1
OG0006928	PSC69652.1	XP_005846350.1
OG0006929	PSC73171.1	XP_005845380.1
OG0006930	PSC67403.1	XP_005843033.1
OG0006931	PSC69691.1	XP_005846338.1
OG0006932	PSC71353.1	XP_005846437.1
OG0006933	PSC68352.1	XP_005846485.1
OG0006934	PSC71276.1	XP_005846262.1
OG0006935	PSC70855.1	XP_005843023.1
OG0006936	PSC73209.1	XP_005845394.1
OG0006937	PSC69635.1	XP_005846522.1
OG0006938	PSC76542.1	XP_005845404.1
OG0006939	PSC71306.1	XP_005846431.1
OG0006940	PSC68340.1	XP_005846304.1
OG0006942	PSC76879.1	XP_005845497.1
OG0006943	PSC68389.1	XP_005846474.1
OG0006944	PSC69655.1	XP_005846360.1
OG0006945	PSC77063.1	XP_005845461.1
OG0006946	PSC71375.1	XP_005846460.1
OG0006947	PSC71374.1	XP_005846461.1
OG0006948	PSC76195.1	XP_005845460.1
OG0006949	PSC76809.1	XP_005845289.1
OG0006950	PSC76828.1	XP_005845305.1
OG0006951	PSC69658.1	XP_005846547.1
OG0006952	PSC69600.1	XP_005846539.1
OG0006953	PSC76077.1	XP_005845429.1
OG0006954	PSC69614.1	XP_005846386.1
OG0006955	PSC68384.1	XP_005846494.1
OG0006956	PSC68323.1	XP_005846319.1
OG0006957	PSC69572.1	XP_005846532.1
OG0006958	PSC70844.1	XP_005842997.1
OG0006959	PSC71339.1	XP_005845725.1
OG0006960	PSC68317.1	XP_005846483.1
OG0006962	PSC71233.1	XP_005846438.1
OG0006963	PSC73196.1	XP_005845390.1
OG0006964	PSC71400.1	XP_005846247.1
OG0006965	PSC73110.1	XP_005845254.1
OG0006966	PSC71097.1	XP_005842815.1
OG0006967	PSC73168.1	XP_005843345.1
OG0006968	PSC74881.1	XP_005851811.1
OG0006969	PSC74201.1	XP_005851906.1
OG0006970	PSC67925.1	XP_005852162.1
OG0006971	PSC69374.1	XP_005852154.1
OG0006972	PSC68168.1	XP_005851717.1
OG0006973	PSC67562.1	XP_005852197.1
OG0006975	PSC74864.1	XP_005852143.1
OG0006976	PSC75133.1	XP_005851791.1
OG0006977	PSC68427.1	XP_005852014.1
OG0006978	PSC74293.1	XP_005852222.1
OG0006979	PSC68500.1	XP_005851971.1
OG0006980	PSC69384.1	XP_005851823.1
OG0006981	PSC67897.1	XP_005852163.1
OG0006982	PSC67549.1	XP_005851863.1
OG0006983	PSC74220.1	XP_005851892.1
OG0006984	PSC74901.1	XP_005851749.1
OG0006985	PSC69357.1	XP_005852176.1
OG0006986	PSC75201.1	XP_005852074.1
OG0006988	PSC71809.1	XP_005848490.1
OG0006989	PSC75056.1	XP_005851779.1
OG0006990	PSC67567.1	XP_005852198.1
OG0006991	PSC75145.1	XP_005852092.1
OG0006992	PSC75148.1	XP_005851764.1
OG0006995	PSC68416.1	XP_005851683.1
OG0006996	PSC69383.1	XP_005851842.1
OG0006997	PSC68498.1	XP_005852283.1
OG0007000	PSC69397.1	XP_005851820.1
OG0007001	PSC68177.1	XP_005851728.1
OG0007002	PSC75905.1	XP_005848744.1
OG0007003	PSC69415.1	XP_005851846.1
OG0007004	PSC75015.1	XP_005852093.1
OG0007005	PSC69330.1	XP_005851841.1
OG0007006	PSC68927.1	XP_005851875.1
OG0007007	PSC74951.1	XP_005852131.1
OG0007008	PSC76938.1	XP_005844594.1
OG0007009	PSC68164.1	XP_005852066.1
OG0007010	PSC68469.1	XP_005852038.1
OG0007012	PSC74292.1	XP_005844212.1
OG0007013	PSC74722.1	XP_005843548.1
OG0007014	PSC73970.1	XP_005850845.1
OG0007016	PSC73394.1	XP_005844374.1
OG0007017	PSC74334.1	XP_005845520.1
OG0007018	PSC74000.1	XP_005845552.1
OG0007019	PSC74238.1	XP_005845523.1
OG0007020	PSC74353.1	XP_005848946.1
OG0007021	PSC74777.1	XP_005843544.1
OG0007022	PSC74239.1	XP_005843622.1
OG0007023	PSC73303.1	XP_005844384.1
OG0007024	PSC73481.1	XP_005844308.1
OG0007025	PSC70565.1	XP_005844202.1
OG0007026	PSC73533.1	XP_005844302.1
OG0007027	PSC70490.1	XP_005844285.1
OG0007028	PSC70598.1	XP_005844345.1
OG0007029	PSC73462.1	XP_005844256.1
OG0007030	PSC73241.1	XP_005844250.1
OG0007031	PSC74859.1	XP_005849293.1
OG0007032	PSC73406.1	XP_005844178.1
OG0007033	PSC69035.1	XP_005846576.1
OG0007034	PSC74149.1	XP_005845537.1
OG0007035	PSC74294.1	XP_005843497.1
OG0007037	PSC74114.1	XP_005848476.1
OG0007039	PSC74250.1	XP_005847578.1
OG0007040	PSC70506.1	XP_005843607.1
OG0007041	PSC73485.1	XP_005844417.1
OG0007042	PSC74262.1	XP_005845624.1
OG0007043	PSC73257.1	XP_005842594.1, XP_005844313.1
OG0007044	PSC70577.1	XP_005843097.1
OG0007045	PSC73448.1	XP_005848861.1
OG0007046	PSC74527.1	XP_005842841.1
OG0007047	PSC74964.1	XP_005847349.1
OG0007048	PSC74161.1	XP_005845557.1
OG0007049	PSC74297.1	XP_005842848.1
OG0007050	PSC73495.1	XP_005851484.1
OG0007051	PSC70629.1	XP_005844307.1
OG0007052	PSC70576.1	XP_005848621.1
OG0007054	PSC67277.1	XP_005844198.1
OG0007055	PSC73261.1	XP_005844265.1
OG0007056	PSC73329.1	XP_005844180.1
OG0007057	PSC74159.1	XP_005843493.1
OG0007058	PSC74311.1	XP_005845618.1
OG0007059	PSC74570.1	XP_005842842.1
OG0007061	PSC74660.1	XP_005842845.1
OG0007064	PSC69722.1	XP_005842739.1, XP_005844779.1
OG0007065	PSC74956.1, PSC74952.1	XP_005842930.1
OG0007067	PSC75893.1, PSC75894.1	XP_005843433.1
OG0007070	PSC67955.1	XP_005848400.1, XP_005843705.1
OG0007071	PSC74609.1, PSC74608.1	XP_005843712.1
OG0007073	PSC72495.1, PSC73268.1	XP_005843764.1
OG0007074	PSC67341.1, PSC68271.1	XP_005844019.1
OG0007075	PSC73279.1	XP_005844297.1
OG0007079	PSC74059.1	XP_005845635.1
OG0007080	PSC75714.1	XP_005845645.1
OG0007081	PSC71908.1	XP_005846156.1, XP_005846157.1
OG0007082	PSC69681.1	XP_005846345.1, XP_005852301.1
OG0007083	PSC72334.1	XP_005847030.1
OG0007084	PSC75664.1, PSC75663.1	XP_005847242.1, XP_005849079.1
OG0007087	PSC76345.1, PSC76344.1	XP_005848157.1
OG0007088	PSC70168.1, PSC70169.1	XP_005848225.1
OG0007092	PSC68072.1, PSC67806.1, PSC67762.1	XP_005849302.1
OG0007093	PSC71912.1, PSC67162.1	XP_005849481.1
OG0007094	PSC73524.1	XP_005849548.1
OG0007095	PSC76016.1, PSC76015.1	XP_005849657.1
OG0007096	PSC76613.1, PSC76612.1	XP_005849725.1
OG0007098	PSC73055.1, PSC73056.1, PSC74480.1	XP_005850313.1
OG0007099	PSC72691.1	XP_005850350.1
OG0007100	PSC72653.1	XP_005850702.1
OG0007101	PSC76328.1, PSC76327.1	XP_005851578.1
OG0007102	PSC75994.1	XP_005851800.1
OG0007103	PSC68514.1	XP_005851953.1, XP_005852268.1
OG0007150	PSC76189.1	XP_005845286.1
OG0007163	PSC69244.1	XP_005843276.1
OG0007198	PSC70189.1	XP_005846781.1
OG0007214	PSC74769.1	XP_005843867.1
OG0007226	PSC72849.1	XP_005850116.1
OG0007238	PSC67679.1	XP_005846067.1
OG0007242	PSC71651.1	XP_005850388.1
OG0007262	PSC71350.1	XP_005846228.1
OG0007280	PSC74889.1	XP_005852079.1
OG0007293	PSC76367.1	XP_005849298.1
OG0007323	PSC72120.1	XP_005843309.1
OG0007344	PSC67705.1	XP_005843918.1
OG0007351	PSC76603.1	XP_005845909.1
OG0007360	PSC73148.1	XP_005845059.1
OG0007368	PSC73332.1	XP_005844392.1
OG0007401	PSC68968.1	XP_005851844.1
OG0007403	PSC67792.1	XP_005842988.1
OG0007411	PSC74198.1	XP_005845582.1
OG0007431	PSC70380.1	XP_005848258.1
OG0007446	PSC71178.1	XP_005845610.1
OG0007447	PSC74496.1	XP_005847728.1
OG0007460	PSC72340.1	XP_005850984.1
OG0007476	PSC68254.1	XP_005844017.1
OG0007478	PSC70786.1	XP_005844125.1
OG0007488	PSC67982.1	XP_005844519.1
OG0007489	PSC71548.1	XP_005845351.1
OG0007495	PSC72688.1	XP_005850524.1
OG0007503	PSC74373.1	XP_005843868.1
OG0007504	PSC75043.1	XP_005848154.1
OG0007514	PSC69510.1	XP_005848122.1
OG0007516	PSC69459.1	XP_005847952.1
OG0007521	PSC76332.1	XP_005848309.1
OG0007525	PSC68718.1	XP_005846612.1
OG0007541	PSC69267.1	XP_005843283.1
OG0007575	PSC70208.1	XP_005847827.1
OG0007582	PSC72007.1	XP_005846178.1
OG0007602	PSC69872.1	XP_005847313.1
OG0007610	PSC69970.1	XP_005847295.1
OG0007612	PSC75863.1	XP_005847246.1
OG0007619	PSC75976.1	XP_005847407.1
OG0007634	PSC70995.1	XP_005848348.1
OG0007656	PSC73931.1	XP_005845066.1
OG0007658	PSC73771.1	XP_005846655.1
OG0007659	PSC73853.1	XP_005846656.1
OG0007663	PSC68913.1	XP_005846678.1
OG0007665	PSC72132.1	XP_005849092.1
OG0007676	PSC75662.1	XP_005848654.1
OG0007687	PSC73980.1	XP_005845785.1
OG0007689	PSC73770.1	XP_005848596.1
OG0007693	PSC73680.1	XP_005848618.1
OG0007712	PSC71497.1	XP_005849109.1
OG0007721	PSC74947.1	XP_005845599.1
OG0007740	PSC70718.1	XP_005848037.1
OG0007746	PSC69565.1	XP_005847933.1
OG0007749	PSC72156.1	XP_005847075.1
OG0007750	PSC69489.1	XP_005848095.1
OG0007770	PSC73173.1	XP_005849201.1
OG0007772	PSC69742.1	XP_005848764.1
OG0007789	PSC73907.1	XP_005847530.1
OG0007793	PSC69003.1	XP_005850755.1
OG0007798	PSC68297.1	XP_005851519.1
OG0007799	PSC68844.1	XP_005851480.1
OG0007823	PSC76114.1	XP_005851333.1
OG0007829	PSC76409.1	XP_005849664.1
OG0007837	PSC75483.1	XP_005849597.1
OG0007840	PSC76832.1	XP_005849621.1
OG0007845	PSC71874.1	XP_005849489.1
OG0007847	PSC76764.1	XP_005849519.1
OG0007848	PSC75459.1	XP_005849747.1
OG0007855	PSC69698.1	XP_005849382.1
OG0007859	PSC68368.1	XP_005846497.1
OG0007875	PSC69190.1	XP_005843743.1
OG0007880	PSC74481.1	XP_005844805.1
OG0007888	PSC74004.1	XP_005851925.1
OG0007900	PSC73973.1	XP_005847347.1
OG0007909	PSC74757.1	XP_005843600.1
OG0007910	PSC70501.1	XP_005849604.1
OG0007934	PSC74300.1	XP_005845670.1
OG0007937	PSC73421.1	XP_005844267.1
OG0007938	PSC70026.1	XP_005842588.1, XP_005844796.1
OG0007945	PSC68850.1, PSC74188.1	XP_005842781.1
OG0007946	PSC74458.1	XP_005842862.1
OG0007947	PSC70704.1	XP_005842948.1
OG0007948	PSC68030.1	XP_005843020.1
OG0007950	PSC68069.1	XP_005843175.1
OG0007951	PSC68417.1	XP_005843201.1
OG0007953	PSC76364.1	XP_005843383.1
OG0007954	PSC76408.1	XP_005843384.1
OG0007955	PSC77037.1	XP_005843385.1
OG0007958	PSC70544.1	XP_005843549.1
OG0007961	PSC74449.1	XP_005843732.1
OG0007963	PSC74632.1, PSC74631.1	XP_005843869.1
OG0007964	PSC74372.1	XP_005843895.1
OG0007965	PSC67487.1	XP_005843903.1
OG0007966	PSC67711.1	XP_005843921.1
OG0007967	PSC74652.1	XP_005843977.1
