Orthogroup	oneline_c_sorokiniana_genome_proteins	oneline_c_variabilis_genome_proteins
OG0006402	PRW20231.1	XP_005844134.1
OG0006403	PRW20240.1	XP_005842920.1
OG0006404	PRW20254.1	XP_005843976.1
OG0006405	PRW20270.1, PRW20271.1	XP_005844040.1
OG0006406	PRW20293.1	XP_005842929.1
OG0006407	PRW20346.1	XP_005843663.1
OG0006408	PRW20364.1	XP_005843684.1
OG0006410	PRW20386.1	XP_005843689.1
OG0006412	PRW20413.1	XP_005851743.1
OG0006414	PRW20444.1	XP_005844551.1
OG0006415	PRW20445.1	XP_005844651.1
OG0006416	PRW20448.1	XP_005844580.1
OG0006417	PRW20451.1	XP_005844579.1
OG0006418	PRW20456.1	XP_005850972.1
OG0006419	PRW20460.1	XP_005844583.1
OG0006420	PRW20476.1	XP_005844520.1
OG0006422	PRW20501.1	XP_005844497.1
OG0006423	PRW20529.1	XP_005844484.1
OG0006424	PRW20560.1	XP_005844649.1
OG0006426	PRW20591.1	XP_005844603.1
OG0006427	PRW20605.1	XP_005847738.1
OG0006428	PRW20653.1	XP_005847568.1
OG0006430	PRW20708.1	XP_005842756.1
OG0006431	PRW20732.1	XP_005842899.1
OG0006432	PRW20738.1	XP_005847566.1
OG0006433	PRW20745.1	XP_005843923.1
OG0006434	PRW20767.1	XP_005843425.1
OG0006436	PRW20835.1	XP_005848003.1
OG0006437	PRW20850.1	XP_005848166.1
OG0006438	PRW20854.1	XP_005845575.1
OG0006439	PRW20862.1	XP_005847953.1
OG0006440	PRW20863.1	XP_005848121.1
OG0006442	PRW20903.1	XP_005848189.1
OG0006443	PRW20913.1	XP_005848001.1
OG0006444	PRW20914.1	XP_005848182.1
OG0006445	PRW20929.1	XP_005847974.1
OG0006446	PRW20931.1	XP_005848172.1
OG0006447	PRW20954.1	XP_005848136.1
OG0006448	PRW20957.1	XP_005848133.1
OG0006449	PRW20970.1	XP_005844776.1
OG0006450	PRW20984.1	XP_005844792.1
OG0006451	PRW20985.1	XP_005844761.1
OG0006452	PRW20994.1	XP_005844759.1
OG0006453	PRW21012.1	XP_005844662.1
OG0006454	PRW21017.1	XP_005844717.1
OG0006455	PRW21019.1	XP_005844684.1
OG0006459	PRW21063.1	XP_005842931.1
OG0006461	PRW21087.1	XP_005844715.1
OG0006462	PRW21089.1	XP_005844663.1
OG0006463	PRW21101.1	XP_005842968.1
OG0006464	PRW21109.1	XP_005844749.1
OG0006465	PRW21114.1	XP_005850997.1, XP_005844798.1
OG0006466	PRW21116.1	XP_005844772.1
OG0006467	PRW21143.1	XP_005844703.1
OG0006468	PRW21144.1	XP_005842932.1
OG0006470	PRW32535.1	XP_005842592.1
OG0006472	PRW32558.1	XP_005846565.1, XP_005844495.1
OG0006473	PRW32561.1	XP_005846758.1
OG0006474	PRW32566.1	XP_005846597.1
OG0006475	PRW32573.1	XP_005847482.1
OG0006476	PRW32596.1	XP_005842872.1
OG0006477	PRW32610.1	XP_005846585.1
OG0006478	PRW32620.1	XP_005846586.1
OG0006479	PRW32625.1, PRW32626.1	XP_005849309.1
OG0006480	PRW32670.1	XP_005846744.1
OG0006481	PRW32674.1	XP_005843043.1
OG0006482	PRW32677.1	XP_005846702.1
OG0006483	PRW32678.1	XP_005843418.1
OG0006484	PRW32680.1, PRW32681.1	XP_005843072.1
OG0006485	PRW32838.1	XP_005844097.1
OG0006486	PRW32858.1	XP_005844560.1
OG0006487	PRW32882.1	XP_005843365.1
OG0006488	PRW32885.1	XP_005844564.1
OG0006490	PRW32924.1	XP_005843997.1
OG0006491	PRW32939.1	XP_005843360.1
OG0006492	PRW32944.1	XP_005844569.1
OG0006493	PRW32981.1	XP_005843348.1
OG0006494	PRW33018.1	XP_005844072.1
OG0006496	PRW33079.1	XP_005843409.1
OG0006498	PRW33208.1, PRW33129.1	XP_005844951.1
OG0006499	PRW33138.1	XP_005844934.1
OG0006500	PRW33155.1	XP_005844929.1
OG0006501	PRW33160.1	XP_005851736.1
OG0006502	PRW33178.1	XP_005844862.1
OG0006503	PRW33195.1	XP_005844836.1
OG0006504	PRW33251.1	XP_005847565.1
OG0006505	PRW33256.1	XP_005843291.1
OG0006506	PRW33284.1	XP_005844955.1
OG0006507	PRW33289.1	XP_005843259.1
OG0006508	PRW33296.1	XP_005844825.1
OG0006509	PRW33314.1	XP_005844860.1
OG0006510	PRW33327.1	XP_005843251.1
OG0006511	PRW33333.1	XP_005844848.1
OG0006512	PRW33512.1	XP_005845875.1
OG0006514	PRW33526.1	XP_005845717.1
OG0006515	PRW33531.1	XP_005845869.1
OG0006516	PRW33609.1	XP_005845735.1
OG0006517	PRW33640.1	XP_005845864.1
OG0006519	PRW33645.1	XP_005845803.1
OG0006520	PRW33652.1	XP_005845764.1
OG0006521	PRW33657.1, PRW33655.1, PRW33656.1	XP_005845756.1
OG0006522	PRW33687.1	XP_005845737.1
OG0006523	PRW33688.1	XP_005845893.1
OG0006524	PRW33697.1, PRW34027.1	XP_005845734.1
OG0006525	PRW33700.1	XP_005845887.1
OG0006526	PRW33701.1	XP_005845772.1
OG0006527	PRW33724.1	XP_005850539.1
OG0006528	PRW33727.1	XP_005844130.1
OG0006529	PRW33731.1	XP_005845743.1
OG0006530	PRW33735.1	XP_005845776.1
OG0006532	PRW33744.1	XP_005845905.1
OG0006533	PRW33755.1	XP_005849051.1
OG0006534	PRW33763.1	XP_005844239.1
OG0006535	PRW33774.1	XP_005849280.1
OG0006536	PRW33783.1	XP_005847674.1
OG0006537	PRW33800.1	XP_005848579.1
OG0006538	PRW33804.1	XP_005847838.1
OG0006539	PRW33806.1	XP_005847848.1
OG0006540	PRW33837.1	XP_005847837.1
OG0006543	PRW33891.1	XP_005847660.1
OG0006544	PRW33900.1	XP_005844226.1
OG0006545	PRW33913.1	XP_005849039.1
OG0006546	PRW55956.1	XP_005850751.1
OG0006546	PRW33930.1	XP_005846984.1
OG0006547	PRW33983.1	XP_005849086.1
OG0006548	PRW33992.1	XP_005849089.1
OG0006549	PRW33997.1	XP_005844247.1
OG0006550	PRW34016.1	XP_005844163.1
OG0006551	PRW34036.1	XP_005844246.1
OG0006552	PRW34049.1	XP_005849090.1
OG0006553	PRW34055.1	XP_005847686.1
OG0006554	PRW34100.1	XP_005847683.1
OG0006555	PRW39060.1	XP_005851653.1
OG0006556	PRW39063.1	XP_005846037.1
OG0006557	PRW39073.1	XP_005846175.1
OG0006558	PRW57037.1, PRW39090.1	XP_005847038.1
OG0006559	PRW39108.1	XP_005844919.1
OG0006560	PRW39119.1	XP_005845981.1
OG0006561	PRW39128.1	XP_005846192.1
OG0006562	PRW39137.1	XP_005846050.1
OG0006563	PRW39178.1	XP_005846069.1
OG0006564	PRW39191.1	XP_005844906.1
OG0006565	PRW39200.1	XP_005844888.1
OG0006566	PRW39202.1	XP_005846121.1, XP_005846122.1
OG0006567	PRW39219.1	XP_005842711.1
OG0006568	PRW39259.1	XP_005846581.1
OG0006569	PRW39269.1	XP_005846179.1
OG0006570	PRW39275.1	XP_005846202.1
OG0006571	PRW39284.1	XP_005846104.1
OG0006572	PRW39301.1	XP_005846012.1
OG0006573	PRW39330.1	XP_005846117.1
OG0006574	PRW39332.1	XP_005846146.1
OG0006575	PRW39334.1	XP_005845017.1
OG0006576	PRW39354.1	XP_005846007.1
OG0006577	PRW39368.1	XP_005845982.1
OG0006578	PRW39391.1	XP_005846158.1
OG0006579	PRW44242.1	XP_005847326.1
OG0006580	PRW44279.1	XP_005847389.1
OG0006581	PRW44286.1	XP_005847305.1
OG0006583	PRW44299.1	XP_005847393.1
OG0006584	PRW44305.1	XP_005847331.1
OG0006585	PRW44330.1	XP_005847510.1
OG0006586	PRW44338.1	XP_005847340.1
OG0006587	PRW44374.1	XP_005847350.1
OG0006588	PRW44406.1	XP_005847252.1
OG0006589	PRW44409.1	XP_005847258.1
OG0006590	PRW44412.1	XP_005847396.1
OG0006591	PRW44443.1	XP_005845147.1
OG0006592	PRW44445.1	XP_005847481.1
OG0006593	PRW44463.1	XP_005847269.1
OG0006594	PRW44481.1	XP_005847361.1
OG0006595	PRW44510.1	XP_005847438.1
OG0006596	PRW44514.1	XP_005847275.1
OG0006597	PRW44525.1	XP_005847229.1
OG0006599	PRW44570.1	XP_005847408.1
OG0006600	PRW44590.1	XP_005847273.1
OG0006603	PRW44874.1	XP_005848315.1
OG0006605	PRW44956.1	XP_005848358.1
OG0006606	PRW44971.1	XP_005848404.1
OG0006607	PRW44997.1, PRW44996.1	XP_005848274.1
OG0006608	PRW45008.1	XP_005848393.1
OG0006609	PRW45034.1	XP_005848566.1
OG0006610	PRW45044.1	XP_005848302.1
OG0006611	PRW45063.1	XP_005848387.1
OG0006612	PRW45073.1	XP_005848203.1
OG0006613	PRW45102.1	XP_005848523.1
OG0006614	PRW45111.1	XP_005848533.1
OG0006615	PRW45126.1	XP_005845556.1
OG0006616	PRW45129.1	XP_005846046.1
OG0006617	PRW45135.1	XP_005848459.1
OG0006618	PRW45160.1	XP_005848265.1
OG0006619	PRW45164.1	XP_005848347.1
OG0006620	PRW45170.1	XP_005848557.1
OG0006621	PRW45176.1	XP_005848496.1
OG0006622	PRW60583.1, PRW45218.1	XP_005846719.1
OG0006623	PRW45227.1	XP_005848427.1
OG0006624	PRW45241.1	XP_005848477.1
OG0006625	PRW45255.1	XP_005848317.1
OG0006627	PRW45325.1	XP_005845104.1
OG0006628	PRW45331.1	XP_005846835.1
OG0006629	PRW45336.1	XP_005842542.1
OG0006630	PRW45338.1	XP_005846637.1
OG0006631	PRW45344.1	XP_005846645.1
OG0006632	PRW45345.1, PRW50957.1, PRW45746.1	XP_005850076.1
OG0006633	PRW45352.1	XP_005845173.1
OG0006634	PRW45585.1, PRW45360.1	XP_005842859.1
OG0006635	PRW45362.1	XP_005845232.1
OG0006636	PRW45365.1	XP_005846621.1
OG0006637	PRW45367.1	XP_005844802.1
OG0006638	PRW45368.1	XP_005852210.1
OG0006640	PRW45376.1	XP_005846695.1
OG0006641	PRW45386.1	XP_005845122.1
OG0006642	PRW45388.1	XP_005845192.1
OG0006643	PRW45400.1	XP_005845207.1
OG0006644	PRW45430.1	XP_005845179.1
OG0006645	PRW45436.1	XP_005846686.1
OG0006646	PRW45438.1	XP_005846635.1
OG0006647	PRW45439.1	XP_005850035.1
OG0006648	PRW45443.1	XP_005845156.1
OG0006649	PRW45453.1	XP_005845139.1
OG0006650	PRW45475.1	XP_005845032.1
OG0006651	PRW45487.1	XP_005845142.1
OG0006652	PRW45493.1	XP_005845083.1
OG0006653	PRW45494.1	XP_005846638.1
OG0006655	PRW45498.1	XP_005845149.1
OG0006656	PRW45505.1	XP_005845027.1
OG0006657	PRW45515.1	XP_005845145.1
OG0006659	PRW45539.1	XP_005845166.1
OG0006660	PRW45543.1	XP_005846787.1
OG0006661	PRW45576.1	XP_005845103.1
OG0006662	PRW45612.1	XP_005845183.1
OG0006663	PRW45626.1	XP_005846764.1
OG0006666	PRW45686.1	XP_005845241.1, XP_005844363.1
OG0006667	PRW45723.1	XP_005846785.1
OG0006668	PRW45729.1	XP_005845198.1
OG0006669	PRW45744.1	XP_005845076.1
OG0006670	PRW45745.1, PRW60337.1	XP_005843069.1
OG0006672	PRW50751.1	XP_005848690.1
OG0006673	PRW50770.1	XP_005848759.1
OG0006674	PRW50776.1	XP_005846420.1, XP_005842873.1, XP_005842885.1
OG0006675	PRW50793.1	XP_005845462.1
OG0006676	PRW50800.1	XP_005848953.1
OG0006677	PRW50806.1	XP_005848686.1
OG0006678	PRW50816.1	XP_005848988.1
OG0006679	PRW50822.1	XP_005848854.1
OG0006680	PRW50834.1	XP_005843688.1, XP_005850360.1
OG0006682	PRW56760.1, PRW50931.1	XP_005848891.1
OG0006684	PRW50969.1	XP_005848783.1
OG0006685	PRW50970.1	XP_005848908.1
OG0006686	PRW50980.1	XP_005848708.1
OG0006687	PRW50988.1	XP_005848634.1
OG0006688	PRW50998.1	XP_005848816.1
OG0006689	PRW51018.1	XP_005848664.1
OG0006690	PRW51022.1	XP_005848914.1
OG0006691	PRW51035.1	XP_005848969.1
OG0006692	PRW51050.1	XP_005848901.1
OG0006693	PRW51169.1	XP_005848630.1
OG0006694	PRW51179.1	XP_005848977.1
OG0006696	PRW55916.1	XP_005850643.1
OG0006697	PRW55920.1	XP_005845581.1
OG0006698	PRW55926.1	XP_005850687.1
OG0006699	PRW55943.1	XP_005850679.1
OG0006700	PRW55957.1	XP_005850599.1
OG0006701	PRW55960.1	XP_005850926.1
OG0006702	PRW55963.1	XP_005850694.1
OG0006703	PRW55964.1	XP_005851003.1
OG0006704	PRW56008.1	XP_005850736.1
OG0006705	PRW56025.1	XP_005850989.1
OG0006707	PRW56080.1, PRW61023.1	XP_005845638.1
OG0006708	PRW56088.1	XP_005850999.1
OG0006709	PRW56099.1	XP_005850731.1
OG0006710	PRW56104.1	XP_005850928.1
OG0006711	PRW56134.1	XP_005850655.1
OG0006712	PRW56164.1	XP_005850846.1
OG0006713	PRW56199.1	XP_005850863.1
OG0006715	PRW56231.1	XP_005850596.1
OG0006716	PRW56281.1	XP_005850671.1
OG0006717	PRW56290.1	XP_005850919.1
OG0006718	PRW56291.1	XP_005850617.1
OG0006719	PRW56301.1	XP_005850648.1
OG0006720	PRW56313.1	XP_005850947.1
OG0006721	PRW56320.1	XP_005851046.1, XP_005851045.1
OG0006722	PRW56335.1	XP_005843994.1
OG0006723	PRW56418.1	XP_005850283.1
OG0006724	PRW56451.1	XP_005850168.1
OG0006725	PRW56477.1	XP_005850326.1
OG0006726	PRW56478.1	XP_005850069.1
OG0006727	PRW56483.1	XP_005850132.1
OG0006728	PRW56485.1	XP_005850190.1
OG0006729	PRW56532.1	XP_005850354.1
OG0006730	PRW56535.1	XP_005850382.1
OG0006731	PRW56568.1	XP_005850237.1
OG0006732	PRW56569.1	XP_005850177.1
OG0006733	PRW56586.1	XP_005850139.1
OG0006734	PRW56616.1	XP_005849977.1
OG0006735	PRW56631.1	XP_005850104.1
OG0006736	PRW56641.1	XP_005850337.1
OG0006737	PRW56670.1	XP_005850144.1
OG0006738	PRW56712.1	XP_005849988.1
OG0006739	PRW56716.1	XP_005850446.1
OG0006740	PRW56719.1	XP_005850353.1
OG0006741	PRW56737.1	XP_005850230.1
OG0006742	PRW56749.1, PRW56748.1	XP_005850295.1
OG0006743	PRW56764.1	XP_005850133.1
OG0006745	PRW56795.1	XP_005850319.1
OG0006746	PRW56829.1	XP_005843677.1
OG0006747	PRW56844.1	XP_005845554.1
OG0006748	PRW56909.1	XP_005849723.1
OG0006749	PRW56910.1	XP_005846968.1
OG0006750	PRW56924.1	XP_005847084.1
OG0006751	PRW56925.1	XP_005847019.1
OG0006753	PRW56927.1	XP_005847055.1
OG0006754	PRW56944.1	XP_005847872.1
OG0006755	PRW56946.1	XP_005846898.1
OG0006756	PRW56961.1	XP_005847134.1
OG0006757	PRW56965.1	XP_005848071.1
OG0006758	PRW56966.1	XP_005849716.1
OG0006759	PRW56971.1	XP_005847900.1
OG0006760	PRW56972.1	XP_005847113.1
OG0006761	PRW56975.1	XP_005847871.1
OG0006762	PRW56978.1	XP_005847158.1
OG0006763	PRW56992.1	XP_005846994.1
OG0006764	PRW57005.1	XP_005848087.1
OG0006765	PRW57030.1	XP_005848036.1
OG0006766	PRW57031.1	XP_005848066.1
OG0006767	PRW57039.1, PRW57038.1	XP_005847034.1
OG0006768	PRW57054.1	XP_005846919.1
OG0006769	PRW57064.1	XP_005846982.1
OG0006771	PRW57069.1	XP_005849440.1
OG0006772	PRW57085.1	XP_005846887.1
OG0006773	PRW57089.1	XP_005847150.1
OG0006774	PRW57090.1	XP_005846840.1
OG0006775	PRW57104.1	XP_005849721.1
OG0006776	PRW57109.1	XP_005848094.1
OG0006777	PRW57125.1	XP_005846981.1
OG0006778	PRW57126.1	XP_005847920.1
OG0006779	PRW57132.1	XP_005847894.1
OG0006780	PRW57179.1	XP_005846896.1
OG0006781	PRW57210.1	XP_005847870.1
OG0006782	PRW57217.1	XP_005846881.1
OG0006783	PRW57223.1	XP_005847008.1
OG0006784	PRW57258.1	XP_005848751.1, XP_005845798.1
OG0006785	PRW57307.1	XP_005847026.1
OG0006786	PRW57346.1	XP_005848084.1
OG0006788	PRW57385.1	XP_005847014.1
OG0006789	PRW57400.1	XP_005846986.1
OG0006790	PRW57412.1	XP_005842667.1
OG0006791	PRW57426.1	XP_005847099.1
OG0006792	PRW57451.1	XP_005848057.1
OG0006793	PRW57454.1	XP_005846862.1
OG0006794	PRW57479.1	XP_005846891.1
OG0006795	PRW57492.1	XP_005847083.1
OG0006796	PRW57499.1	XP_005847185.1
OG0006797	PRW57501.1	XP_005847028.1
OG0006798	PRW57522.1	XP_005848058.1
OG0006799	PRW57533.1	XP_005848051.1
OG0006800	PRW57540.1	XP_005848361.1
OG0006801	PRW57547.1	XP_005847741.1
OG0006803	PRW57559.1	XP_005849202.1
OG0006804	PRW57561.1	XP_005849370.1
OG0006805	PRW57578.1	XP_005847798.1
OG0006806	PRW57593.1	XP_005849388.1
OG0006807	PRW57598.1	XP_005847601.1
OG0006808	PRW57602.1	XP_005847768.1
OG0006810	PRW57621.1	XP_005847602.1
OG0006811	PRW57733.1	XP_005849142.1
OG0006812	PRW57746.1	XP_005847918.1
OG0006813	PRW57771.1	XP_005849168.1
OG0006814	PRW57777.1	XP_005849115.1
OG0006815	PRW57814.1	XP_005847612.1
OG0006816	PRW57822.1	XP_005847534.1
OG0006818	PRW57859.1	XP_005849217.1
OG0006819	PRW57866.1	XP_005847804.1
OG0006820	PRW57929.1	XP_005849222.1
OG0006821	PRW57961.1	XP_005849163.1
OG0006822	PRW57988.1	XP_005849424.1
OG0006823	PRW57989.1	XP_005849152.1
OG0006824	PRW57996.1	XP_005849332.1
OG0006825	PRW58005.1	XP_005847574.1
OG0006826	PRW58024.1	XP_005847648.1
OG0006827	PRW58049.1	XP_005847556.1
OG0006829	PRW58091.1	XP_005851408.1, XP_005851407.1
OG0006830	PRW58094.1	XP_005851638.1
OG0006831	PRW58114.1	XP_005851264.1
OG0006833	PRW58143.1	XP_005847577.1
OG0006835	PRW58150.1	XP_005851283.1
OG0006836	PRW58152.1, PRW58151.1	XP_005851591.1
OG0006837	PRW58171.1	XP_005851156.1
OG0006838	PRW58173.1	XP_005851138.1
OG0006840	PRW58196.1	XP_005851178.1
OG0006841	PRW58214.1	XP_005851298.1
OG0006842	PRW58219.1	XP_005851457.1
OG0006843	PRW58242.1	XP_005851443.1
OG0006844	PRW58245.1	XP_005851224.1
OG0006845	PRW58249.1	XP_005851226.1
OG0006846	PRW58294.1	XP_005851255.1
OG0006847	PRW58295.1	XP_005851299.1
OG0006849	PRW58321.1	XP_005851639.1
OG0006850	PRW58339.1	XP_005850285.1
OG0006851	PRW58341.1	XP_005851344.1
OG0006852	PRW58347.1	XP_005851066.1
OG0006853	PRW58350.1	XP_005851197.1
OG0006854	PRW58363.1	XP_005851301.1
OG0006855	PRW58409.1	XP_005851390.1
OG0006856	PRW58419.1	XP_005851623.1
OG0006857	PRW58432.1	XP_005851425.1
OG0006858	PRW58447.1	XP_005849605.1
OG0006859	PRW58448.1	XP_005851513.1
OG0006860	PRW58464.1	XP_005851098.1
OG0006861	PRW58485.1	XP_005851320.1
OG0006862	PRW58508.1	XP_005851575.1
OG0006863	PRW58522.1	XP_005851172.1
OG0006864	PRW58523.1	XP_005845153.1
OG0006865	PRW58528.1	XP_005851574.1
OG0006866	PRW58548.1	XP_005851019.1
OG0006867	PRW58567.1	XP_005851271.1
OG0006868	PRW58577.1	XP_005851621.1
OG0006869	PRW58579.1	XP_005851492.1
OG0006870	PRW58600.1	XP_005846812.1, XP_005846813.1
OG0006871	PRW58609.1	XP_005851330.1
OG0006872	PRW58615.1	XP_005851187.1
OG0006873	PRW58636.1	XP_005851131.1
OG0006874	PRW58656.1	XP_005851546.1
OG0006875	PRW58687.1	XP_005851207.1
OG0006876	PRW58689.1	XP_005851429.1
OG0006877	PRW58736.1	XP_005849882.1
OG0006879	PRW58754.1	XP_005849681.1
OG0006880	PRW58758.1	XP_005843445.1
OG0006881	PRW58782.1	XP_005843154.1
OG0006883	PRW58795.1	XP_005849941.1
OG0006884	PRW58811.1	XP_005849674.1
OG0006885	PRW58848.1	XP_005849836.1
OG0006886	PRW58853.1	XP_005849923.1
OG0006887	PRW58862.1	XP_005845186.1
OG0006888	PRW58873.1	XP_005849545.1
OG0006889	PRW58874.1	XP_005849502.1
OG0006890	PRW58890.1	XP_005843792.1
OG0006891	PRW58906.1	XP_005849900.1
OG0006893	PRW58965.1	XP_005849523.1
OG0006894	PRW59049.1	XP_005843791.1
OG0006895	PRW59062.1	XP_005849499.1
OG0006896	PRW59107.1	XP_005849733.1
OG0006897	PRW59129.1	XP_005849765.1
OG0006898	PRW59134.1	XP_005849825.1
OG0006899	PRW59135.1	XP_005849576.1
OG0006900	PRW59137.1	XP_005849850.1
OG0006901	PRW59138.1	XP_005849890.1
OG0006902	PRW59153.1	XP_005849550.1
OG0006903	PRW59181.1	XP_005849901.1
OG0006904	PRW59231.1	XP_005849838.1
OG0006905	PRW59252.1	XP_005849650.1
OG0006906	PRW59273.1	XP_005849970.1
OG0006907	PRW59299.1	XP_005843763.1
OG0006908	PRW59305.1	XP_005849585.1
OG0006909	PRW59316.1	XP_005844563.1
OG0006910	PRW59348.1	XP_005849774.1
OG0006911	PRW59353.1	XP_005849727.1
OG0006912	PRW59368.1	XP_005849639.1
OG0006914	PRW59402.1	XP_005843423.1
OG0006915	PRW59409.1	XP_005849466.1
OG0006917	PRW59421.1	XP_005843755.1
OG0006918	PRW59422.1	XP_005849870.1
OG0006919	PRW59430.1	XP_005849757.1, XP_005847692.1
OG0006920	PRW59438.1	XP_005849924.1
OG0006922	PRW59473.1	XP_005845294.1
OG0006923	PRW59474.1	XP_005842805.1
OG0006925	PRW59551.1	XP_005846259.1
OG0006927	PRW59612.1	XP_005845452.1
OG0006928	PRW59625.1	XP_005846350.1
OG0006929	PRW59661.1	XP_005845380.1
OG0006930	PRW59668.1	XP_005843033.1
OG0006931	PRW59675.1	XP_005846338.1
OG0006932	PRW59712.1	XP_005846437.1
OG0006933	PRW59723.1	XP_005846485.1
OG0006934	PRW59769.1	XP_005846262.1
OG0006935	PRW59809.1	XP_005843023.1
OG0006936	PRW59812.1	XP_005845394.1
OG0006937	PRW59817.1	XP_005846522.1
OG0006938	PRW59818.1	XP_005845404.1
OG0006939	PRW59830.1	XP_005846431.1
OG0006940	PRW59837.1	XP_005846304.1
OG0006942	PRW59843.1	XP_005845497.1
OG0006943	PRW59845.1	XP_005846474.1
OG0006944	PRW59850.1	XP_005846360.1
OG0006945	PRW59889.1	XP_005845461.1
OG0006946	PRW59919.1	XP_005846460.1
OG0006947	PRW59920.1	XP_005846461.1
OG0006948	PRW59921.1	XP_005845460.1
OG0006949	PRW59924.1	XP_005845289.1
OG0006950	PRW59928.1	XP_005845305.1
OG0006951	PRW59939.1	XP_005846547.1
OG0006952	PRW59968.1	XP_005846539.1
OG0006953	PRW59970.1	XP_005845429.1
OG0006954	PRW59982.1	XP_005846386.1
OG0006955	PRW60015.1	XP_005846494.1
OG0006956	PRW60028.1	XP_005846319.1
OG0006957	PRW60038.1	XP_005846532.1
OG0006958	PRW60089.1	XP_005842997.1
OG0006959	PRW60093.1, PRW60092.1	XP_005845725.1
OG0006960	PRW60099.1	XP_005846483.1
OG0006961	PRW60113.1	XP_005845280.1
OG0006962	PRW60124.1	XP_005846438.1
OG0006963	PRW60138.1	XP_005845390.1
OG0006964	PRW60139.1	XP_005846247.1
OG0006965	PRW60161.1	XP_005845254.1
OG0006966	PRW60185.1	XP_005842815.1
OG0006967	PRW60188.1	XP_005843345.1
OG0006968	PRW60193.1	XP_005851811.1
OG0006969	PRW60210.1	XP_005851906.1
OG0006970	PRW60219.1	XP_005852162.1
OG0006971	PRW60224.1	XP_005852154.1
OG0006972	PRW60242.1	XP_005851717.1
OG0006973	PRW60244.1	XP_005852197.1
OG0006975	PRW60258.1	XP_005852143.1
OG0006976	PRW60267.1	XP_005851791.1
OG0006977	PRW60274.1	XP_005852014.1
OG0006978	PRW60282.1	XP_005852222.1
OG0006979	PRW60292.1	XP_005851971.1
OG0006980	PRW60293.1	XP_005851823.1
OG0006981	PRW60299.1	XP_005852163.1
OG0006982	PRW60317.1	XP_005851863.1
OG0006983	PRW60324.1	XP_005851892.1
OG0006984	PRW60353.1	XP_005851749.1
OG0006985	PRW60356.1	XP_005852176.1
OG0006986	PRW60370.1	XP_005852074.1
OG0006988	PRW60409.1	XP_005848490.1
OG0006989	PRW60434.1	XP_005851779.1
OG0006990	PRW60487.1	XP_005852198.1
OG0006991	PRW60495.1	XP_005852092.1
OG0006992	PRW60528.1	XP_005851764.1
OG0006993	PRW60532.1	XP_005850170.1, XP_005852258.1
OG0006995	PRW60558.1	XP_005851683.1
OG0006996	PRW60569.1	XP_005851842.1
OG0006997	PRW60603.1	XP_005852283.1
OG0006999	PRW60617.1	XP_005852073.1, XP_005851731.1
OG0007000	PRW60628.1	XP_005851820.1
OG0007001	PRW60663.1	XP_005851728.1
OG0007002	PRW60685.1	XP_005848744.1
OG0007003	PRW60729.1	XP_005851846.1
OG0007004	PRW60764.1	XP_005852093.1
OG0007005	PRW60787.1	XP_005851841.1
OG0007006	PRW60816.1	XP_005851875.1
OG0007007	PRW60826.1	XP_005852131.1
OG0007008	PRW60830.1, PRW60829.1	XP_005844594.1
OG0007009	PRW60841.1	XP_005852066.1
OG0007010	PRW60845.1	XP_005852038.1
OG0007011	PRW60869.1	XP_005852104.1, XP_005845127.1
OG0007012	PRW60880.1	XP_005844212.1
OG0007013	PRW60890.1	XP_005843548.1
OG0007014	PRW60900.1	XP_005850845.1
OG0007015	PRW60908.1	XP_005844933.1
OG0007016	PRW60914.1	XP_005844374.1
OG0007017	PRW60938.1	XP_005845520.1
OG0007018	PRW60953.1	XP_005845552.1
OG0007019	PRW60955.1	XP_005845523.1
OG0007020	PRW60960.1	XP_005848946.1
OG0007021	PRW60962.1	XP_005843544.1
OG0007022	PRW60970.1	XP_005843622.1
OG0007023	PRW60975.1	XP_005844384.1
OG0007024	PRW60992.1	XP_005844308.1
OG0007025	PRW61003.1	XP_005844202.1
OG0007026	PRW61015.1	XP_005844302.1
OG0007027	PRW61017.1	XP_005844285.1
OG0007028	PRW61032.1	XP_005844345.1
OG0007029	PRW61042.1	XP_005844256.1
OG0007030	PRW61061.1	XP_005844250.1
OG0007031	PRW61075.1	XP_005849293.1
OG0007032	PRW61077.1	XP_005844178.1
OG0007033	PRW61092.1	XP_005846576.1
OG0007034	PRW61103.1	XP_005845537.1
OG0007035	PRW61117.1	XP_005843497.1
OG0007036	PRW61118.1	XP_005844206.1
OG0007037	PRW61129.1	XP_005848476.1
OG0007039	PRW61169.1	XP_005847578.1
OG0007040	PRW61182.1	XP_005843607.1
OG0007041	PRW61197.1	XP_005844417.1
OG0007042	PRW61203.1	XP_005845624.1
OG0007043	PRW61206.1	XP_005842594.1, XP_005844313.1
OG0007044	PRW61210.1	XP_005843097.1
OG0007045	PRW61281.1	XP_005848861.1
OG0007046	PRW61282.1	XP_005842841.1
OG0007047	PRW61333.1	XP_005847349.1
OG0007048	PRW61341.1	XP_005845557.1
OG0007049	PRW61359.1	XP_005842848.1
OG0007050	PRW61377.1	XP_005851484.1
OG0007051	PRW61380.1	XP_005844307.1
OG0007052	PRW61388.1	XP_005848621.1
OG0007053	PRW61493.1	XP_005848876.1, XP_005848866.1
OG0007054	PRW61524.1	XP_005844198.1
OG0007055	PRW61537.1	XP_005844265.1
OG0007056	PRW61550.1	XP_005844180.1
OG0007057	PRW61553.1	XP_005843493.1
