Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_variabilis_genome_proteins
OG0006755	KAI3438191.1	XP_005846898.1
OG0006756	KAI3438083.1	XP_005847134.1
OG0006757	KAI3437837.1	XP_005848071.1
OG0006758	KAI3438382.1	XP_005849716.1
OG0006759	KAI3437856.1	XP_005847900.1
OG0006760	KAI3438120.1	XP_005847113.1
OG0006761	KAI3437916.1	XP_005847871.1
OG0006762	KAI3438046.1	XP_005847158.1
OG0006763	KAI3437958.1	XP_005846994.1
OG0006764	KAI3437798.1	XP_005848087.1
OG0006765	KAI3437913.1	XP_005848036.1
OG0006766	KAI3437849.1	XP_005848066.1
OG0006768	KAI3438134.1	XP_005846919.1
OG0006769	KAI3437988.1	XP_005846982.1
OG0006771	KAI3438375.1	XP_005849440.1
OG0006772	KAI3438216.1	XP_005846887.1
OG0006773	KAI3438065.1, KAI3438064.1	XP_005847150.1
OG0006774	KAI3438333.1	XP_005846840.1
OG0006775	KAI3438391.1	XP_005849721.1
OG0006776	KAI3437787.1	XP_005848094.1
OG0006777	KAI3437990.1	XP_005846981.1
OG0006778	KAI3437813.1	XP_005847920.1
OG0006779	KAI3437868.1	XP_005847894.1
OG0006780	KAI3438197.1	XP_005846896.1
OG0006781	KAI3437918.1	XP_005847870.1
OG0006782	KAI3438233.1	XP_005846881.1
OG0006783	KAI3437939.1	XP_005847008.1
OG0006784	KAI3425180.1	XP_005848751.1, XP_005845798.1
OG0006785	KAI3438308.1	XP_005847026.1
OG0006786	KAI3437805.1	XP_005848084.1
OG0006788	KAI3438339.1	XP_005847014.1
OG0006789	KAI3437976.1	XP_005846986.1
OG0006790	KAI3438244.1	XP_005842667.1
OG0006791	KAI3438141.1	XP_005847099.1
OG0006792	KAI3437863.1	XP_005848057.1
OG0006793	KAI3438279.1	XP_005846862.1
OG0006794	KAI3438210.1	XP_005846891.1
OG0006795	KAI3438185.1	XP_005847083.1
OG0006796	KAI3437987.1	XP_005847185.1
OG0006797	KAI3438299.1	XP_005847028.1
OG0006798	KAI3437861.1	XP_005848058.1
OG0006799	KAI3437877.1	XP_005848051.1
OG0006800	KAI3426448.1	XP_005848361.1
OG0006801	KAI3425775.1	XP_005847741.1
OG0006803	KAI3434661.1	XP_005849202.1
OG0006804	KAI3434722.1	XP_005849370.1
OG0006805	KAI3425894.1	XP_005847798.1
OG0006806	KAI3434683.1, KAI3434684.1	XP_005849388.1
OG0006807	KAI3425832.1	XP_005847601.1
OG0006808	KAI3425831.1	XP_005847768.1
OG0006810	KAI3425833.1	XP_005847602.1
OG0006811	KAI3434775.1	XP_005849142.1
OG0006812	KAI3437815.1	XP_005847918.1
OG0006813	KAI3434735.1	XP_005849168.1
OG0006814	KAI3434829.1	XP_005849115.1
OG0006815	KAI3425850.1	XP_005847612.1
OG0006816	KAI3425721.1	XP_005847534.1
OG0006818	KAI3434612.1	XP_005849217.1
OG0006819	KAI3425908.1	XP_005847804.1
OG0006820	KAI3434603.1	XP_005849222.1
OG0006821	KAI3434744.1	XP_005849163.1
OG0006822	KAI3434624.1	XP_005849424.1
OG0006823	KAI3434763.1	XP_005849152.1
OG0006824	KAI3434800.1	XP_005849332.1
OG0006825	KAI3425783.1	XP_005847574.1
OG0006826	KAI3425918.1	XP_005847648.1
OG0006827	KAI3425750.1	XP_005847556.1
OG0006829	KAI3433817.1	XP_005851408.1, XP_005851407.1
OG0006830	KAI3433307.1	XP_005851638.1
OG0006831	KAI3433485.1	XP_005851264.1
OG0006833	KAI3425784.1	XP_005847577.1
OG0006835	KAI3433436.1	XP_005851283.1
OG0006836	KAI3433408.1	XP_005851591.1
OG0006837	KAI3433720.1	XP_005851156.1
OG0006838	KAI3433751.1	XP_005851138.1
OG0006840	KAI3433668.1	XP_005851178.1
OG0006841	KAI3433402.1	XP_005851298.1
OG0006842	KAI3433682.1	XP_005851457.1
OG0006843	KAI3433715.1	XP_005851443.1
OG0006844	KAI3433574.1	XP_005851224.1
OG0006845	KAI3433568.1	XP_005851226.1
OG0006846	KAI3433509.1	XP_005851255.1
OG0006849	KAI3432311.1	XP_005851639.1
OG0006850	KAI3428042.1	XP_005850285.1
OG0006851	KAI3423808.1	XP_005851344.1
OG0006852	KAI3433903.1	XP_005851066.1
OG0006853	KAI3433629.1	XP_005851197.1
OG0006854	KAI3433393.1	XP_005851301.1
OG0006855	KAI3433863.1	XP_005851390.1
OG0006856	KAI3433336.1	XP_005851623.1
OG0006857	KAI3433764.1	XP_005851425.1
OG0006858	KAI3438708.1	XP_005849605.1
OG0006859	KAI3433571.1	XP_005851513.1
OG0006860	KAI3433851.1	XP_005851098.1
OG0006861	KAI3433332.1	XP_005851320.1
OG0006862	KAI3433438.1	XP_005851575.1
OG0006863	KAI3433681.1	XP_005851172.1
OG0006865	KAI3433441.1	XP_005851574.1
OG0006866	KAI3436477.1	XP_005851019.1
OG0006867	KAI3433446.1	XP_005851271.1
OG0006868	KAI3433340.1	XP_005851621.1
OG0006869	KAI3433624.1	XP_005851492.1
OG0006870	KAI3432461.1	XP_005846812.1, XP_005846813.1
OG0006871	KAI3433309.1	XP_005851330.1
OG0006872	KAI3433645.1	XP_005851187.1
OG0006874	KAI3433510.1	XP_005851546.1
OG0006875	KAI3433605.1	XP_005851207.1
OG0006876	KAI3433752.1	XP_005851429.1
OG0006877	KAI3438747.1	XP_005849882.1
OG0006879	KAI3438869.1	XP_005849681.1
OG0006880	KAI3439130.1	XP_005843445.1
OG0006881	KAI3424464.1	XP_005843154.1
OG0006883	KAI3438896.1	XP_005849941.1
OG0006884	KAI3438845.1	XP_005849674.1
OG0006885	KAI3438649.1	XP_005849836.1
OG0006886	KAI3438849.1	XP_005849923.1
OG0006887	KAI3424815.1	XP_005845186.1
OG0006888	KAI3438592.1	XP_005849545.1
OG0006889	KAI3438511.1	XP_005849502.1
OG0006890	KAI3439037.1	XP_005843792.1
OG0006891	KAI3438787.1	XP_005849900.1
OG0006893	KAI3438548.1	XP_005849523.1
OG0006894	KAI3439035.1	XP_005843791.1
OG0006895	KAI3438504.1	XP_005849499.1
OG0006896	KAI3438420.1	XP_005849733.1
OG0006897	KAI3438499.1	XP_005849765.1
OG0006898	KAI3438626.1	XP_005849825.1
OG0006899	KAI3438651.1	XP_005849576.1
OG0006900	KAI3438681.1	XP_005849850.1
OG0006901	KAI3438764.1	XP_005849890.1
OG0006902	KAI3438600.1	XP_005849550.1
OG0006903	KAI3438789.1, KAI3439141.1	XP_005849901.1
OG0006904	KAI3438652.1	XP_005849838.1
OG0006905	KAI3438805.1	XP_005849650.1
OG0006906	KAI3438941.1	XP_005849970.1
OG0006907	KAI3438977.1	XP_005843763.1
OG0006908	KAI3438668.1	XP_005849585.1
OG0006909	KAI3430415.1	XP_005844563.1
OG0006910	KAI3438517.1	XP_005849774.1
OG0006911	KAI3438409.1	XP_005849727.1
OG0006912	KAI3438782.1	XP_005849639.1
OG0006914	KAI3439072.1	XP_005843423.1
OG0006915	KAI3438428.1	XP_005849466.1
OG0006917	KAI3438955.1	XP_005843755.1
OG0006918	KAI3438720.1	XP_005849870.1
OG0006919	KAI3438485.1	XP_005849757.1, XP_005847692.1
OG0006920	KAI3438853.1	XP_005849924.1
OG0006922	KAI3436201.1	XP_005845294.1
OG0006923	KAI3436023.1	XP_005842805.1
OG0006925	KAI3435914.1	XP_005846259.1
OG0006927	KAI3436159.1	XP_005845452.1
OG0006928	KAI3435711.1	XP_005846350.1
OG0006929	KAI3436302.1	XP_005845380.1
OG0006930	KAI3436311.1	XP_005843033.1
OG0006931	KAI3435738.1	XP_005846338.1
OG0006932	KAI3435908.1	XP_005846437.1
OG0006933	KAI3435806.1	XP_005846485.1
OG0006934	KAI3435909.1	XP_005846262.1
OG0006935	KAI3436338.1	XP_005843023.1
OG0006936	KAI3436269.1	XP_005845394.1
OG0006937	KAI3435710.1	XP_005846522.1
OG0006938	KAI3436242.1	XP_005845404.1
OG0006939	KAI3435915.1	XP_005846431.1
OG0006940	KAI3435817.1	XP_005846304.1
OG0006942	KAI3436066.1	XP_005845497.1
OG0006943	KAI3435830.1	XP_005846474.1
OG0006944	KAI3435694.1	XP_005846360.1
OG0006945	KAI3436140.1	XP_005845461.1
OG0006946	KAI3435858.1	XP_005846460.1
OG0006947	KAI3435856.1	XP_005846461.1
OG0006948	KAI3436142.1	XP_005845460.1
OG0006949	KAI3436208.1	XP_005845289.1
OG0006950	KAI3436187.1	XP_005845305.1
OG0006951	KAI3435643.1	XP_005846547.1
OG0006952	KAI3435686.1	XP_005846539.1
OG0006953	KAI3436188.1	XP_005845429.1
OG0006954	KAI3435642.1	XP_005846386.1
OG0006955	KAI3435788.1	XP_005846494.1
OG0006956	KAI3435787.1	XP_005846319.1
OG0006957	KAI3435674.1	XP_005846532.1
OG0006958	KAI3436327.1	XP_005842997.1
OG0006960	KAI3435811.1	XP_005846483.1
OG0006961	KAI3431460.1, KAI3436222.1	XP_005845280.1
OG0006962	KAI3435901.1	XP_005846438.1
OG0006963	KAI3436279.1	XP_005845390.1
OG0006964	KAI3435936.1	XP_005846247.1
OG0006965	KAI3436282.1	XP_005845254.1
OG0006966	KAI3436014.1	XP_005842815.1
OG0006967	KAI3430457.1	XP_005843345.1
OG0006968	KAI3429554.1	XP_005851811.1
OG0006969	KAI3429766.1	XP_005851906.1
OG0006970	KAI3429616.1	XP_005852162.1
OG0006971	KAI3429572.1	XP_005852154.1
OG0006972	KAI3429376.1	XP_005851717.1
OG0006973	KAI3429648.1	XP_005852197.1
OG0006975	KAI3429553.1	XP_005852143.1
OG0006976	KAI3429529.1	XP_005851791.1
OG0006977	KAI3429298.1	XP_005852014.1
OG0006978	KAI3429708.1	XP_005852222.1
OG0006979	KAI3429894.1	XP_005851971.1
OG0006980	KAI3429573.1	XP_005851823.1
OG0006981	KAI3429614.1	XP_005852163.1
OG0006982	KAI3429650.1	XP_005851863.1
OG0006983	KAI3429728.1	XP_005851892.1
OG0006984	KAI3429440.1	XP_005851749.1
OG0006985	KAI3429587.1	XP_005852176.1
OG0006986	KAI3429403.1	XP_005852074.1
OG0006988	KAI3425175.1	XP_005848490.1
OG0006989	KAI3429502.1	XP_005851779.1
OG0006990	KAI3429653.1	XP_005852198.1
OG0006991	KAI3429443.1	XP_005852092.1
OG0006992	KAI3429465.1	XP_005851764.1
OG0006993	KAI3429827.1	XP_005850170.1, XP_005852258.1
OG0006995	KAI3429295.1	XP_005851683.1
OG0006996	KAI3429601.1	XP_005851842.1
OG0006997	KAI3429877.1	XP_005852283.1
OG0006999	KAI3429401.1	XP_005852073.1, XP_005851731.1
OG0007000	KAI3429568.1	XP_005851820.1
OG0007001	KAI3429395.1	XP_005851728.1
OG0007002	KAI3426956.1	XP_005848744.1
OG0007003	KAI3429594.1	XP_005851846.1
OG0007004	KAI3429448.1	XP_005852093.1
OG0007005	KAI3429604.1	XP_005851841.1
OG0007006	KAI3429676.1	XP_005851875.1
OG0007007	KAI3429528.1	XP_005852131.1
OG0007009	KAI3429390.1	XP_005852066.1
OG0007010	KAI3429343.1	XP_005852038.1
OG0007011	KAI3424936.1	XP_005852104.1, XP_005845127.1
OG0007012	KAI3432384.1	XP_005844212.1
OG0007013	KAI3432666.1	XP_005843548.1
OG0007014	KAI3436868.1	XP_005850845.1
OG0007015	KAI3432671.1, KAI3431744.1	XP_005844933.1
OG0007016	KAI3432401.1	XP_005844374.1
OG0007017	KAI3423407.1	XP_005845520.1
OG0007018	KAI3424136.1	XP_005845552.1
OG0007019	KAI3424160.1	XP_005845523.1
OG0007020	KAI3426969.1	XP_005848946.1
OG0007021	KAI3432670.1	XP_005843544.1
OG0007022	KAI3432597.1	XP_005843622.1
OG0007023	KAI3432425.1	XP_005844384.1
OG0007024	KAI3432459.1	XP_005844308.1
OG0007025	KAI3432364.1	XP_005844202.1
OG0007026	KAI3432393.1	XP_005844302.1
OG0007027	KAI3432365.1	XP_005844285.1
OG0007028	KAI3432874.1	XP_005844345.1
OG0007029	KAI3432244.1	XP_005844256.1
OG0007030	KAI3432208.1	XP_005844250.1
OG0007031	KAI3434878.1	XP_005849293.1
OG0007032	KAI3432258.1	XP_005844178.1
OG0007033	KAI3423890.1	XP_005846576.1
OG0007034	KAI3424201.1	XP_005845537.1
OG0007035	KAI3432693.1	XP_005843497.1
OG0007036	KAI3432334.1, KAI3432328.1	XP_005844206.1
OG0007037	KAI3426276.1	XP_005848476.1
OG0007039	KAI3425785.1	XP_005847578.1
OG0007040	KAI3432620.1	XP_005843607.1
OG0007041	KAI3432853.1	XP_005844417.1
OG0007042	KAI3423419.1	XP_005845624.1
OG0007044	KAI3424419.1	XP_005843097.1
OG0007045	KAI3427147.1	XP_005848861.1
OG0007046	KAI3424266.1	XP_005842841.1
OG0007047	KAI3428429.1	XP_005847349.1
OG0007048	KAI3424120.1	XP_005845557.1
OG0007049	KAI3424249.1	XP_005842848.1
OG0007050	KAI3432249.1	XP_005851484.1
OG0007051	KAI3432879.1	XP_005844307.1
OG0007052	KAI3427223.1	XP_005848621.1
OG0007053	KAI3427119.1	XP_005848876.1, XP_005848866.1
OG0007054	KAI3432351.1	XP_005844198.1
OG0007055	KAI3432246.1	XP_005844265.1
OG0007056	KAI3432268.1	XP_005844180.1
OG0007057	KAI3432726.1	XP_005843493.1
OG0007058	KAI3424245.1	XP_005845618.1
OG0007059	KAI3424265.1	XP_005842842.1
OG0007061	KAI3424257.1	XP_005842845.1
OG0007064	KAI3426322.1	XP_005842739.1, XP_005844779.1
OG0007065	KAI3430978.1	XP_005842930.1
OG0007066	KAI3430461.1	XP_005843406.1, XP_005843654.1, XP_005843350.1
OG0007067	KAI3439097.1	XP_005843433.1
OG0007070	KAI3424380.1	XP_005848400.1, XP_005843705.1
OG0007071	KAI3424369.1	XP_005843712.1
OG0007072	KAI3438947.1, KAI3438946.1, KAI3438945.1	XP_005843748.1
OG0007073	KAI3438979.1	XP_005843764.1
OG0007074	KAI3430633.1	XP_005844019.1
OG0007075	KAI3432385.1, KAI3432386.1	XP_005844297.1
OG0007076	KAI3430769.1	XP_005844755.1
OG0007076	KAI3433724.1	XP_005851152.1
OG0007077	KAI3431720.1, KAI3431719.1, KAI3431721.1	XP_005844844.1
OG0007079	KAI3424170.1, KAI3425884.1	XP_005845635.1
OG0007080	KAI3424197.1, KAI3424196.1	XP_005845645.1
OG0007081	KAI3431428.1	XP_005846156.1, XP_005846157.1
OG0007082	KAI3435724.1	XP_005846345.1, XP_005852301.1
OG0007083	KAI3438294.1, KAI3438295.1	XP_005847030.1
OG0007085	KAI3436529.1	XP_005850862.1, XP_005847694.1, XP_005847696.1
OG0007086	KAI3437598.1, KAI3437597.1	XP_005848012.1, XP_005848179.1
OG0007087	KAI3437647.1	XP_005848157.1
OG0007088	KAI3426162.1	XP_005848225.1
OG0007089	KAI3426875.1, KAI3426874.1, KAI3426876.1	XP_005848774.1
OG0007090	KAI3435016.1, KAI3435022.1	XP_005849023.1, XP_005852125.1
OG0007091	KAI3432472.1, KAI3436429.1, KAI3436427.1	XP_005849157.1
OG0007093	KAI3438455.1	XP_005849481.1
OG0007094	KAI3432653.1, KAI3432652.1	XP_005849548.1
OG0007095	KAI3438816.1	XP_005849657.1
OG0007096	KAI3438405.1	XP_005849725.1
OG0007097	KAI3428016.1	XP_005850022.1
OG0007097	KAI3428015.1	XP_005850021.1
OG0007099	KAI3428172.1, KAI3428171.1	XP_005850350.1
OG0007100	KAI3431704.1, KAI3436565.1	XP_005850702.1
OG0007101	KAI3433433.1	XP_005851578.1
OG0007102	KAI3429539.1, KAI3429538.1	XP_005851800.1
OG0007103	KAI3429841.1	XP_005851953.1, XP_005852268.1
OG0007146	KAI3425242.1	XP_005842789.1
OG0007151	KAI3430618.1	XP_005844107.1
OG0007155	KAI3430683.1	XP_005844043.1
OG0007158	KAI3430267.1	XP_005844528.1
OG0007161	KAI3431746.1	XP_005844831.1
OG0007162	KAI3431831.1	XP_005843232.1
OG0007170	KAI3431664.1	XP_005844866.1
OG0007175	KAI3438992.1	XP_005843821.1
OG0007176	KAI3438802.1	XP_005849647.1
OG0007177	KAI3438317.1	XP_005846846.1
OG0007180	KAI3438811.1	XP_005849654.1
OG0007182	KAI3438701.1	XP_005849600.1
OG0007186	KAI3426910.1	XP_005848975.1
OG0007189	KAI3427117.1	XP_005848880.1
OG0007190	KAI3427115.1	XP_005848678.1
OG0007195	KAI3433591.1	XP_005851506.1
OG0007196	KAI3427246.1	XP_005848603.1
OG0007199	KAI3436801.1	XP_005850870.1
OG0007201	KAI3436693.1	XP_005850920.1
OG0007202	KAI3424774.1	XP_005845063.1
OG0007210	KAI3436681.1	XP_005850644.1
OG0007211	KAI3425711.1	XP_005847539.1
OG0007215	KAI3433755.1	XP_005851136.1
OG0007227	KAI3438224.1	XP_005847065.1
OG0007229	KAI3425247.1	XP_005845878.1
OG0007234	KAI3431306.1	XP_005846095.1
OG0007236	KAI3431497.1	XP_005846195.1
OG0007241	KAI3438321.1	XP_005846844.1
OG0007246	KAI3436666.1	XP_005850930.1
OG0007247	KAI3436671.1	XP_005850651.1
OG0007251	KAI3428269.1	XP_005850147.1
OG0007256	KAI3436591.1	XP_005850971.1
OG0007258	KAI3429517.1	XP_005852122.1
OG0007259	KAI3436503.1	XP_005850725.1
OG0007261	KAI3423884.1	XP_005846582.1
OG0007263	KAI3423906.1	XP_005846703.1
OG0007266	KAI3429457.1	XP_005851762.1
OG0007269	KAI3429369.1	XP_005852057.1
OG0007270	KAI3429544.1	XP_005852140.1
OG0007276	KAI3429265.1	XP_005851673.1
OG0007277	KAI3429233.1	XP_005851662.1
OG0007294	KAI3434760.1	XP_005849154.1
OG0007296	KAI3434680.1	XP_005849394.1
OG0007297	KAI3428282.1	XP_005850402.1
OG0007300	KAI3434969.1	XP_005849251.1
OG0007310	KAI3433497.1	XP_005851259.1
OG0007314	KAI3426412.1	XP_005848537.1
OG0007316	KAI3426169.1	XP_005848418.1
OG0007321	KAI3439017.1	XP_005843829.1
OG0007322	KAI3430739.1	XP_005844746.1
OG0007327	KAI3438459.1	XP_005849751.1
OG0007332	KAI3434912.1	XP_005849074.1
OG0007333	KAI3438256.1	XP_005846871.1
OG0007338	KAI3428489.1	XP_005847494.1
OG0007339	KAI3428475.1	XP_005847332.1
OG0007340	KAI3428521.1	XP_005847478.1
OG0007343	KAI3434705.1	XP_005849183.1
OG0007349	KAI3433865.1	XP_005851389.1
OG0007350	KAI3433729.1	XP_005851148.1
OG0007354	KAI3433612.1	XP_005851498.1
OG0007355	KAI3433613.1	XP_005851203.1
OG0007356	KAI3433584.1	XP_005851216.1
OG0007357	KAI3433558.1	XP_005851232.1
OG0007364	KAI3423839.1	XP_005846601.1
OG0007372	KAI3434453.1	XP_005843907.1
OG0007375	KAI3434644.1	XP_005844707.1
OG0007378	KAI3429303.1	XP_005852015.1
OG0007379	KAI3432798.1	XP_005844400.1
OG0007381	KAI3428149.1	XP_005850091.1
OG0007383	KAI3428146.1	XP_005850087.1
OG0007384	KAI3435580.1	XP_005850786.1
OG0007386	KAI3435623.1	XP_005846394.1
OG0007388	KAI3435799.1	XP_005846314.1
OG0007389	KAI3435850.1	XP_005846463.1
OG0007395	KAI3435940.1	XP_005846244.1
OG0007397	KAI3436033.1	XP_005845372.1
OG0007398	KAI3431707.1	XP_005844956.1
OG0007400	KAI3436009.1	XP_005842818.1
OG0007402	KAI3436369.1	XP_005842978.1
OG0007405	KAI3432444.1	XP_005844317.1
OG0007408	KAI3424131.1	XP_005845663.1
OG0007413	KAI3427144.1	XP_005848661.1
OG0007414	KAI3427150.1	XP_005848658.1
OG0007417	KAI3430886.1	XP_005844813.1
OG0007418	KAI3424782.1	XP_005845069.1
OG0007422	KAI3430501.1	XP_005843322.1
OG0007424	KAI3430557.1	XP_005843987.1
OG0007426	KAI3426234.1	XP_005848457.1
OG0007433	KAI3427215.1	XP_005848830.1
OG0007437	KAI3437953.1	XP_005846999.1
OG0007438	KAI3437966.1	XP_005847202.1
OG0007439	KAI3437941.1	XP_005847212.1
OG0007442	KAI3437718.1	XP_005847968.1
OG0007445	KAI3425712.1	XP_005847538.1
OG0007448	KAI3425759.1	XP_005847730.1
OG0007452	KAI3425776.1	XP_005847570.1
OG0007453	KAI3426050.1	XP_005844225.1
OG0007454	KAI3426049.1	XP_005844142.1
OG0007455	KAI3424427.1	XP_005843103.1
OG0007456	KAI3424424.1	XP_005843138.1
OG0007457	KAI3424347.1	XP_005843659.1
OG0007458	KAI3424898.1	XP_005845227.1
OG0007459	KAI3424357.1	XP_005843716.1
OG0007462	KAI3430478.1	XP_005843394.1
OG0007463	KAI3424314.1	XP_005843673.1
OG0007464	KAI3424315.1	XP_005843672.1
OG0007465	KAI3427235.1	XP_005848614.1
OG0007467	KAI3426873.1	XP_005848991.1
OG0007473	KAI3435558.1	XP_005850777.1
OG0007475	KAI3430658.1	XP_005842648.1
OG0007483	KAI3424421.1	XP_005843101.1
OG0007487	KAI3430283.1	XP_005844616.1
OG0007490	KAI3430310.1	XP_005844604.1
OG0007491	KAI3430332.1	XP_005844505.1
OG0007494	KAI3430276.1	XP_005844620.1
OG0007498	KAI3433417.1	XP_005851585.1
OG0007500	KAI3434397.1	XP_005842907.1
OG0007509	KAI3436476.1	XP_005850735.1
OG0007517	KAI3423822.1	XP_005846755.1
OG0007522	KAI3423931.1	XP_005842869.1
OG0007523	KAI3423936.1	XP_005842882.1
OG0007524	KAI3423868.1	XP_005846583.1
OG0007526	KAI3423873.1	XP_005846587.1
OG0007534	KAI3430541.1	XP_005843361.1
OG0007535	KAI3430510.1	XP_005843376.1
OG0007536	KAI3430481.1	XP_005843391.1
OG0007539	KAI3430729.1	XP_005842926.1
OG0007540	KAI3431810.1	XP_005843244.1
OG0007546	KAI3431748.1	XP_005844932.1
OG0007548	KAI3430719.1	XP_005842946.1
OG0007550	KAI3431866.1	XP_005843268.1
OG0007551	KAI3431656.1	XP_005844870.1
OG0007552	KAI3431867.1	XP_005843267.1
OG0007554	KAI3425138.1	XP_005845817.1
OG0007556	KAI3425226.1	XP_005845782.1
OG0007561	KAI3425199.1	XP_005845900.1
OG0007562	KAI3425249.1	XP_005845877.1
OG0007566	KAI3425343.1	XP_005845836.1
OG0007567	KAI3425221.1	XP_005845895.1
OG0007568	KAI3425169.1	XP_005845801.1
OG0007570	KAI3435006.1	XP_005849031.1
OG0007572	KAI3426059.1	XP_005844231.1
OG0007573	KAI3425972.1	XP_005847832.1
OG0007574	KAI3434873.1	XP_005849297.1
OG0007577	KAI3425936.1	XP_005847653.1
OG0007579	KAI3434781.1	XP_005849342.1
OG0007588	KAI3431559.1	XP_005845018.1
OG0007589	KAI3431269.1	XP_005842984.1
OG0007593	KAI3431270.1	XP_005843013.1
OG0007595	KAI3431434.1	XP_005846162.1
OG0007596	KAI3431477.1	XP_005846180.1
OG0007597	KAI3438424.1	XP_005849464.1
OG0007598	KAI3431339.1	XP_005846111.1
OG0007620	KAI3428530.1	XP_005847306.1
OG0007622	KAI3428722.1	XP_005847381.1
OG0007623	KAI3427982.1	XP_005850002.1
OG0007630	KAI3426128.1	XP_005848209.1
OG0007633	KAI3426353.1	XP_005848511.1
OG0007638	KAI3426197.1	XP_005848435.1
OG0007641	KAI3424804.1	XP_005845077.1
OG0007645	KAI3424788.1	XP_005845070.1
OG0007647	KAI3425067.1	XP_005846633.1
OG0007648	KAI3425073.1	XP_005846773.1
OG0007654	KAI3424749.1	XP_005845054.1
OG0007660	KAI3424899.1	XP_005845109.1
OG0007661	KAI3425014.1	XP_005846799.1
OG0007662	KAI3424723.1	XP_005845144.1
OG0007664	KAI3424960.1	XP_005846688.1
OG0007668	KAI3426891.1	XP_005848982.1
OG0007670	KAI3426933.1	XP_005848963.1
OG0007671	KAI3427266.1	XP_005848593.1
OG0007672	KAI3438091.1	XP_005847754.1
OG0007674	KAI3427109.1	XP_005848883.1
OG0007678	KAI3426881.1	XP_005848987.1
OG0007681	KAI3436270.1	XP_005845393.1
OG0007682	KAI3430756.1	XP_005844665.1
OG0007683	KAI3427128.1	XP_005848868.1
OG0007685	KAI3427140.1	XP_005848874.1
OG0007686	KAI3427255.1	XP_005848811.1
OG0007690	KAI3426871.1	XP_005848993.1
OG0007691	KAI3426948.1	XP_005848329.1
OG0007694	KAI3427092.1	XP_005848895.1
OG0007695	KAI3436870.1	XP_005850553.1
OG0007696	KAI3436442.1	XP_005851031.1
OG0007697	KAI3436724.1	XP_005850903.1
OG0007699	KAI3436566.1	XP_005850701.1
OG0007701	KAI3436829.1	XP_005850574.1
OG0007703	KAI3436497.1	XP_005850729.1
OG0007705	KAI3436825.1	XP_005850577.1
OG0007707	KAI3436688.1	XP_005850923.1
OG0007709	KAI3436655.1	XP_005850936.1
OG0007710	KAI3434715.1	XP_005849177.1
OG0007711	KAI3424816.1	XP_005845187.1
OG0007715	KAI3436437.1	XP_005851034.1
OG0007720	KAI3428050.1	XP_005850289.1
OG0007725	KAI3428164.1	XP_005850102.1
OG0007728	KAI3428243.1	XP_005850138.1
OG0007731	KAI3437994.1	XP_005848168.1
OG0007732	KAI3428044.1	XP_005850287.1
OG0007734	KAI3427976.1	XP_005849999.1
OG0007736	KAI3437762.1	XP_005848107.1
OG0007742	KAI3437934.1	XP_005847216.1
OG0007743	KAI3438226.1	XP_005846884.1
OG0007748	KAI3438014.1	XP_005847174.1
OG0007751	KAI3438242.1	XP_005847053.1
OG0007754	KAI3437804.1	XP_005847926.1
OG0007755	KAI3438138.1	XP_005847101.1
OG0007756	KAI3438397.1	XP_005849449.1
OG0007757	KAI3424216.1	XP_005845700.1
OG0007760	KAI3437853.1	XP_005848064.1
OG0007765	KAI3425715.1	XP_005847537.1
OG0007767	KAI3434455.1	XP_005843971.1
OG0007774	KAI3425911.1	XP_005847805.1
OG0007775	KAI3434725.1	XP_005849366.1
OG0007776	KAI3425796.1	XP_005847748.1
OG0007778	KAI3434839.1	XP_005849108.1
OG0007780	KAI3434620.1	XP_005849426.1
OG0007784	KAI3438713.1	XP_005847542.1
OG0007785	KAI3425920.1	XP_005847812.1
OG0007794	KAI3433383.1	XP_005851602.1
OG0007796	KAI3433638.1	XP_005851191.1
OG0007797	KAI3433653.1	XP_005851472.1
OG0007800	KAI3433488.1	XP_005851554.1
OG0007804	KAI3433861.1	XP_005851097.1
OG0007806	KAI3433465.1	XP_005851279.1
OG0007807	KAI3423809.1	XP_005851343.1
OG0007809	KAI3433370.1	XP_005851309.1
OG0007810	KAI3433630.1	XP_005851488.1
OG0007811	KAI3433325.1	XP_005851324.1
OG0007817	KAI3433960.1	XP_005851355.1
OG0007818	KAI3433456.1	XP_005851567.1
OG0007819	KAI3433328.1	XP_005851322.1
OG0007824	KAI3438998.1	XP_005843825.1
OG0007826	KAI3438568.1	XP_005849532.1
OG0007828	KAI3438646.1	XP_005849573.1
OG0007830	KAI3439098.1	XP_005843432.1
OG0007831	KAI3439038.1	XP_005843793.1
OG0007833	KAI3439066.1	XP_005843450.1
OG0007836	KAI3439028.1	XP_005843788.1
OG0007838	KAI3439034.1	XP_005843790.1
OG0007841	KAI3439061.1	XP_005843213.1
OG0007842	KAI3438719.1	XP_005849613.1
OG0007843	KAI3438777.1	XP_005849897.1
OG0007844	KAI3439027.1	XP_005843833.1
OG0007849	KAI3438530.1	XP_005849781.1
OG0007850	KAI3430491.1	XP_005843326.1
