Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_A99_genome_proteins
OG0005190	KAI3425907.1	scaffold12.g8019.t1
OG0005191	KAI3425905.1	scaffold12.g8021.t1
OG0005192	KAI3425923.1	scaffold12.g8025.t1
OG0005193	KAI3425814.1	scaffold12.g8026.t1
OG0005194	KAI3425844.1	scaffold12.g8038.t1
OG0005195	KAI3425846.1	scaffold12.g8039.t1
OG0005196	KAI3425847.1	scaffold12.g8040.t1
OG0005197	KAI3425848.1	scaffold12.g8043.t1
OG0005198	KAI3425849.1	scaffold12.g8044.t1
OG0005199	KAI3425782.1	scaffold12.g8046.t1
OG0005200	KAI3425836.1	scaffold12.g8048.t1
OG0005201	KAI3425837.1	scaffold12.g8049.t1
OG0005202	KAI3425839.1	scaffold12.g8050.t1
OG0005203	KAI3425841.1	scaffold12.g8051.t1
OG0005204	KAI3425840.1	scaffold12.g8052.t1
OG0005205	KAI3425793.1	scaffold12.g8053.t1
OG0005206	KAI3425794.1	scaffold12.g8054.t1
OG0005207	KAI3425822.1	scaffold12.g8056.t1
OG0005208	KAI3425821.1	scaffold12.g8058.t1
OG0005209	KAI3425825.1	scaffold12.g8059.t1
OG0005210	KAI3425824.1	scaffold12.g8060.t1
OG0005211	KAI3433314.1	scaffold12.g8061.t1
OG0005212	KAI3425827.1	scaffold12.g8062.t1
OG0005213	KAI3425829.1	scaffold12.g8068.t1
OG0005214	KAI3425803.1	scaffold12.g8072.t1
OG0005215	KAI3428745.1	scaffold12.g8077.t1
OG0005216	KAI3430449.1	scaffold12.g8081.t1
OG0005217	KAI3426053.1	scaffold12.g8082.t1
OG0005218	KAI3425951.1	scaffold12.g8084.t1
OG0005219	KAI3426039.1	scaffold12.g8087.t1
OG0005220	KAI3426043.1	scaffold12.g8089.t1
OG0005221	KAI3426045.1	scaffold12.g8091.t1
OG0005222	KAI3425983.1	scaffold12.g8095.t1
OG0005223	KAI3426033.1	scaffold12.g8096.t1
OG0005224	KAI3426036.1	scaffold12.g8098.t1
OG0005225	KAI3425968.1	scaffold12.g8101.t1
OG0005226	KAI3425978.1	scaffold12.g8106.t1
OG0005227	KAI3425974.1	scaffold12.g8109.t1
OG0005228	KAI3425973.1	scaffold12.g8110.t1
OG0005229	KAI3431255.1	scaffold12.g8113.t1
OG0005230	KAI3426029.1	scaffold12.g8115.t1
OG0005231	KAI3426028.1	scaffold12.g8116.t1
OG0005232	KAI3426031.1	scaffold12.g8117.t1
OG0005233	KAI3425998.1	scaffold12.g8126.t1
OG0005234	KAI3426007.1	scaffold12.g8128.t1
OG0005235	KAI3426013.1	scaffold12.g8130.t1
OG0005236	KAI3425929.1	scaffold12.g8134.t1
OG0005237	KAI3426082.1	scaffold12.g8135.t1
OG0005238	KAI3436600.1	scaffold12.g8136.t1
OG0005239	KAI3426102.1	scaffold12.g8138.t1
OG0005240	KAI3425930.1	scaffold12.g8141.t1
OG0005241	KAI3425952.1	scaffold12.g8143.t1
OG0005242	KAI3425919.1	scaffold12.g8144.t1
OG0005243	KAI3425921.1	scaffold12.g8145.t1
OG0005244	KAI3425957.1	scaffold12.g8148.t1
OG0005245	KAI3425956.1	scaffold12.g8149.t1
OG0005246	KAI3425995.1	scaffold12.g8150.t1
OG0005247	KAI3424470.1	scaffold12.g8159.t1
OG0005248	KAI3424469.1	scaffold12.g8160.t1
OG0005249	KAI3424456.1	scaffold12.g8162.t1
OG0005250	KAI3424459.1	scaffold12.g8165.t1
OG0005251	KAI3424463.1	scaffold12.g8168.t1
OG0005252	KAI3424477.1	scaffold12.g8169.t1
OG0005253	KAI3424478.1	scaffold12.g8170.t1
OG0005254	KAI3433884.1	scaffold12.g8172.t1
OG0005255	KAI3433941.1	scaffold12.g8176.t1
OG0005256	KAI3424276.1	scaffold12.g8178.t1
OG0005257	KAI3424275.1	scaffold12.g8179.t1
OG0005258	KAI3432284.1	scaffold12.g8180.t1
OG0005259	KAI3424439.1	scaffold12.g8182.t1
OG0005260	KAI3432473.1	scaffold12.g8185.t1
OG0005261	KAI3424429.1	scaffold12.g8190.t1
OG0005262	KAI3424428.1	scaffold12.g8191.t1
OG0005263	KAI3434601.1	scaffold12.g8200.t1
OG0005264	KAI3424418.1	scaffold12.g8202.t1
OG0005265	KAI3424466.1	scaffold12.g8205.t1
OG0005266	KAI3424465.1	scaffold12.g8206.t1
OG0005267	KAI3424344.1	scaffold12.g8207.t1
OG0005268	KAI3424345.1	scaffold12.g8208.t1
OG0005269	KAI3424363.1	scaffold12.g8211.t1
OG0005270	KAI3424367.1	scaffold12.g8215.t1
OG0005271	KAI3424379.1	scaffold12.g8218.t1
OG0005272	KAI3424897.1	scaffold12.g8227.t1
OG0005273	KAI3424349.1	scaffold12.g8229.t1
OG0005274	KAI3424350.1	scaffold12.g8230.t1
OG0005275	KAI3424330.1	scaffold12.g8232.t1
OG0005276	KAI3431595.1	scaffold12.g8237.t1
OG0005277	KAI3424303.1	scaffold12.g8244.t1
OG0005278	KAI3424318.1	scaffold12.g8251.t1
OG0005279	KAI3424323.1, KAI3438754.1	scaffold12.g8253.t1
OG0005280	KAI3424324.1	scaffold12.g8262.t1
OG0005281	KAI3438755.1	scaffold12.g8266.t1
OG0005283	KAI3424394.1	scaffold12.g8269.t1
OG0005284	KAI3424295.1	scaffold12.g8279.t1
OG0005285	KAI3424297.1	scaffold12.g8280.t1
OG0005286	KAI3424296.1	scaffold12.g8281.t1
OG0005287	KAI3424281.1	scaffold12.g8287.t1
OG0005288	KAI3424298.1	scaffold12.g8290.t1
OG0005289	KAI3424299.1	scaffold12.g8291.t1
OG0005290	KAI3424326.1	scaffold12.g8292.t1
OG0005291	KAI3424277.1	scaffold12.g8294.t1
OG0005528	KAI3425102.1	scaffold16.g2.t1
OG0005529	KAI3425090.1	scaffold16.g12.t1
OG0005530	KAI3425084.1	scaffold16.g13.t1
OG0005531	KAI3425029.1	scaffold16.g24.t1
OG0005532	KAI3424884.1	scaffold16.g35.t1
OG0005534	KAI3424894.1	scaffold16.g49.t1
OG0005535	KAI3423904.1	scaffold16.g50.t1
OG0005536	KAI3425123.1	scaffold16.g57.t1
OG0005537	KAI3425306.1	scaffold16.g59.t1
OG0005538	KAI3425154.1	scaffold16.g66.t1
OG0005539	KAI3425173.1	scaffold16.g80.t1
OG0005541	KAI3424981.1	scaffold16.g95.t1
OG0005542	KAI3425178.1	scaffold16.g108.t1
OG0005543	KAI3425156.1	scaffold16.g114.t1
OG0005544	KAI3425304.1	scaffold16.g122.t1
OG0005545	KAI3425305.1	scaffold16.g127.t1
OG0005546	KAI3425284.1	scaffold16.g128.t1
OG0005547	KAI3425318.1, KAI3425317.1	scaffold16.g131.t1
OG0005548	KAI3425314.1	scaffold16.g133.t1
OG0005549	KAI3425315.1	scaffold16.g136.t1
OG0005551	KAI3425346.1	scaffold16.g147.t1
OG0005552	KAI3430587.1	scaffold13.g161.t1
OG0005553	KAI3430589.1	scaffold13.g164.t1
OG0005555	KAI3430451.1	scaffold13.g175.t1
OG0005556	KAI3424443.1	scaffold13.g183.t1
OG0005557	KAI3430443.1	scaffold13.g187.t1
OG0005558	KAI3430438.1	scaffold13.g192.t1
OG0005559	KAI3430416.1	scaffold13.g204.t1
OG0005560	KAI3430620.1	scaffold13.g226.t1
OG0005561	KAI3429302.1	scaffold13.g228.t1
OG0005562	KAI3430626.1	scaffold13.g235.t1
OG0005563	KAI3430643.1	scaffold13.g238.t1
OG0005564	KAI3430647.1	scaffold13.g242.t1
OG0005565	KAI3430639.1	scaffold13.g250.t1
OG0005566	KAI3430649.1	scaffold13.g259.t1
OG0005567	KAI3430652.1	scaffold13.g260.t1
OG0005568	KAI3430601.1	scaffold13.g280.t1
OG0005569	KAI3430606.1	scaffold13.g296.t1
OG0005570	KAI3426957.1	scaffold13.g308.t1
OG0005571	KAI3430369.1	scaffold13.g315.t1
OG0005573	KAI3430348.1	scaffold13.g334.t1
OG0005574	KAI3435776.1	scaffold13.g342.t1
OG0005575	KAI3430307.1	scaffold13.g352.t1
OG0005576	KAI3430293.1	scaffold13.g357.t1
OG0005577	KAI3430294.1	scaffold13.g359.t1
OG0005578	KAI3430296.1	scaffold13.g360.t1
OG0005579	KAI3430286.1	scaffold13.g369.t1
OG0005580	KAI3430278.1	scaffold13.g375.t1
OG0005581	KAI3430271.1	scaffold13.g385.t1
OG0005582	KAI3430252.1	scaffold13.g393.t1
OG0005583	KAI3430259.1	scaffold13.g395.t1
OG0005584	KAI3430226.1	scaffold13.g416.t1
OG0005586	KAI3431789.1	scaffold17.g428.t1
OG0005587	KAI3431745.1	scaffold17.g429.t1
OG0005588	KAI3431792.1	scaffold17.g441.t1
OG0005589	KAI3431747.1	scaffold17.g448.t1
OG0005590	KAI3431770.1	scaffold17.g459.t1
OG0005591	KAI3431796.1	scaffold17.g463.t1
OG0005592	KAI3426468.1	scaffold17.g502.t1
OG0005593	KAI3431645.1	scaffold17.g509.t1
OG0005594	KAI3431605.1	scaffold17.g529.t1
OG0005595	KAI3431653.1	scaffold17.g543.t1
OG0005597	KAI3431614.1	scaffold17.g581.t1
OG0005598	KAI3439064.1	scaffold5.g602.t1
OG0005599	KAI3439067.1	scaffold5.g610.t1
OG0005600	KAI3438965.1	scaffold5.g633.t1
OG0005603	KAI3426908.1	scaffold5.g654.t1
OG0005604	KAI3438933.1	scaffold5.g659.t1
OG0005605	KAI3431564.1	scaffold5.g666.t1
OG0005606	KAI3439003.1	scaffold5.g675.t1
OG0005607	KAI3438993.1	scaffold5.g685.t1
OG0005608	KAI3423861.1	scaffold5.g690.t1
OG0005609	KAI3432616.1	scaffold5.g705.t1
OG0005610	KAI3438792.1	scaffold5.g711.t1
OG0005612	KAI3438796.1	scaffold14.g1049.t1, scaffold5.g719.t1
OG0005613	KAI3438778.1	scaffold5.g729.t1
OG0005614	KAI3438767.1	scaffold5.g737.t1
OG0005615	KAI3438752.1	scaffold5.g746.t1
OG0005616	KAI3431648.1	scaffold5.g762.t1
OG0005617	KAI3438620.1	scaffold5.g763.t1
OG0005618	KAI3438865.1	scaffold5.g771.t1
OG0005619	KAI3427056.1	scaffold5.g774.t1
OG0005620	KAI3438891.1	scaffold5.g791.t1
OG0005621	KAI3438907.1	scaffold5.g806.t1
OG0005622	KAI3438893.1	scaffold5.g808.t1
OG0005623	KAI3438693.1	scaffold5.g827.t1
OG0005624	KAI3438732.1	scaffold5.g856.t1
OG0005625	KAI3438771.1	scaffold5.g860.t1
OG0005627	KAI3438814.1	scaffold5.g878.t1
OG0005628	KAI3438839.1	scaffold5.g889.t1
OG0005629	KAI3438717.1	scaffold5.g898.t1
OG0005631	KAI3438622.1, KAI3438623.1	scaffold5.g916.t1
OG0005632	KAI3438709.1	scaffold5.g924.t1
OG0005634	KAI3438284.1	scaffold5.g955.t1
OG0005635	KAI3438589.1	scaffold5.g974.t1
OG0005637	KAI3438607.1	scaffold5.g979.t1
OG0005638	KAI3430605.1	scaffold1.g5415.t1, scaffold5.g992.t1
OG0005639	KAI3428735.1	scaffold5.g1002.t1
OG0005640	KAI3431272.1	scaffold5.g1006.t1
OG0005641	KAI3426837.1	scaffold14.g1027.t1
OG0005642	KAI3426842.1	scaffold14.g1030.t1
OG0005643	KAI3426846.1	scaffold14.g1035.t1
OG0005644	KAI3426862.1	scaffold14.g1038.t1
OG0005645	KAI3438999.1	scaffold14.g1050.t1
OG0005646	KAI3426929.1	scaffold14.g1074.t1
OG0005647	KAI3426914.1	scaffold14.g1075.t1
OG0005648	KAI3424310.1	scaffold14.g1082.t1
OG0005649	KAI3426934.1	scaffold14.g1092.t1
OG0005651	KAI3435719.1	scaffold14.g1118.t1
OG0005652	KAI3433482.1	scaffold10.g2447.t1, scaffold14.g1122.t1
OG0005653	KAI3438157.1	scaffold14.g1124.t1
OG0005654	KAI3436772.1	scaffold14.g1134.t1
OG0005655	KAI3427015.1	scaffold14.g1150.t1
OG0005656	KAI3426994.1	scaffold14.g1166.t1
OG0005657	KAI3426967.1	scaffold14.g1172.t1
OG0005658	KAI3433518.1	scaffold14.g1192.t1
OG0005661	KAI3427116.1	scaffold14.g1217.t1
OG0005662	KAI3423860.1	scaffold14.g1221.t1
OG0005663	KAI3437914.1	scaffold14.g1232.t1
OG0005664	KAI3427045.1	scaffold14.g1255.t1
OG0005665	KAI3427058.1	scaffold14.g1266.t1
OG0005666	KAI3427164.1	scaffold14.g1277.t1
OG0005667	KAI3427196.1	scaffold14.g1289.t1
OG0005668	KAI3432784.1, KAI3430736.1	scaffold14.g1295.t1
OG0005669	KAI3427051.1	scaffold14.g1299.t1
OG0005670	KAI3427053.1	scaffold14.g1303.t1
OG0005672	KAI3427229.1	scaffold14.g1331.t1
OG0005673	KAI3427245.1	scaffold14.g1335.t1
OG0005674	KAI3427270.1	scaffold14.g1344.t1
OG0005675	KAI3427271.1	scaffold14.g1347.t1
OG0005676	KAI3432619.1	scaffold14.g1352.t1
OG0005677	KAI3436804.1	scaffold8.g1366.t1
OG0005678	KAI3436696.1	scaffold8.g1397.t1
OG0005679	KAI3437947.1	scaffold8.g1400.t1
OG0005680	KAI3436850.1	scaffold8.g1406.t1
OG0005681	KAI3424215.1	scaffold8.g1410.t1
OG0005682	KAI3436784.1	scaffold8.g1427.t1
OG0005683	KAI3436768.1	scaffold8.g1434.t1
OG0005684	KAI3438975.1	scaffold8.g1455.t1
OG0005685	KAI3436882.1	scaffold8.g1458.t1
OG0005686	KAI3435488.1	scaffold8.g1475.t1
OG0005688	KAI3435494.1	scaffold8.g1483.t1
OG0005689	KAI3435500.1	scaffold8.g1491.t1
OG0005690	KAI3435506.1	scaffold8.g1505.t1
OG0005691	KAI3435523.1	scaffold8.g1510.t1
OG0005692	KAI3436363.1	scaffold3.g6627.t1, scaffold8.g1521.t1
OG0005693	KAI3435538.1	scaffold8.g1532.t1
OG0005694	KAI3435561.1	scaffold8.g1541.t1
OG0005695	KAI3434733.1	scaffold8.g1570.t1
OG0005696	KAI3434500.1	scaffold8.g1571.t1
OG0005697	KAI3434503.1, KAI3434504.1	scaffold8.g1575.t1
OG0005698	KAI3434513.1	scaffold8.g1611.t1
OG0005699	KAI3423975.1	scaffold8.g1623.t1
OG0005700	KAI3432335.1	scaffold8.g1627.t1
OG0005701	KAI3434489.1	scaffold8.g1634.t1
OG0005702	KAI3434488.1	scaffold8.g1635.t1
OG0005704	KAI3434700.1	scaffold8.g1644.t1
OG0005705	KAI3434499.1	scaffold8.g1674.t1
OG0005706	KAI3427439.1	scaffold8.g1675.t1
OG0005707	KAI3435852.1	scaffold8.g1676.t1
OG0005708	KAI3423961.1	scaffold8.g1711.t1
OG0005710	KAI3437764.1	scaffold19.g1776.t1
OG0005711	KAI3437809.1	scaffold19.g1795.t1
OG0005712	KAI3438973.1, KAI3438972.1	scaffold19.g1801.t1
OG0005713	KAI3425246.1	scaffold19.g1816.t1
OG0005714	KAI3437730.1	scaffold19.g1844.t1
OG0005716	KAI3437590.1	scaffold19.g1855.t1
OG0005717	KAI3437797.1	scaffold19.g1857.t1
OG0005718	KAI3437800.1	scaffold19.g1858.t1
OG0005719	KAI3437616.1	scaffold19.g1874.t1
OG0005720	KAI3428374.1	scaffold18.g1895.t1
OG0005721	KAI3428380.1	scaffold18.g1897.t1
OG0005723	KAI3428143.1	scaffold18.g1945.t1
OG0005724	KAI3428125.1	scaffold18.g1952.t1
OG0005725	KAI3428187.1	scaffold18.g1954.t1
OG0005726	KAI3428188.1	scaffold18.g1955.t1
OG0005727	KAI3428767.1	scaffold18.g1976.t1
OG0005728	KAI3424748.1	scaffold18.g1979.t1
OG0005729	KAI3428763.1	scaffold18.g1980.t1
OG0005730	KAI3428105.1	scaffold18.g1990.t1
OG0005731	KAI3428679.1	scaffold18.g1991.t1
OG0005732	KAI3428223.1	scaffold18.g2007.t1
OG0005733	KAI3428209.1	scaffold18.g2052.t1
OG0005734	KAI3428266.1	scaffold18.g2055.t1
OG0005736	KAI3438088.1	scaffold21.g2068.t1
OG0005737	KAI3438234.1	scaffold21.g2079.t1
OG0005738	KAI3438329.1	scaffold21.g2085.t1
OG0005739	KAI3438225.1	scaffold21.g2095.t1
OG0005740	KAI3437974.1	scaffold21.g2118.t1
OG0005741	KAI3437973.1	scaffold21.g2119.t1
OG0005742	KAI3432836.1	scaffold21.g2123.t1
OG0005743	KAI3438111.1	scaffold21.g2135.t1
OG0005744	KAI3424710.1	scaffold21.g2158.t1
OG0005746	KAI3424963.1	scaffold21.g2203.t1
OG0005747	KAI3424964.1	scaffold21.g2204.t1
OG0005748	KAI3423898.1	scaffold21.g2214.t1
OG0005749	KAI3424741.1	scaffold21.g2222.t1
OG0005750	KAI3431279.1	scaffold10.g2240.t1
OG0005751	KAI3431304.1	scaffold10.g2279.t1
OG0005752	KAI3431307.1	scaffold10.g2282.t1
OG0005753	KAI3426230.1	scaffold10.g2287.t1
OG0005754	KAI3431330.1	scaffold10.g2313.t1
OG0005755	KAI3428231.1	scaffold10.g2320.t1
OG0005756	KAI3431435.1	scaffold10.g2345.t1
OG0005757	KAI3431389.1	scaffold10.g2351.t1
OG0005759	KAI3431392.1	scaffold10.g2368.t1
OG0005760	KAI3431386.1	scaffold10.g2378.t1
OG0005761	KAI3431456.1	scaffold10.g2383.t1
OG0005763	KAI3431495.1	scaffold10.g2418.t1
OG0005764	KAI3438964.1	scaffold10.g2424.t1
OG0005765	KAI3431504.1	scaffold10.g2449.t1
OG0005766	KAI3431555.1	scaffold10.g2454.t1
OG0005767	KAI3431551.1	scaffold10.g2459.t1
OG0005768	KAI3431528.1	scaffold10.g2465.t1
OG0005769	KAI3431804.1	scaffold10.g2471.t1
OG0005771	KAI3430777.1	scaffold10.g2492.t1
OG0005772	KAI3438301.1	scaffold6.g2517.t1
OG0005773	KAI3428718.1	scaffold6.g2540.t1
OG0005774	KAI3432599.1	scaffold6.g2542.t1
OG0005775	KAI3432609.1	scaffold6.g2544.t1
OG0005776	KAI3424915.1	scaffold6.g2552.t1
OG0005777	KAI3428740.1	scaffold6.g2557.t1
OG0005778	KAI3428757.1	scaffold6.g2562.t1
OG0005779	KAI3428347.1	scaffold6.g2576.t1
OG0005781	KAI3428355.1	scaffold6.g2582.t1
OG0005782	KAI3428287.1	scaffold6.g2585.t1
OG0005783	KAI3428304.1	scaffold6.g2597.t1
OG0005784	KAI3428309.1	scaffold6.g2607.t1
OG0005785	KAI3428326.1	scaffold6.g2611.t1
OG0005786	KAI3436869.1	scaffold6.g2620.t1
OG0005787	KAI3436661.1	scaffold6.g2658.t1
OG0005788	KAI3436559.1	scaffold6.g2673.t1
OG0005789	KAI3436558.1	scaffold6.g2674.t1
OG0005790	KAI3426065.1	scaffold6.g2692.t1
OG0005791	KAI3427347.1	scaffold6.g2702.t1
OG0005792	KAI3428831.1	scaffold6.g2716.t1
OG0005793	KAI3436438.1	scaffold6.g2720.t1
OG0005795	KAI3436644.1	scaffold6.g2735.t1
OG0005797	KAI3436623.1	scaffold6.g2752.t1
OG0005798	KAI3429803.1	scaffold6.g2758.t1
OG0005799	KAI3436612.1	scaffold6.g2771.t1
OG0005801	KAI3432297.1	scaffold6.g2773.t1, scaffold7.g3680.t1
OG0005802	KAI3430219.1	scaffold6.g2778.t1
OG0005803	KAI3436495.1	scaffold6.g2791.t1
OG0005804	KAI3426469.1	scaffold6.g2811.t1
OG0005805	KAI3436574.1	scaffold6.g2825.t1
OG0005806	KAI3436733.1	scaffold6.g2834.t1
OG0005807	KAI3432592.1	scaffold6.g2837.t1
OG0005808	KAI3438180.1	scaffold6.g2849.t1
OG0005809	KAI3428811.1	scaffold6.g2850.t1
OG0005810	KAI3436730.1	scaffold6.g2860.t1
OG0005811	KAI3436726.1	scaffold6.g2861.t1
OG0005812	KAI3436711.1	scaffold6.g2880.t1
OG0005813	KAI3436504.1	scaffold6.g2885.t1
OG0005814	KAI3436498.1	scaffold6.g2891.t1
OG0005815	KAI3437836.1	scaffold6.g2897.t1
OG0005816	KAI3436423.1	scaffold6.g2898.t1
OG0005817	KAI3436414.1	scaffold6.g2905.t1
OG0005818	KAI3434819.1	scaffold24.g2922.t1
OG0005819	KAI3436373.1	scaffold24.g2924.t1
OG0005820	KAI3425382.1	scaffold24.g2926.t1
OG0005822	KAI3425298.1	scaffold24.g2954.t1
OG0005823	KAI3425225.1	scaffold24.g2957.t1
OG0005824	KAI3425209.1	scaffold24.g2969.t1
OG0005825	KAI3425201.1	scaffold24.g2980.t1
OG0005826	KAI3429293.1	scaffold9.g2995.t1
OG0005827	KAI3429286.1	scaffold9.g3001.t1
OG0005828	KAI3426199.1	scaffold9.g3006.t1
OG0005829	KAI3429254.1	scaffold9.g3016.t1
OG0005830	KAI3429423.1	scaffold9.g3029.t1
OG0005831	KAI3432282.1	scaffold9.g3031.t1
OG0005832	KAI3429437.1	scaffold9.g3050.t1
OG0005833	KAI3429452.1	scaffold9.g3053.t1
OG0005834	KAI3429455.1, KAI3429456.1	scaffold9.g3056.t1
OG0005835	KAI3428687.1	scaffold9.g3067.t1
OG0005836	KAI3429439.1	scaffold9.g3068.t1
OG0005837	KAI3429441.1	scaffold9.g3071.t1
OG0005838	KAI3429479.1	scaffold9.g3073.t1
OG0005839	KAI3429482.1	scaffold9.g3075.t1
OG0005840	KAI3429473.1	scaffold9.g3082.t1
OG0005841	KAI3429471.1	scaffold9.g3093.t1
OG0005842	KAI3429485.1	scaffold9.g3096.t1
OG0005843	KAI3429507.1	scaffold9.g3108.t1
OG0005844	KAI3429500.1	scaffold9.g3111.t1
OG0005845	KAI3429510.1	scaffold9.g3116.t1
OG0005846	KAI3429372.1	scaffold9.g3124.t1
OG0005847	KAI3429381.1	scaffold9.g3128.t1
OG0005848	KAI3429380.1	scaffold9.g3129.t1
OG0005849	KAI3429545.1	scaffold9.g3141.t1
OG0005850	KAI3429551.1	scaffold9.g3154.t1
OG0005851	KAI3429535.1	scaffold9.g3156.t1
OG0005852	KAI3429534.1	scaffold9.g3157.t1
OG0005853	KAI3429357.1	scaffold9.g3173.t1
OG0005854	KAI3432298.1	scaffold9.g3176.t1
OG0005855	KAI3429365.1	scaffold9.g3182.t1
OG0005856	KAI3429355.1	scaffold9.g3185.t1
OG0005857	KAI3429344.1	scaffold9.g3191.t1
OG0005858	KAI3429340.1	scaffold9.g3194.t1
OG0005859	KAI3429334.1	scaffold9.g3201.t1
OG0005860	KAI3429232.1	scaffold9.g3214.t1
OG0005861	KAI3429311.1	scaffold9.g3224.t1
OG0005862	KAI3429237.1	scaffold9.g3230.t1
OG0005863	KAI3429634.1	scaffold9.g3236.t1
OG0005864	KAI3429635.1	scaffold9.g3237.t1
OG0005865	KAI3429589.1	scaffold9.g3242.t1
OG0005866	KAI3429393.1	scaffold9.g3253.t1
OG0005867	KAI3436608.1	scaffold9.g3263.t1
OG0005868	KAI3433356.1	scaffold9.g3273.t1
OG0005869	KAI3429784.1	scaffold9.g3280.t1
OG0005870	KAI3429759.1	scaffold9.g3292.t1
OG0005871	KAI3438170.1	scaffold9.g3296.t1
OG0005873	KAI3432873.1	scaffold26.g3320.t1
OG0005874	KAI3426937.1	scaffold26.g3329.t1
OG0005875	KAI3425237.1	scaffold26.g3334.t1
OG0005876	KAI3432772.1	scaffold26.g3345.t1
OG0005877	KAI3432753.1	scaffold26.g3346.t1
OG0005878	KAI3432223.1	scaffold26.g3351.t1
OG0005879	KAI3432379.1	scaffold26.g3360.t1
OG0005880	KAI3432760.1	scaffold26.g3363.t1
OG0005881	KAI3431612.1	scaffold26.g3369.t1
OG0005882	KAI3424715.1	scaffold7.g3374.t1
OG0005883	KAI3434981.1	scaffold7.g3379.t1
OG0005884	KAI3435025.1	scaffold7.g3391.t1
OG0005885	KAI3435019.1	scaffold7.g3394.t1
OG0005886	KAI3435021.1	scaffold7.g3399.t1
OG0005887	KAI3435020.1	scaffold7.g3400.t1
OG0005888	KAI3435005.1	scaffold7.g3402.t1
OG0005889	KAI3434992.1	scaffold7.g3404.t1
OG0005890	KAI3434776.1	scaffold7.g3413.t1
OG0005891	KAI3434779.1	scaffold7.g3414.t1
OG0005892	KAI3434884.1	scaffold7.g3437.t1
OG0005893	KAI3434917.1	scaffold7.g3480.t1
OG0005894	KAI3424786.1	scaffold7.g3491.t1
OG0005895	KAI3434907.1	scaffold7.g3504.t1
OG0005896	KAI3434914.1	scaffold7.g3506.t1
OG0005897	KAI3434814.1	scaffold7.g3518.t1
OG0005898	KAI3423436.1	scaffold7.g3535.t1
OG0005899	KAI3434816.1	scaffold7.g3566.t1
OG0005900	KAI3434830.1	scaffold7.g3588.t1
OG0005901	KAI3434699.1	scaffold7.g3597.t1
OG0005902	KAI3433587.1	scaffold7.g3606.t1
OG0005904	KAI3434658.1	scaffold7.g3624.t1
OG0005905	KAI3434692.1	scaffold7.g3632.t1
OG0005906	KAI3434714.1	scaffold7.g3635.t1
OG0005907	KAI3438179.1	scaffold7.g3636.t1
OG0005908	KAI3434676.1	scaffold7.g3637.t1
OG0005909	KAI3434670.1	scaffold7.g3640.t1
OG0005910	KAI3434668.1	scaffold7.g3660.t1
OG0005911	KAI3434667.1	scaffold7.g3661.t1
OG0005912	KAI3434756.1	scaffold7.g3666.t1
OG0005913	KAI3432217.1	scaffold7.g3670.t1
OG0005914	KAI3434738.1	scaffold7.g3674.t1
OG0005915	KAI3434749.1	scaffold7.g3685.t1
OG0005916	KAI3433474.1	scaffold7.g3700.t1
OG0005917	KAI3427059.1	scaffold7.g3707.t1
OG0005919	KAI3434628.1	scaffold7.g3724.t1
OG0005921	KAI3434517.1	scaffold7.g3755.t1
OG0005923	KAI3429789.1	scaffold11.g3838.t1
OG0005924	KAI3429814.1	scaffold11.g3863.t1
OG0005925	KAI3429855.1	scaffold11.g3873.t1
OG0005926	KAI3430679.1	scaffold11.g3889.t1
OG0005928	KAI3429809.1	scaffold11.g3905.t1
OG0005929	KAI3429603.1	scaffold11.g3920.t1
OG0005930	KAI3429599.1	scaffold11.g3924.t1
OG0005931	KAI3429651.1	scaffold11.g3944.t1
OG0005932	KAI3429647.1	scaffold11.g3947.t1
OG0005933	KAI3429677.1	scaffold11.g3953.t1
OG0005934	KAI3429684.1	scaffold11.g3978.t1
OG0005935	KAI3429709.1	scaffold11.g3981.t1
OG0005936	KAI3429561.1	scaffold11.g3996.t1
OG0005937	KAI3434484.1	scaffold11.g4016.t1
OG0005939	KAI3430692.1	scaffold11.g4043.t1
OG0005940	KAI3432571.1	scaffold11.g4054.t1
OG0005941	KAI3434519.1	scaffold11.g4058.t1
OG0005942	KAI3426329.1	scaffold11.g4060.t1
OG0005943	KAI3434518.1	scaffold11.g4063.t1
OG0005944	KAI3434388.1	scaffold23.g4084.t1
OG0005945	KAI3434396.1	scaffold23.g4088.t1
OG0005946	KAI3425322.1	scaffold23.g4124.t1
OG0005947	KAI3426417.1	scaffold23.g4155.t1
OG0005948	KAI3427008.1	scaffold23.g4163.t1
OG0005949	KAI3426112.1	scaffold23.g4169.t1
OG0005950	KAI3426118.1	scaffold23.g4178.t1
OG0005952	KAI3432661.1	scaffold23.g4189.t1
OG0005953	KAI3426107.1	scaffold15.g4202.t1
OG0005954	KAI3426328.1	scaffold15.g4224.t1
OG0005955	KAI3426358.1	scaffold15.g4233.t1
OG0005956	KAI3426348.1	scaffold15.g4240.t1
OG0005957	KAI3426362.1	scaffold15.g4250.t1
OG0005958	KAI3426344.1	scaffold15.g4254.t1
OG0005959	KAI3426372.1	scaffold15.g4264.t1
OG0005960	KAI3426374.1	scaffold15.g4266.t1
OG0005962	KAI3426388.1	scaffold15.g4281.t1
OG0005964	KAI3426384.1	scaffold15.g4293.t1
OG0005965	KAI3426445.1	scaffold15.g4304.t1
OG0005966	KAI3426444.1	scaffold15.g4305.t1
