Orthogroup	oneline_A99_genome_proteins	oneline_m_conductrix_genome_proteins
OG0004774	scaffold2.g6873.t1	PSC75785.1
OG0004775	scaffold2.g6874.t1	PSC74455.1
OG0004776	scaffold2.g6875.t1	PSC74714.1
OG0004777	scaffold2.g6876.t1	PSC71128.1
OG0004778	scaffold2.g6877.t1	PSC74647.1
OG0004779	scaffold2.g6878.t1	PSC74364.1
OG0004780	scaffold2.g6880.t1	PSC74752.1
OG0004781	scaffold2.g6881.t1	PSC74772.1
OG0004782	scaffold2.g6884.t1	PSC74503.1
OG0004783	scaffold2.g6885.t1	PSC74366.1
OG0004784	scaffold2.g6891.t1	PSC69825.1
OG0004785	scaffold2.g6893.t1	PSC74561.1
OG0004786	scaffold2.g6895.t1	PSC74461.1
OG0004787	scaffold2.g6909.t1	PSC69480.1
OG0004788	scaffold2.g6914.t1	PSC74133.1
OG0004789	scaffold2.g6916.t1	PSC74207.1
OG0004790	scaffold2.g6920.t1	PSC73615.1
OG0004791	scaffold2.g6925.t1	PSC74045.1
OG0004792	scaffold2.g6929.t1	PSC68853.1
OG0004793	scaffold2.g6930.t1	PSC74086.1
OG0004794	scaffold2.g6931.t1	PSC74343.1
OG0004795	scaffold2.g6933.t1	PSC74092.1
OG0004796	scaffold2.g6934.t1	PSC74178.1
OG0004797	scaffold2.g6935.t1	PSC74303.1
OG0004798	scaffold2.g6936.t1	PSC73990.1
OG0004799	scaffold2.g6942.t1	PSC74082.1
OG0004800	scaffold2.g6944.t1	PSC74098.1
OG0004801	scaffold2.g6948.t1	PSC74166.1
OG0004802	scaffold2.g6951.t1	PSC68996.1
OG0004803	scaffold2.g6953.t1	PSC74185.1
OG0004804	scaffold2.g6954.t1	PSC74112.1
OG0004805	scaffold2.g6956.t1	PSC74060.1
OG0004806	scaffold2.g6957.t1	PSC74158.1
OG0004807	scaffold2.g6959.t1	PSC73983.1
OG0004808	scaffold2.g6970.t1	PSC75995.1
OG0004809	scaffold2.g6972.t1	PSC74057.1
OG0004811	scaffold2.g6974.t1	PSC74103.1
OG0004812	scaffold2.g6983.t1	PSC74143.1
OG0004813	scaffold2.g6986.t1	PSC69870.1
OG0004814	scaffold2.g6987.t1	PSC74317.1
OG0004815	scaffold2.g6991.t1	PSC74228.1
OG0004816	scaffold2.g6992.t1	PSC74210.1
OG0004817	scaffold2.g6998.t1	PSC74229.1
OG0004818	scaffold2.g6999.t1	PSC74074.1
OG0004819	scaffold2.g7000.t1	PSC74349.1
OG0004820	scaffold2.g7006.t1	PSC74226.1
OG0004821	scaffold2.g7008.t1	PSC74024.1
OG0004822	scaffold2.g7009.t1	PSC74090.1
OG0004823	scaffold2.g7012.t1	PSC74351.1
OG0004824	scaffold2.g7022.t1	PSC74281.1
OG0004825	scaffold2.g7025.t1	PSC74124.1
OG0004826	scaffold2.g7026.t1	PSC73955.1
OG0004827	scaffold2.g7029.t1	PSC69754.1
OG0004828	scaffold2.g7034.t1	PSC74195.1
OG0004829	scaffold2.g7037.t1	PSC74299.1
OG0004830	scaffold2.g7042.t1	PSC74053.1
OG0004831	scaffold2.g7045.t1	PSC73985.1
OG0004832	scaffold2.g7049.t1	PSC71883.1
OG0004833	scaffold2.g7051.t1	PSC74267.1
OG0004834	scaffold2.g7052.t1	PSC74037.1
OG0004835	scaffold2.g7054.t1	PSC75970.1
OG0004836	scaffold2.g7057.t1	PSC74146.1
OG0004837	scaffold2.g7059.t1	PSC75181.1
OG0004838	scaffold2.g7060.t1	PSC67780.1
OG0004840	scaffold2.g7070.t1	PSC75814.1
OG0004841	scaffold2.g7072.t1	PSC75513.1
OG0004842	scaffold2.g7073.t1	PSC73368.1
OG0004843	scaffold2.g7075.t1	PSC75557.1
OG0004844	scaffold2.g7083.t1	PSC67807.1
OG0004845	scaffold2.g7084.t1	PSC68058.1
OG0004846	scaffold2.g7085.t1	PSC68037.1
OG0004847	scaffold2.g7088.t1	PSC70542.1
OG0004848	scaffold2.g7096.t1	PSC76553.1
OG0004849	scaffold2.g7099.t1	PSC75558.1
OG0004850	scaffold2.g7102.t1	PSC75339.1
OG0004851	scaffold2.g7104.t1	PSC75793.1
OG0004852	scaffold2.g7108.t1	PSC75301.1
OG0004853	scaffold2.g7113.t1	PSC75382.1
OG0004854	scaffold2.g7119.t1	PSC75560.1
OG0004855	scaffold2.g7138.t1	PSC68485.1
OG0004856	scaffold2.g7140.t1	PSC69831.1
OG0004857	scaffold2.g7142.t1	PSC75436.1
OG0004858	scaffold2.g7144.t1	PSC74985.1
OG0004859	scaffold2.g7145.t1	PSC68419.1
OG0004860	scaffold2.g7146.t1	PSC73633.1
OG0004861	scaffold2.g7147.t1	PSC73915.1
OG0004862	scaffold2.g7150.t1	PSC71756.1
OG0004863	scaffold2.g7151.t1	PSC70744.1
OG0004864	scaffold2.g7153.t1	PSC71770.1
OG0004865	scaffold2.g7154.t1	PSC71725.1
OG0004866	scaffold2.g7156.t1	PSC71679.1
OG0004867	scaffold2.g7157.t1	PSC71681.1
OG0004868	scaffold2.g7160.t1	PSC68566.1
OG0004869	scaffold2.g7164.t1	PSC71761.1
OG0004870	scaffold2.g7169.t1	PSC71749.1
OG0004872	scaffold2.g7179.t1	PSC71840.1
OG0004873	scaffold2.g7187.t1	PSC70688.1
OG0004874	scaffold2.g7195.t1	PSC72985.1
OG0004875	scaffold2.g7196.t1	PSC72997.1
OG0004876	scaffold2.g7200.t1	PSC67166.1
OG0004877	scaffold2.g7202.t1	PSC71806.1
OG0004878	scaffold2.g7210.t1	PSC71684.1
OG0004879	scaffold2.g7211.t1	PSC71689.1, PSC71688.1
OG0004880	scaffold2.g7214.t1	PSC71734.1
OG0004881	scaffold2.g7221.t1	PSC76200.1
OG0004882	scaffold2.g7222.t1	PSC76272.1
OG0004883	scaffold2.g7223.t1	PSC77009.1
OG0004884	scaffold2.g7225.t1	PSC76022.1
OG0004885	scaffold2.g7226.t1	PSC76890.1
OG0004886	scaffold2.g7228.t1	PSC71800.1
OG0004887	scaffold2.g7229.t1	PSC71682.1
OG0004888	scaffold2.g7231.t1	PSC71677.1
OG0004889	scaffold2.g7232.t1	PSC71733.1
OG0004890	scaffold2.g7239.t1	PSC73872.1
OG0004891	scaffold2.g7241.t1	PSC76980.1
OG0004892	scaffold2.g7242.t1	PSC77007.1
OG0004893	scaffold2.g7243.t1	PSC76774.1
OG0004894	scaffold2.g7246.t1	PSC76287.1
OG0004895	scaffold2.g7256.t1	PSC76357.1
OG0004896	scaffold2.g7257.t1	PSC76416.1
OG0004897	scaffold2.g7258.t1	PSC76116.1
OG0004898	scaffold2.g7260.t1	PSC76139.1
OG0004899	scaffold2.g7262.t1	PSC76059.1
OG0004900	scaffold2.g7264.t1	PSC76983.1
OG0004901	scaffold2.g7267.t1	PSC72325.1
OG0004902	scaffold2.g7269.t1	PSC76071.1
OG0004903	scaffold2.g7270.t1	PSC76196.1
OG0004904	scaffold2.g7274.t1	PSC76513.1
OG0004905	scaffold2.g7277.t1	PSC77031.1
OG0004906	scaffold2.g7282.t1	PSC71715.1
OG0004907	scaffold2.g7283.t1	PSC73550.1
OG0004908	scaffold2.g7284.t1	PSC73803.1
OG0004909	scaffold2.g7285.t1	PSC73598.1
OG0004910	scaffold2.g7298.t1	PSC70799.1
OG0004911	scaffold2.g7303.t1	PSC76261.1
OG0004912	scaffold2.g7308.t1	PSC76949.1
OG0004913	scaffold2.g7310.t1	PSC76784.1
OG0004914	scaffold2.g7313.t1	PSC76209.1
OG0004915	scaffold2.g7314.t1	PSC76506.1
OG0004916	scaffold2.g7316.t1	PSC76776.1
OG0004917	scaffold2.g7317.t1	PSC76611.1
OG0004918	scaffold2.g7318.t1	PSC76526.1
OG0004919	scaffold2.g7319.t1	PSC77023.1
OG0004920	scaffold2.g7321.t1	PSC76102.1
OG0004921	scaffold2.g7326.t1	PSC70790.1
OG0004922	scaffold2.g7331.t1	PSC70766.1
OG0004923	scaffold2.g7336.t1	PSC70687.1
OG0004924	scaffold2.g7340.t1	PSC70658.1, PSC70659.1
OG0004925	scaffold2.g7341.t1	PSC70662.1
OG0004926	scaffold2.g7342.t1	PSC70654.1
OG0004927	scaffold2.g7349.t1	PSC70806.1
OG0004928	scaffold2.g7353.t1	PSC70750.1
OG0004929	scaffold2.g7354.t1	PSC70666.1
OG0004930	scaffold2.g7355.t1	PSC72161.1
OG0004931	scaffold2.g7358.t1	PSC73670.1
OG0004932	scaffold2.g7363.t1	PSC76576.1
OG0004933	scaffold2.g7364.t1	PSC76350.1
OG0004934	scaffold2.g7365.t1	PSC76277.1
OG0004935	scaffold2.g7366.t1	PSC72379.1
OG0004936	scaffold2.g7370.t1	PSC76626.1
OG0004937	scaffold2.g7378.t1	PSC71397.1
OG0004938	scaffold2.g7384.t1	PSC70485.1
OG0004939	scaffold2.g7386.t1	PSC70390.1
OG0004940	scaffold2.g7387.t1	PSC70316.1
OG0004941	scaffold2.g7396.t1	PSC70312.1
OG0004942	scaffold2.g7399.t1	PSC70391.1
OG0004943	scaffold2.g7400.t1	PSC70437.1
OG0004944	scaffold2.g7407.t1	PSC70304.1, PSC70448.1
OG0004945	scaffold2.g7408.t1	PSC70310.1
OG0004946	scaffold2.g7410.t1	PSC70439.1
OG0004947	scaffold2.g7411.t1	PSC70369.1
OG0004948	scaffold2.g7412.t1	PSC70372.1
OG0004949	scaffold2.g7416.t1	PSC70357.1
OG0004950	scaffold2.g7417.t1	PSC70470.1
OG0004951	scaffold2.g7419.t1	PSC70383.1
OG0004952	scaffold2.g7421.t1	PSC70355.1
OG0004953	scaffold2.g7426.t1	PSC68051.1
OG0004954	scaffold2.g7429.t1	PSC70944.1
OG0004955	scaffold2.g7436.t1	PSC70300.1
OG0004956	scaffold2.g7437.t1	PSC70888.1
OG0004957	scaffold2.g7438.t1	PSC70913.1
OG0004958	scaffold2.g7443.t1	PSC68046.1
OG0004959	scaffold2.g7453.t1	PSC67915.1
OG0004960	scaffold2.g7457.t1	PSC68012.1
OG0004961	scaffold2.g7459.t1	PSC67747.1
OG0004962	scaffold2.g7460.t1	PSC67751.1, PSC67750.1
OG0004963	scaffold2.g7462.t1	PSC67728.1
OG0004964	scaffold2.g7463.t1	PSC68060.1
OG0004965	scaffold2.g7464.t1	PSC68077.1
OG0004966	scaffold2.g7469.t1	PSC68068.1
OG0004967	scaffold2.g7473.t1	PSC68019.1
OG0004968	scaffold2.g7476.t1	PSC68056.1
OG0004969	scaffold2.g7477.t1	PSC68049.1
OG0004970	scaffold2.g7478.t1	PSC68027.1
OG0004971	scaffold2.g7480.t1	PSC68038.1
OG0004972	scaffold2.g7487.t1	PSC70174.1
OG0004973	scaffold2.g7490.t1	PSC70249.1
OG0004974	scaffold2.g7491.t1	PSC70205.1
OG0004975	scaffold2.g7495.t1	PSC67318.1
OG0004976	scaffold2.g7498.t1	PSC75016.1
OG0004977	scaffold2.g7510.t1	PSC74165.1
OG0004978	scaffold2.g7513.t1	PSC70153.1
OG0004979	scaffold2.g7514.t1	PSC70165.1
OG0004980	scaffold2.g7516.t1	PSC70180.1
OG0004981	scaffold2.g7518.t1	PSC70227.1
OG0004982	scaffold2.g7520.t1	PSC70186.1
OG0004983	scaffold2.g7521.t1	PSC70225.1
OG0004984	scaffold2.g7522.t1	PSC70226.1
OG0004985	scaffold2.g7523.t1	PSC70173.1, PSC73453.1
OG0004986	scaffold2.g7525.t1	PSC70199.1
OG0004987	scaffold2.g7526.t1	PSC70222.1
OG0004988	scaffold2.g7527.t1	PSC70284.1
OG0004989	scaffold2.g7528.t1	PSC67730.1
OG0004990	scaffold2.g7529.t1	PSC67738.1
OG0004991	scaffold2.g7532.t1	PSC67734.1
OG0004992	scaffold2.g7535.t1	PSC70187.1
OG0004993	scaffold28.g7539.t1	PSC74677.1
OG0004994	scaffold28.g7546.t1	PSC70333.1
OG0004995	scaffold28.g7547.t1	PSC70432.1
OG0004996	scaffold28.g7550.t1, scaffold28.g7551.t1	PSC70467.1
OG0004997	scaffold28.g7552.t1	PSC69592.1
OG0004998	scaffold28.g7556.t1	PSC70434.1
OG0004999	scaffold28.g7557.t1	PSC70409.1
OG0005000	scaffold28.g7558.t1	PSC70445.1
OG0005001	scaffold28.g7562.t1	PSC70371.1
OG0005002	scaffold28.g7565.t1	PSC70327.1
OG0005003	scaffold28.g7568.t1	PSC70463.1
OG0005004	scaffold28.g7574.t1	PSC70462.1
OG0005005	scaffold28.g7577.t1	PSC70370.1
OG0005006	scaffold28.g7579.t1	PSC70308.1
OG0005007	scaffold28.g7587.t1	PSC70351.1
OG0005008	scaffold28.g7588.t1	PSC70367.1
OG0005009	scaffold28.g7589.t1	PSC70388.1
OG0005010	scaffold28.g7594.t1	PSC70322.1
OG0005011	scaffold28.g7596.t1	PSC70482.1
OG0005012	scaffold28.g7597.t1	PSC70382.1
OG0005013	scaffold28.g7598.t1	PSC70339.1
OG0005014	scaffold28.g7599.t1	PSC70481.1
OG0005015	scaffold28.g7600.t1	PSC70447.1
OG0005016	scaffold28.g7601.t1	PSC67530.1
OG0005017	scaffold20.g7603.t1	PSC72317.1
OG0005018	scaffold20.g7609.t1	PSC71136.1
OG0005019	scaffold20.g7612.t1	PSC71215.1
OG0005020	scaffold20.g7614.t1	PSC71090.1
OG0005021	scaffold20.g7617.t1	PSC71205.1
OG0005022	scaffold20.g7618.t1	PSC71132.1
OG0005023	scaffold20.g7621.t1	PSC71109.1
OG0005024	scaffold20.g7622.t1	PSC71022.1
OG0005025	scaffold20.g7623.t1	PSC71089.1
OG0005026	scaffold20.g7626.t1	PSC71154.1
OG0005027	scaffold20.g7627.t1	PSC71099.1
OG0005028	scaffold20.g7630.t1	PSC71189.1
OG0005029	scaffold20.g7632.t1	PSC71141.1
OG0005031	scaffold20.g7636.t1	PSC71076.1
OG0005032	scaffold20.g7637.t1	PSC71157.1
OG0005033	scaffold20.g7640.t1	PSC71053.1
OG0005034	scaffold20.g7642.t1	PSC71064.1
OG0005035	scaffold20.g7644.t1	PSC71052.1
OG0005036	scaffold20.g7645.t1	PSC71188.1
OG0005037	scaffold20.g7647.t1	PSC71118.1
OG0005038	scaffold20.g7649.t1	PSC71107.1
OG0005039	scaffold20.g7660.t1	PSC71018.1
OG0005040	scaffold20.g7666.t1	PSC71026.1
OG0005041	scaffold20.g7669.t1	PSC71112.1
OG0005042	scaffold20.g7671.t1	PSC73596.1
OG0005043	scaffold20.g7673.t1	PSC68873.1
OG0005044	scaffold20.g7675.t1	PSC71129.1
OG0005045	scaffold20.g7677.t1	PSC71200.1
OG0005046	scaffold20.g7682.t1	PSC71149.1
OG0005047	scaffold20.g7683.t1	PSC71209.1
OG0005048	scaffold20.g7684.t1	PSC71140.1
OG0005049	scaffold20.g7686.t1	PSC71191.1
OG0005050	scaffold20.g7687.t1	PSC71173.1
OG0005051	scaffold20.g7688.t1	PSC71006.1
OG0005052	scaffold20.g7690.t1	PSC72036.1
OG0005053	scaffold20.g7691.t1	PSC71029.1
OG0005054	scaffold20.g7692.t1	PSC71007.1
OG0005055	scaffold20.g7693.t1	PSC71103.1
OG0005056	scaffold20.g7701.t1	PSC72346.1
OG0005057	scaffold20.g7702.t1	PSC72331.1
OG0005058	scaffold20.g7703.t1	PSC72249.1
OG0005059	scaffold20.g7705.t1	PSC72328.1
OG0005060	scaffold20.g7706.t1	PSC72193.1
OG0005061	scaffold20.g7708.t1	PSC72344.1, PSC72081.1
OG0005062	scaffold20.g7709.t1	PSC75910.1
OG0005063	scaffold20.g7712.t1	PSC72269.1
OG0005064	scaffold20.g7713.t1	PSC72273.1
OG0005065	scaffold20.g7715.t1	PSC72247.1
OG0005066	scaffold20.g7716.t1	PSC72199.1
OG0005067	scaffold20.g7718.t1	PSC72303.1
OG0005068	scaffold20.g7719.t1	PSC72196.1
OG0005069	scaffold20.g7720.t1	PSC72146.1
OG0005070	scaffold20.g7723.t1	PSC72129.1
OG0005071	scaffold20.g7727.t1	PSC72069.1
OG0005072	scaffold20.g7728.t1	PSC72268.1
OG0005073	scaffold20.g7729.t1	PSC72318.1
OG0005074	scaffold20.g7730.t1	PSC73215.1
OG0005075	scaffold20.g7737.t1	PSC70705.1
OG0005076	scaffold20.g7741.t1	PSC71197.1
OG0005077	scaffold20.g7745.t1	PSC70683.1
OG0005078	scaffold20.g7746.t1	PSC70686.1
OG0005079	scaffold20.g7750.t1	PSC71148.1
OG0005080	scaffold20.g7752.t1	PSC71184.1
OG0005081	scaffold20.g7755.t1	PSC76249.1, PSC76248.1
OG0005082	scaffold20.g7761.t1	PSC71046.1
OG0005083	scaffold20.g7762.t1	PSC71030.1
OG0005085	scaffold20.g7768.t1	PSC71114.1
OG0005086	scaffold20.g7773.t1	PSC72186.1, PSC72187.1
OG0005087	scaffold20.g7779.t1	PSC76616.1
OG0005088	scaffold20.g7781.t1	PSC69501.1
OG0005089	scaffold20.g7785.t1	PSC75174.1
OG0005090	scaffold20.g7787.t1	PSC70655.1
OG0005091	scaffold20.g7789.t1	PSC70723.1
OG0005092	scaffold20.g7790.t1	PSC70818.1
OG0005093	scaffold20.g7792.t1	PSC70724.1
OG0005094	scaffold20.g7794.t1	PSC70702.1
OG0005095	scaffold20.g7797.t1	PSC70775.1
OG0005096	scaffold20.g7798.t1	PSC70708.1
OG0005097	scaffold20.g7799.t1	PSC70743.1
OG0005098	scaffold20.g7801.t1	PSC69527.1
OG0005099	scaffold20.g7802.t1	PSC69532.1
OG0005101	scaffold20.g7805.t1	PSC74929.1
OG0005102	scaffold20.g7806.t1	PSC74927.1
OG0005103	scaffold20.g7807.t1	PSC71138.1
OG0005104	scaffold20.g7811.t1	PSC76021.1
OG0005105	scaffold20.g7812.t1	PSC70788.1
OG0005106	scaffold20.g7813.t1	PSC76775.1
OG0005107	scaffold20.g7814.t1	PSC70746.1
OG0005108	scaffold20.g7815.t1	PSC75171.1
OG0005109	scaffold20.g7818.t1	PSC69542.1
OG0005110	scaffold20.g7820.t1	PSC68941.1
OG0005111	scaffold20.g7821.t1	PSC70776.1
OG0005112	scaffold20.g7823.t1	PSC75271.1
OG0005113	scaffold20.g7826.t1	PSC74872.1
OG0005114	scaffold20.g7828.t1	PSC76465.1
OG0005115	scaffold20.g7831.t1	PSC70730.1
OG0005116	scaffold20.g7832.t1	PSC70664.1
OG0005117	scaffold20.g7833.t1	PSC70815.1
OG0005118	scaffold20.g7837.t1	PSC70732.1
OG0005119	scaffold20.g7838.t1	PSC70670.1
OG0005120	scaffold20.g7842.t1	PSC70822.1
OG0005121	scaffold20.g7843.t1	PSC70715.1
OG0005122	scaffold20.g7848.t1	PSC69477.1
OG0005123	scaffold20.g7849.t1	PSC69529.1
OG0005124	scaffold20.g7855.t1	PSC70804.1
OG0005125	scaffold20.g7857.t1	PSC76386.1
OG0005126	scaffold20.g7859.t1	PSC74479.1
OG0005127	scaffold20.g7861.t1	PSC70717.1
OG0005128	scaffold20.g7866.t1	PSC75055.1
OG0005129	scaffold20.g7868.t1	PSC67134.1
OG0005130	scaffold20.g7872.t1	PSC72258.1
OG0005131	scaffold20.g7873.t1	PSC72212.1
OG0005132	scaffold20.g7878.t1	PSC70745.1
OG0005133	scaffold20.g7879.t1	PSC70814.1
OG0005134	scaffold20.g7881.t1	PSC70752.1
OG0005135	scaffold20.g7883.t1	PSC70826.1
OG0005136	scaffold20.g7885.t1	PSC70755.1
OG0005137	scaffold20.g7887.t1	PSC70682.1
OG0005138	scaffold20.g7888.t1	PSC70671.1
OG0005139	scaffold20.g7889.t1	PSC70653.1
OG0005140	scaffold20.g7891.t1	PSC70729.1
OG0005141	scaffold20.g7892.t1	PSC70735.1
OG0005142	scaffold20.g7896.t1	PSC70748.1
OG0005143	scaffold20.g7898.t1	PSC70710.1
OG0005144	scaffold20.g7899.t1	PSC70661.1
OG0005145	scaffold12.g7901.t1	PSC73920.1
OG0005146	scaffold12.g7902.t1	PSC73819.1
OG0005147	scaffold12.g7905.t1	PSC73802.1
OG0005148	scaffold12.g7907.t1	PSC73536.1
OG0005149	scaffold12.g7911.t1	PSC74546.1
OG0005150	scaffold12.g7913.t1	PSC74556.1
OG0005151	scaffold12.g7916.t1	PSC74445.1
OG0005152	scaffold12.g7921.t1	PSC74750.1
OG0005153	scaffold12.g7922.t1	PSC74492.1
OG0005154	scaffold12.g7923.t1	PSC73650.1
OG0005155	scaffold12.g7929.t1	PSC74388.1
OG0005156	scaffold12.g7932.t1	PSC74626.1
OG0005157	scaffold12.g7933.t1	PSC74379.1
OG0005158	scaffold12.g7935.t1	PSC73909.1
OG0005159	scaffold12.g7943.t1	PSC74543.1
OG0005160	scaffold12.g7944.t1	PSC74664.1
OG0005161	scaffold12.g7948.t1	PSC74737.1
OG0005162	scaffold12.g7949.t1	PSC74574.1
OG0005163	scaffold12.g7952.t1	PSC74381.1
OG0005164	scaffold12.g7959.t1	PSC73747.1
OG0005165	scaffold12.g7960.t1	PSC73589.1
OG0005166	scaffold12.g7962.t1	PSC74413.1
OG0005167	scaffold12.g7966.t1	PSC74629.1
OG0005168	scaffold12.g7967.t1	PSC74758.1
OG0005169	scaffold12.g7971.t1	PSC73622.1
OG0005170	scaffold12.g7974.t1	PSC73641.1
OG0005171	scaffold12.g7975.t1	PSC73935.1
OG0005172	scaffold12.g7978.t1	PSC74368.1
OG0005173	scaffold12.g7979.t1	PSC74644.1
OG0005174	scaffold12.g7980.t1	PSC74599.1
OG0005175	scaffold12.g7985.t1	PSC74739.1
OG0005176	scaffold12.g7987.t1	PSC74383.1
OG0005177	scaffold12.g7988.t1	PSC73520.1
OG0005178	scaffold12.g7989.t1	PSC74442.1
OG0005179	scaffold12.g7990.t1	PSC74382.1
OG0005180	scaffold12.g7993.t1	PSC74554.1
OG0005181	scaffold12.g7995.t1	PSC74498.1
OG0005182	scaffold12.g7998.t1	PSC73753.1
OG0005183	scaffold12.g7999.t1	PSC74515.1
OG0005184	scaffold12.g8003.t1	PSC69332.1
OG0005185	scaffold12.g8007.t1	PSC75152.1
OG0005186	scaffold12.g8008.t1	PSC69433.1
OG0005187	scaffold12.g8009.t1	PSC69437.1
OG0005188	scaffold12.g8011.t1	PSC74845.1
OG0005189	scaffold12.g8014.t1	PSC75123.1
OG0005190	scaffold12.g8019.t1	PSC74868.1
OG0005191	scaffold12.g8021.t1	PSC74861.1
OG0005192	scaffold12.g8025.t1	PSC75087.1
OG0005193	scaffold12.g8026.t1	PSC74408.1
OG0005194	scaffold12.g8038.t1	PSC74362.1
OG0005195	scaffold12.g8039.t1	PSC74563.1
OG0005196	scaffold12.g8040.t1	PSC74785.1
OG0005197	scaffold12.g8043.t1	PSC74780.1
OG0005198	scaffold12.g8044.t1	PSC74788.1
OG0005199	scaffold12.g8046.t1	PSC74375.1
OG0005200	scaffold12.g8048.t1	PSC74547.1
OG0005201	scaffold12.g8049.t1	PSC74698.1
OG0005202	scaffold12.g8050.t1	PSC74499.1
OG0005203	scaffold12.g8051.t1	PSC74789.1
OG0005204	scaffold12.g8052.t1	PSC74516.1
OG0005205	scaffold12.g8053.t1	PSC74642.1
OG0005206	scaffold12.g8054.t1	PSC74434.1
OG0005207	scaffold12.g8056.t1	PSC74514.1
OG0005208	scaffold12.g8058.t1	PSC74391.1
OG0005209	scaffold12.g8059.t1	PSC74665.1
OG0005210	scaffold12.g8060.t1	PSC74504.1
OG0005211	scaffold12.g8061.t1	PSC74587.1
OG0005212	scaffold12.g8062.t1	PSC74590.1
OG0005213	scaffold12.g8068.t1	PSC74710.1
OG0005214	scaffold12.g8072.t1	PSC74685.1
OG0005215	scaffold12.g8077.t1	PSC75757.1
OG0005216	scaffold12.g8081.t1	PSC73116.1
OG0005217	scaffold12.g8082.t1	PSC70161.1
OG0005218	scaffold12.g8084.t1	PSC69340.1
OG0005219	scaffold12.g8087.t1	PSC70282.1
OG0005220	scaffold12.g8089.t1	PSC70270.1
OG0005221	scaffold12.g8091.t1	PSC70285.1
OG0005222	scaffold12.g8095.t1	PSC70193.1
OG0005223	scaffold12.g8096.t1	PSC70299.1
OG0005224	scaffold12.g8098.t1	PSC70218.1
OG0005225	scaffold12.g8101.t1	PSC70214.1
OG0005226	scaffold12.g8106.t1	PSC70202.1
OG0005227	scaffold12.g8109.t1	PSC70215.1
OG0005228	scaffold12.g8110.t1	PSC70250.1
OG0005229	scaffold12.g8113.t1	PSC72012.1
OG0005230	scaffold12.g8115.t1	PSC70272.1
OG0005231	scaffold12.g8116.t1	PSC70158.1
OG0005232	scaffold12.g8117.t1	PSC70170.1
OG0005233	scaffold12.g8126.t1	PSC70276.1
OG0005234	scaffold12.g8128.t1	PSC70198.1
OG0005235	scaffold12.g8130.t1	PSC70244.1
OG0005236	scaffold12.g8134.t1	PSC74999.1
OG0005237	scaffold12.g8135.t1	PSC70298.1
OG0005238	scaffold12.g8136.t1	PSC72703.1
OG0005239	scaffold12.g8138.t1	PSC67757.1
OG0005240	scaffold12.g8141.t1	PSC74823.1
OG0005241	scaffold12.g8143.t1	PSC69341.1
OG0005242	scaffold12.g8144.t1	PSC75079.1
OG0005243	scaffold12.g8145.t1	PSC75162.1
OG0005244	scaffold12.g8148.t1	PSC70230.1
OG0005245	scaffold12.g8149.t1	PSC70211.1
OG0005246	scaffold12.g8150.t1	PSC70181.1
OG0005247	scaffold12.g8159.t1	PSC74778.1
OG0005248	scaffold12.g8160.t1	PSC74670.1
OG0005249	scaffold12.g8162.t1	PSC74585.1
OG0005250	scaffold12.g8165.t1	PSC74637.1
OG0005251	scaffold12.g8168.t1	PSC74738.1
OG0005252	scaffold12.g8169.t1	PSC74648.1
OG0005253	scaffold12.g8170.t1	PSC74600.1
OG0005254	scaffold12.g8172.t1	PSC74603.1
OG0005255	scaffold12.g8176.t1	PSC68625.1
OG0005256	scaffold12.g8178.t1	PSC74431.1
OG0005257	scaffold12.g8179.t1	PSC74363.1
OG0005258	scaffold12.g8180.t1	PSC73484.1
OG0005259	scaffold12.g8182.t1	PSC74653.1
OG0005260	scaffold12.g8185.t1	PSC74183.1
OG0005261	scaffold12.g8190.t1	PSC74646.1
OG0005262	scaffold12.g8191.t1	PSC74465.1
OG0005264	scaffold12.g8202.t1	PSC74491.1
OG0005265	scaffold12.g8205.t1	PSC74742.1
OG0005266	scaffold12.g8206.t1	PSC74765.1
OG0005267	scaffold12.g8207.t1	PSC74784.1
OG0005268	scaffold12.g8208.t1	PSC74560.1
OG0005269	scaffold12.g8211.t1	PSC74579.1
OG0005270	scaffold12.g8215.t1	PSC74620.1, PSC74621.1
OG0005271	scaffold12.g8218.t1	PSC74703.1
OG0005272	scaffold12.g8227.t1	PSC68572.1
OG0005273	scaffold12.g8229.t1	PSC74641.1
OG0005274	scaffold12.g8230.t1	PSC74709.1
OG0005275	scaffold12.g8232.t1	PSC74470.1
OG0005277	scaffold12.g8244.t1	PSC74730.1
OG0005278	scaffold12.g8251.t1	PSC74749.1
OG0005279	scaffold12.g8253.t1	PSC74589.1
OG0005280	scaffold12.g8262.t1	PSC74663.1
OG0005281	scaffold12.g8266.t1	PSC77022.1
OG0005282	scaffold12.g8268.t1	PSC74800.1, PSC74801.1, PSC70009.1
OG0005283	scaffold12.g8269.t1	PSC74728.1
OG0005284	scaffold12.g8279.t1	PSC74694.1
OG0005285	scaffold12.g8280.t1	PSC74525.1
OG0005286	scaffold12.g8281.t1	PSC74657.1
OG0005287	scaffold12.g8287.t1	PSC74410.1
OG0005288	scaffold12.g8290.t1	PSC74643.1
OG0005289	scaffold12.g8291.t1	PSC74359.1
OG0005290	scaffold12.g8292.t1	PSC74671.1
OG0005291	scaffold12.g8294.t1	PSC74437.1
OG0005528	scaffold16.g2.t1	PSC69402.1
OG0005529	scaffold16.g12.t1	PSC69393.1
OG0005530	scaffold16.g13.t1	PSC69360.1
